step,loss,lr,norm,dt_ms,tok_sec
174,7.199779,0.000999,0.360094,952.583618,8599.770508
175,7.050806,0.000999,0.468299,951.245667,8611.866211
176,7.014778,0.000999,0.385500,963.899048,8498.815430
177,7.361758,0.000999,0.662428,962.658691,8509.765625
178,7.477403,0.000999,0.581717,940.545288,8709.841797
179,6.834782,0.000999,0.402337,947.403625,8646.790039
180,6.910239,0.000999,0.470037,953.359314,8592.772461
181,6.896680,0.000999,0.458549,960.758362,8526.597656
182,7.203344,0.000999,0.517497,947.749329,8643.635742
183,7.150793,0.000999,0.508669,947.824585,8642.949219
184,6.965320,0.000999,0.350549,948.687744,8635.085938
185,7.069019,0.000999,0.363071,930.864807,8800.418945
186,6.853409,0.000999,0.413266,937.738159,8735.914062
187,7.515218,0.000999,0.574144,952.083130,8604.291016
188,7.825316,0.000999,0.683307,952.940247,8596.551758
189,6.932549,0.000999,0.822273,951.936462,8605.616211
190,7.211518,0.000999,0.447333,940.041687,8714.507812
191,7.121580,0.000999,0.440452,940.272400,8712.369141
192,7.354381,0.000999,0.599737,940.636597,8708.996094
193,7.308228,0.000999,0.477050,934.434570,8766.798828
194,7.436873,0.000999,0.430237,946.291016,8656.956055
195,7.150514,0.000999,0.527348,946.785828,8652.432617
196,7.128527,0.000999,0.490426,943.413696,8683.359375
197,6.992124,0.000999,0.399733,951.155884,8612.678711
198,7.015721,0.000999,0.500382,947.753906,8643.593750
199,7.121877,0.000999,0.543291,955.816101,8570.686523
200,7.253756,0.000999,0.724253,953.684692,8589.840820
201,7.470633,0.000999,0.896472,949.544739,8627.291992
202,7.285696,0.000999,0.735791,952.170837,8603.498047
203,7.232128,0.000999,0.542282,951.663025,8608.088867
204,6.922345,0.000999,0.730132,943.656921,8681.121094
205,6.827705,0.000999,0.768509,959.432068,8538.384766
206,6.797539,0.000999,0.721771,965.637451,8483.515625
207,6.969512,0.000999,0.602468,959.155945,8540.842773
208,7.208160,0.000999,0.571037,944.424744,8674.063477
209,7.111241,0.000999,0.600102,969.427429,8450.348633
210,6.843424,0.000999,0.556276,953.673462,8589.942383
211,6.730981,0.000999,0.553215,963.772339,8499.932617
212,6.674645,0.000999,0.747215,952.193359,8603.293945
213,7.298666,0.000999,0.524132,943.711121,8680.623047
214,7.214252,0.000999,0.547297,958.314392,8548.342773
215,7.114594,0.000999,0.494283,960.163513,8531.879883
216,7.135881,0.000999,0.497515,955.936951,8569.602539
217,7.048582,0.000999,0.479369,978.181702,8374.721680
218,7.252086,0.000999,0.641006,952.240601,8602.868164
219,7.367681,0.000999,0.558015,940.872742,8706.809570
220,7.237834,0.000999,0.832577,952.594055,8599.675781
221,7.169976,0.000999,0.488133,954.889343,8579.004883
222,7.087690,0.000999,0.539157,946.053040,8659.133789
223,7.141622,0.000999,0.696882,939.326416,8721.143555
224,7.130199,0.000999,0.466775,957.481873,8555.775391
225,7.019479,0.000999,0.378100,960.950867,8524.889648
226,6.964788,0.000999,0.397326,957.450012,8556.060547
227,6.542058,0.000999,0.679002,967.822571,8464.361328
228,7.601496,0.000999,0.493162,954.690002,8580.795898
229,7.262829,0.000999,0.631978,945.721069,8662.172852
230,7.067769,0.000999,0.499031,947.595764,8645.036133
231,6.882413,0.000999,0.460779,954.582336,8581.763672
232,7.110358,0.000999,0.547292,952.010132,8604.950195
233,7.030519,0.000999,0.421330,940.613831,8709.207031
234,7.021074,0.000999,0.371424,951.510193,8609.471680
235,7.211475,0.000999,0.364554,946.386902,8656.079102
236,7.040151,0.000999,0.417800,954.672913,8580.949219
237,6.955552,0.000999,0.390810,976.999817,8384.853516
238,7.080314,0.000999,0.448747,955.931335,8569.653320
239,6.899893,0.000999,0.356846,945.723145,8662.154297
240,6.934671,0.000999,0.411383,947.754517,8643.588867
241,7.139075,0.000999,0.345586,967.432190,8467.776367
242,6.783926,0.000999,0.558415,949.976379,8623.372070
243,6.981168,0.000999,0.553693,943.585388,8681.779297
244,6.817023,0.000999,0.887775,940.498291,8710.276367
245,6.889243,0.000999,0.577082,966.679077,8474.374023
246,6.764647,0.000999,0.406786,950.893616,8615.053711
247,6.905795,0.000999,0.535079,956.852417,8561.403320
248,7.102690,0.000999,0.527356,954.781677,8579.972656
249,7.211624,0.000999,0.555197,948.832214,8633.770508
250,6.905401,0.000999,0.584573,938.985596,8724.308594
251,7.088048,0.000999,0.439279,949.379761,8628.791992
252,7.531925,0.000999,0.617195,945.614685,8663.147461
253,6.804169,0.000999,0.396464,944.659851,8671.904297
254,6.985932,0.000999,0.462956,956.381165,8565.623047
255,7.232846,0.000999,0.534422,951.814758,8606.716797
256,6.807858,0.000999,0.448621,956.358459,8565.826172
257,7.080998,0.000999,0.430941,949.575562,8627.012695
258,7.090304,0.000999,0.534820,969.363159,8450.909180
259,7.216146,0.000999,0.492869,942.365906,8693.014648
260,7.237925,0.000999,0.613231,946.191406,8657.867188
261,6.918905,0.000999,0.507086,955.204285,8576.175781
262,7.139536,0.000999,0.433639,955.923767,8569.720703
263,7.074973,0.000999,0.421564,970.606934,8440.080078
264,6.836981,0.000999,0.449613,953.682434,8589.861328
265,6.848632,0.000999,0.359651,958.458496,8547.057617
266,6.922219,0.000999,0.403973,961.115906,8523.425781
267,6.926150,0.000999,0.479055,943.611755,8681.537109
268,6.878127,0.000999,0.470773,941.597961,8700.104492
269,6.905466,0.000999,0.373466,942.585388,8690.989258
270,6.913150,0.000998,0.427044,950.504700,8618.579102
271,6.879006,0.000998,0.435963,950.691284,8616.887695
272,6.851898,0.000998,0.753178,952.404602,8601.386719
273,7.239872,0.000998,0.610887,956.642944,8563.278320
274,6.941977,0.000998,0.454265,939.712280,8717.561523
275,7.147510,0.000998,0.539963,948.021790,8641.151367
276,6.905226,0.000998,0.391176,975.449524,8398.179688
277,7.097390,0.000998,0.820532,943.547302,8682.129883
278,6.970119,0.000998,0.531170,950.319458,8620.258789
279,7.085371,0.000998,0.575141,958.693298,8544.963867
280,6.831555,0.000998,0.382226,952.784912,8597.953125
281,7.003882,0.000998,0.400857,949.586487,8626.913086
282,6.725328,0.000998,0.719557,939.897766,8715.841797
283,6.699859,0.000998,0.462265,951.763611,8607.178711
284,6.779243,0.000998,0.402055,934.356323,8767.533203
285,7.366961,0.000998,0.596114,958.738342,8544.562500
286,7.245577,0.000998,0.504158,953.303528,8593.275391
287,6.985168,0.000998,0.411022,963.837463,8499.358398
288,7.019896,0.000998,0.453447,952.688782,8598.821289
289,6.871029,0.000998,0.359327,952.319763,8602.153320
290,6.912672,0.000998,0.393793,972.215149,8426.118164
291,7.203493,0.000998,0.591195,975.689331,8396.115234
292,7.159716,0.000998,0.440918,955.569763,8572.895508
293,7.139461,0.000998,0.394585,955.555237,8573.026367
294,6.950983,0.000998,0.329271,956.570312,8563.928711
295,6.482632,0.000998,0.641170,951.284546,8611.513672
296,7.085513,0.000998,0.510673,950.299805,8620.437500
297,6.936483,0.000998,0.375508,954.507324,8582.437500
298,6.733360,0.000998,0.479458,958.339600,8548.118164
299,7.024996,0.000998,0.317400,963.991699,8497.998047
300,7.134985,0.000998,0.344166,974.375427,8407.436523
301,7.060161,0.000998,0.356143,954.663086,8581.038086
302,7.027050,0.000998,0.412022,954.347595,8583.874023
303,6.832298,0.000998,0.502684,952.845093,8597.410156
304,6.356656,0.000998,0.900876,954.740906,8580.338867
305,6.616124,0.000998,0.429771,952.437805,8601.086914
306,7.106874,0.000998,0.366398,954.042236,8586.622070
307,7.059806,0.000998,0.535912,948.705139,8634.927734
308,6.951891,0.000998,0.424189,942.336121,8693.288086
309,7.005653,0.000998,0.677365,957.255310,8557.800781
310,6.867106,0.000998,0.427167,957.283875,8557.544922
311,6.884649,0.000998,0.431916,960.181946,8531.715820
312,6.959448,0.000998,0.414469,940.190125,8713.130859
313,6.956280,0.000998,0.354434,957.943359,8551.653320
314,6.900008,0.000998,0.436734,951.329224,8611.109375
315,7.062002,0.000998,0.437561,960.039307,8532.983398
316,6.365180,0.000998,0.790988,945.826050,8661.211914
317,6.032768,0.000998,0.877258,955.825073,8570.605469
318,6.932084,0.000998,0.365908,943.654236,8681.145508
319,7.039036,0.000998,0.382247,955.544434,8573.123047
320,6.944569,0.000998,0.392517,970.365417,8442.180664
321,6.815875,0.000998,0.772073,946.791992,8652.375977
322,6.841755,0.000998,0.349583,947.058350,8649.942383
323,6.938329,0.000998,0.409298,955.798645,8570.842773
324,7.093559,0.000998,0.407952,944.296753,8675.238281
325,7.118084,0.000998,0.414220,951.973938,8605.277344
326,6.954546,0.000998,0.505950,948.409546,8637.618164
327,7.099936,0.000998,0.561808,951.597961,8608.677734
328,6.920626,0.000998,0.483369,941.614563,8699.950195
329,6.980277,0.000998,0.529830,950.747375,8616.378906
330,6.993486,0.000998,0.429508,963.848450,8499.261719
331,6.882201,0.000998,0.353279,957.976807,8551.355469
332,7.233050,0.000998,0.521019,952.732117,8598.429688
333,7.013586,0.000998,0.455505,950.893799,8615.052734
334,7.033198,0.000998,0.639885,945.978455,8659.816406
