step,loss,val_loss,lr,norm,dt_ms,tok_per_sec
220,9.482010,-1,0.000442,62.759842,716.420137,11434.631129
221,9.231623,-1,0.000444,99.091408,718.792045,11396.898529
222,9.163053,-1,0.000446,33.381554,721.731006,11350.489215
223,9.242115,-1,0.000448,47.793560,717.710391,11414.074678
224,9.125594,-1,0.000450,66.461601,719.154756,11391.150419
225,9.280472,-1,0.000452,29.988197,716.581987,11432.048459
226,9.165175,-1,0.000454,55.985508,715.804273,11444.469262
227,9.258646,-1,0.000456,93.552620,717.882823,11411.333072
228,9.303460,-1,0.000458,29.090897,719.586495,11384.315933
229,9.329288,-1,0.000460,106.700653,717.599227,11415.842843
230,9.368578,-1,0.000462,46.970215,719.404822,11387.190841
231,9.148684,-1,0.000464,44.260891,716.896011,11427.040846
232,9.133084,-1,0.000466,65.699944,715.687568,11446.335477
233,9.363530,-1,0.000468,121.732468,718.437417,11402.524153
234,9.528695,-1,0.000470,58.524017,719.461327,11386.296515
235,9.127604,-1,0.000472,35.844608,719.099631,11392.023646
236,9.110917,-1,0.000474,49.493813,719.019179,11393.298314
237,9.139709,-1,0.000476,40.532040,716.747931,11429.401671
238,9.187967,-1,0.000478,62.606716,719.948729,11378.588044
239,9.210204,-1,0.000480,57.936054,718.295332,11404.779671
240,9.224069,-1,0.000482,79.839355,717.365077,11419.569007
241,9.389674,-1,0.000484,40.532410,720.954796,11362.709625
242,9.393836,-1,0.000486,173.911377,718.590782,11400.090573
243,9.277515,-1,0.000488,56.823318,717.823160,11412.281543
244,9.330648,-1,0.000490,59.217438,717.514073,11417.197667
245,9.208133,-1,0.000492,53.240334,719.469920,11386.160522
246,9.625186,-1,0.000494,73.953728,717.403531,11418.956899
247,9.748078,-1,0.000496,63.698292,716.147640,11438.982051
248,9.570287,-1,0.000498,64.770378,718.962782,11394.192029
249,9.360594,-1,0.000500,60.015228,717.569587,11416.314387
250,9.459095,-1,0.000502,34.127968,715.920639,11442.609074
251,9.394833,-1,0.000504,226.654556,720.647018,11367.562476
252,9.347121,-1,0.000506,39.500725,719.406484,11387.164534
253,8.998110,-1,0.000508,45.325848,716.504927,11433.277974
254,9.412805,-1,0.000510,42.826241,718.436441,11402.539644
255,9.130402,-1,0.000512,43.349148,718.619374,11399.636993
256,9.491615,-1,0.000514,58.443062,718.378203,11403.464033
257,9.415341,-1,0.000516,31.953550,718.666640,11398.887250
258,9.440435,-1,0.000518,83.322197,717.168532,11422.698619
259,9.219041,-1,0.000520,21.722309,719.019438,11393.294210
260,9.259052,-1,0.000522,26.432138,719.110205,11391.856134
261,9.305866,-1,0.000524,29.199205,718.073320,11408.305770
262,9.179949,-1,0.000526,29.053568,719.188496,11390.616015
263,9.308226,-1,0.000528,41.302361,716.928537,11426.522418
264,8.997767,-1,0.000530,42.342728,717.221321,11421.857884
265,8.775662,-1,0.000532,39.544044,717.051362,11424.565149
266,9.584817,-1,0.000534,30.123569,719.882594,11379.633385
267,9.309340,-1,0.000536,41.363976,719.683316,11382.784369
268,9.142268,-1,0.000538,64.342148,716.630040,11431.281893
269,9.208363,-1,0.000540,49.286770,718.296430,11404.762237
270,9.347652,-1,0.000542,33.502789,717.502894,11417.375551
271,9.348550,-1,0.000544,30.133476,717.714722,11414.005800
272,9.143875,-1,0.000546,58.544712,719.368135,11387.771575
273,9.276814,-1,0.000548,48.686905,717.672879,11414.671280
274,9.329422,-1,0.000550,56.874287,716.658004,11430.835844
275,9.095388,-1,0.000552,57.309811,719.001339,11393.581007
276,9.344554,-1,0.000554,48.576992,717.712022,11414.048739
277,9.217563,-1,0.000556,90.811073,718.474511,11401.935454
278,9.225121,-1,0.000558,65.612686,719.846457,11380.204654
279,9.101618,-1,0.000560,67.389198,715.529507,11448.863981
280,8.984632,-1,0.000562,68.634247,717.615133,11415.589810
281,9.200459,-1,0.000564,45.782616,718.141846,11407.217175
282,9.119290,-1,0.000566,52.412708,718.389425,11403.285899
283,9.377345,-1,0.000568,56.508194,717.350928,11419.794246
284,9.121105,-1,0.000570,38.186329,720.565490,11368.848652
285,9.070980,-1,0.000572,70.726967,716.556316,11432.458018
286,9.273071,-1,0.000574,113.868271,715.081906,11456.030325
287,9.286878,-1,0.000576,148.279785,716.003878,11441.278814
288,9.159294,-1,0.000578,87.940865,719.180585,11390.741312
289,9.084518,-1,0.000580,107.067596,717.370064,11419.489621
290,8.981093,-1,0.000582,97.163956,718.456259,11402.225114
291,8.918065,-1,0.000584,96.735741,716.564180,11432.332551
292,8.598333,-1,0.000586,134.272614,716.198893,11438.163449
293,9.180597,-1,0.000588,284.532227,719.192648,11390.550255
294,9.341127,-1,0.000590,104.676804,718.713857,11398.138383
295,9.246958,-1,0.000592,172.819565,717.321724,11420.259175
296,9.140511,-1,0.000594,128.889145,718.356863,11403.802792
297,9.088433,-1,0.000596,111.453255,716.215358,11437.900498
298,9.028909,-1,0.000598,140.802429,719.609494,11383.952086
299,9.038097,-1,0.000600,131.500229,718.559509,11400.586726
300,9.395638,-1,0.000600,106.741249,718.393611,11403.219453
301,9.300793,-1,0.000600,150.138992,719.107233,11391.903216
302,9.177134,-1,0.000600,120.370110,716.647293,11431.006689
303,9.354110,-1,0.000600,107.047836,718.875369,11395.577527
304,9.144847,-1,0.000600,128.534103,716.775287,11428.965463
305,9.301810,-1,0.000600,159.913940,719.288886,11389.026244
306,9.104874,-1,0.000600,183.168091,717.216122,11421.940680
307,9.004172,-1,0.000600,138.106003,716.513282,11433.144655
308,9.102689,-1,0.000600,172.069946,719.126120,11391.604021
309,9.500834,-1,0.000600,166.678787,718.194350,11406.383244
310,9.214594,-1,0.000600,201.111206,717.740142,11413.601554
311,9.303899,-1,0.000600,135.139725,716.750999,11429.352748
312,9.254638,-1,0.000600,139.644226,718.568140,11400.449789
313,9.370346,-1,0.000600,140.873993,719.097613,11392.055615
314,9.050014,-1,0.000600,114.905388,716.887370,11427.178582
315,9.114904,-1,0.000600,240.221756,718.364923,11403.674842
316,8.914011,-1,0.000600,131.150024,716.791562,11428.705965
317,8.973341,-1,0.000600,117.424370,717.468540,11417.922241
318,9.034764,-1,0.000600,181.011780,720.157754,11375.285421
319,9.050196,-1,0.000600,235.907272,720.039431,11377.154705
320,9.159534,-1,0.000600,272.524841,714.980361,11457.657366
321,9.130433,-1,0.000600,148.169037,717.013060,11425.175435
322,9.188447,-1,0.000600,350.788116,717.802960,11412.602701
323,9.112669,-1,0.000600,152.883682,718.391960,11403.245660
324,9.087031,-1,0.000600,254.836960,719.936379,11378.783236
325,9.285527,-1,0.000600,119.362175,718.197380,11406.335122
326,9.110098,-1,0.000600,138.317871,718.688925,11398.533795
327,9.372622,-1,0.000600,150.166260,719.651341,11383.290120
328,9.126146,-1,0.000600,195.808487,718.743369,11397.670369
329,9.030421,-1,0.000600,513.091614,716.291100,11436.691032
330,9.029459,-1,0.000600,142.253906,718.716634,11398.094343
331,8.974959,-1,0.000600,145.145706,716.931955,11426.467941
332,8.937243,-1,0.000600,209.323074,716.823291,11428.200092
333,8.975297,-1,0.000600,202.768463,717.330705,11420.116193
334,8.985349,-1,0.000600,372.231232,719.263621,11389.426298
335,9.051111,-1,0.000600,162.035629,717.579150,11416.162245
336,8.951343,-1,0.000600,186.817673,716.779048,11428.905494
337,8.671548,-1,0.000600,1117.468018,719.289802,11389.011741
338,8.709053,-1,0.000600,1203.366577,720.388342,11371.644323
339,8.692431,-1,0.000600,1264.424561,717.376678,11419.384336
340,9.076995,-1,0.000600,430.245483,719.035571,11393.038579
341,9.060544,-1,0.000600,251.089600,718.662001,11398.960831
342,9.108448,-1,0.000600,282.877747,715.514128,11449.110059
343,9.293348,-1,0.000600,191.505417,716.175753,11438.533022
344,9.320831,-1,0.000600,110.254456,717.825035,11412.251733
345,9.013838,-1,0.000600,116.565071,718.339363,11404.080609
346,9.395899,-1,0.000600,119.360435,715.754458,11445.265773
347,9.251705,-1,0.000600,128.785110,718.710593,11398.190147
348,9.034110,-1,0.000600,195.299301,717.443037,11418.328115
349,9.162708,-1,0.000600,182.703415,715.296902,11452.586999
350,9.022365,-1,0.000600,146.414124,716.905263,11426.893375
351,9.161859,-1,0.000600,345.176971,718.569248,11400.432210
352,8.936340,-1,0.000600,176.979111,725.768561,11287.344810
353,8.938013,-1,0.000599,279.032440,715.788604,11444.719788
354,9.034653,-1,0.000599,287.430847,716.893008,11427.088713
355,8.994976,-1,0.000599,354.105255,718.882304,11395.467595
356,9.333458,-1,0.000599,273.653442,716.946821,11426.231012
357,9.143697,-1,0.000599,359.411865,718.161045,11406.912220
358,8.909298,-1,0.000599,494.311523,717.050588,11424.577480
359,9.022325,-1,0.000599,540.436401,717.824719,11412.256757
360,8.955324,-1,0.000599,519.076172,716.654416,11430.893074
361,9.071426,-1,0.000599,756.582642,719.362169,11387.866019
362,8.883471,-1,0.000599,859.180359,717.615910,11415.577450
363,8.847357,-1,0.000599,595.903442,718.831367,11396.275088
364,9.108484,-1,0.000599,1421.472168,715.944783,11442.223192
365,9.063366,-1,0.000599,1811.230591,717.614878,11415.593867
366,8.982342,-1,0.000599,1286.325562,718.151951,11407.056666
367,9.240026,-1,0.000599,927.914368,715.934705,11442.384260
368,8.989867,-1,0.000599,1426.287109,719.390260,11387.421342
369,8.982011,-1,0.000599,896.750427,719.163323,11391.014722
370,8.972992,-1,0.000599,641.761780,715.742652,11445.454560
371,8.838281,-1,0.000599,547.609741,720.255044,11373.748880
372,8.909202,-1,0.000599,565.857422,718.076589,11408.253835
373,9.030183,-1,0.000599,1035.637207,715.618926,11447.433407
374,9.043219,-1,0.000599,792.988037,715.158215,11454.807941
375,9.637591,-1,0.000599,824.138977,718.318000,11404.419770
376,9.595464,-1,0.000599,588.292664,717.847571,11411.893459
377,9.557487,-1,0.000599,462.049164,721.264563,11357.829596
378,8.987637,-1,0.000599,662.954773,715.436673,11450.349569
379,8.989141,-1,0.000599,602.398071,716.731627,11429.661663
380,9.164240,-1,0.000599,553.369873,718.569562,11400.427228
381,8.973410,-1,0.000599,484.459808,718.657533,11399.031700
382,9.040119,-1,0.000599,579.796143,717.116647,11423.525077
383,9.178420,-1,0.000599,545.302979,722.272771,11341.975399
384,9.198689,-1,0.000599,407.155060,716.291398,11436.686274
385,9.245293,-1,0.000599,689.248169,715.586823,11447.946967
386,9.243796,-1,0.000599,768.891113,716.691583,11430.300277
387,9.427313,-1,0.000599,875.663757,715.458361,11450.002469
388,9.457741,-1,0.000599,589.892456,715.570587,11448.206716
389,9.216736,-1,0.000599,746.076111,717.232345,11421.682328
390,9.107607,-1,0.000599,747.660889,716.634147,11431.216380
391,9.247270,-1,0.000598,1016.483521,717.357992,11419.681793
392,9.039838,-1,0.000598,1064.085693,718.330210,11404.225920
393,8.958660,-1,0.000598,1225.600586,716.676169,11430.546116
394,8.905371,-1,0.000598,1484.159180,720.519567,11369.573257
395,9.023963,-1,0.000598,787.934204,718.129017,11407.420959
396,9.169262,-1,0.000598,1060.691895,717.991874,11409.599881
397,8.732821,-1,0.000598,1120.092407,716.847044,11427.821414
398,9.020652,-1,0.000598,1040.292603,718.892773,11395.301647
399,9.076391,-1,0.000598,709.416199,718.718668,11398.062086
400,8.997088,-1,0.000598,1043.136597,718.162335,11406.891730
401,9.005765,-1,0.000598,1016.367554,717.893645,11411.161050
402,9.021462,-1,0.000598,1207.714844,715.302305,11452.500492
403,8.925055,-1,0.000598,721.841553,714.615146,11463.512977
404,8.922528,-1,0.000598,639.881592,717.437187,11418.421220
405,8.775624,-1,0.000598,428.070679,717.468980,11417.915239
406,9.011810,-1,0.000598,429.438232,716.422149,11434.599016
407,8.965199,-1,0.000598,521.866882,718.076526,11408.254836
408,9.083447,-1,0.000598,577.870911,719.077670,11392.371564
409,8.904391,-1,0.000598,472.826843,717.210450,11422.031009
410,9.037439,-1,0.000598,562.518921,715.996531,11441.396215
411,9.067141,-1,0.000598,638.892395,716.922318,11426.621538
412,9.036123,-1,0.000598,622.144470,716.723645,11429.788953
413,8.896902,-1,0.000598,565.352051,716.364088,11435.525785
414,8.893322,-1,0.000598,531.475220,717.219683,11421.883970
415,9.080938,-1,0.000598,508.093567,722.770267,11334.168510
416,9.324709,-1,0.000598,555.525818,716.659614,11430.810164
417,9.086865,-1,0.000598,463.110168,715.977320,11441.703209
418,9.212885,-1,0.000597,683.051514,721.046411,11361.265898
419,9.047931,-1,0.000597,538.463074,715.151107,11454.921792
420,9.143465,-1,0.000597,579.970154,714.805174,11460.465450
421,9.145576,-1,0.000597,893.883850,717.730317,11413.757794
422,9.064040,-1,0.000597,791.077820,718.866191,11395.723018
423,9.014206,-1,0.000597,839.338196,716.650848,11430.949985
424,8.947812,-1,0.000597,1001.302307,718.316891,11404.437377
425,8.932900,-1,0.000597,772.121521,718.614310,11399.717325
426,9.308026,-1,0.000597,1134.949951,717.264071,11421.177125
427,9.183813,-1,0.000597,909.699951,717.712951,11414.033965
428,9.258292,-1,0.000597,794.759888,718.153192,11407.036954
429,9.104781,-1,0.000597,1002.884460,717.796901,11412.699036
430,8.849420,-1,0.000597,823.285767,716.882731,11427.252528
431,9.111633,-1,0.000597,987.011963,716.789020,11428.746495
432,9.000378,-1,0.000597,738.116699,718.122604,11407.522830
433,8.942075,-1,0.000597,725.688354,718.121344,11407.542846
434,9.131313,-1,0.000597,798.936462,715.915286,11442.694632
435,9.072060,-1,0.000597,608.727966,715.459984,11449.976495
436,9.061573,-1,0.000597,667.101562,718.605782,11399.852611
437,9.077748,-1,0.000597,559.913147,715.892043,11443.066144
438,9.145910,-1,0.000597,595.072571,715.156533,11454.834882
439,9.129642,-1,0.000596,593.037476,719.525581,11385.279713
440,9.057054,-1,0.000596,586.349792,716.575006,11432.159832
441,8.828918,-1,0.000596,1090.457886,719.489480,11385.850979
442,8.931374,-1,0.000596,648.682861,715.324636,11452.142968
443,8.922180,-1,0.000596,609.045715,718.181644,11406.585045
444,9.011041,-1,0.000596,729.494324,720.527766,11369.443881
445,9.036502,-1,0.000596,666.255005,719.230856,11389.945150
446,9.122011,-1,0.000596,800.593872,717.139923,11423.154307
447,9.059540,-1,0.000596,792.418640,716.583734,11432.020588
