step,loss,val_loss,lr,norm,dt_ms,tok_sec
2575,6.600695,7.285145,0.000099,0.580723,491.805450,16656.992188
2576,6.791813,7.285145,0.000099,0.397842,499.209930,16409.929688
2577,7.515950,7.285145,0.000099,0.445634,498.825134,16422.587891
2578,6.886603,7.285145,0.000099,0.308952,491.791077,16657.480469
2579,6.882880,7.285145,0.000099,0.456908,498.158417,16444.568359
2580,7.045892,7.285145,0.000099,0.430879,495.439209,16534.824219
2581,7.045800,7.285145,0.000099,0.366321,499.576263,16397.896484
2582,7.119404,7.285145,0.000099,0.364477,496.438660,16501.535156
2583,7.020728,7.285145,0.000099,0.302720,497.038971,16481.605469
2584,7.151393,7.285145,0.000099,0.384546,504.159271,16248.833008
2585,6.949230,7.285145,0.000099,0.440954,491.660919,16661.888672
2586,7.248513,7.285145,0.000099,1.020282,500.464081,16368.806641
2587,7.036787,7.285145,0.000099,0.440550,494.199890,16576.289062
2588,7.629728,7.285145,0.000099,0.792714,498.777893,16424.144531
2589,7.001686,7.285145,0.000099,0.587533,497.147186,16478.017578
2590,7.411019,7.285145,0.000099,0.409608,503.224274,16279.024414
2591,7.182326,7.285145,0.000099,0.501983,504.914673,16224.522461
2592,7.276490,7.285145,0.000099,0.714691,495.625214,16528.617188
2593,7.184542,7.285145,0.000099,0.733720,505.549835,16204.138672
2594,7.357003,7.285145,0.000099,0.495745,504.802338,16228.133789
2595,7.134520,7.285145,0.000099,0.409787,501.030945,16350.288086
2596,7.359966,7.285145,0.000099,0.454628,495.418732,16535.507812
2597,7.264550,7.285145,0.000099,0.385433,494.536499,16565.005859
2598,7.199131,7.285145,0.000099,0.495602,492.657867,16628.171875
2599,7.474617,7.285145,0.000099,0.402408,498.560059,16431.320312
2600,6.978462,7.284789,0.000099,0.375392,4010.284180,2042.748169
2601,7.059761,7.284789,0.000099,0.348573,502.182404,16312.796875
2602,7.115729,7.284789,0.000099,0.360107,495.469696,16533.806641
2603,7.358141,7.284789,0.000099,0.450650,495.981781,16516.736328
2604,7.128232,7.284789,0.000099,0.352113,510.173401,16057.286133
2605,7.418398,7.284789,0.000099,0.478059,500.689270,16361.445312
2606,7.316435,7.284789,0.000099,0.461616,501.192719,16345.010742
2607,7.177533,7.284789,0.000099,0.358153,508.645782,16105.510742
2608,7.526662,7.284789,0.000099,0.596505,498.268219,16440.943359
2609,7.196331,7.284789,0.000099,0.472034,496.802429,16489.453125
2610,7.062441,7.284789,0.000099,0.343254,494.845947,16554.646484
2611,6.959754,7.284789,0.000099,0.328354,504.906036,16224.800781
2612,7.143437,7.284789,0.000099,0.375883,497.517365,16465.755859
2613,7.354640,7.284789,0.000099,0.327579,501.132477,16346.974609
2614,7.079727,7.284789,0.000099,0.395149,505.271118,16213.077148
2615,7.007464,7.284789,0.000099,0.391930,509.565125,16076.454102
2616,7.078773,7.284789,0.000099,0.430209,507.631805,16137.681641
2617,7.111303,7.284789,0.000099,0.436525,496.291962,16506.412109
2618,7.089586,7.284789,0.000099,0.377404,500.662292,16362.327148
2619,7.193420,7.284789,0.000099,0.281313,501.049469,16349.683594
2620,7.205986,7.284789,0.000099,0.284877,493.854340,16587.886719
2621,7.097816,7.284789,0.000099,0.373700,502.219238,16311.600586
2622,6.901171,7.284789,0.000099,0.377019,502.532257,16301.441406
2623,7.076010,7.284789,0.000099,0.378742,500.537659,16366.401367
2624,7.070626,7.284789,0.000099,0.417697,511.479645,16016.278320
2625,6.875426,7.284789,0.000099,0.331250,504.645752,16233.168945
2626,6.963540,7.284789,0.000099,0.426768,489.232300,16744.601562
2627,7.276694,7.284789,0.000099,0.379729,500.756470,16359.250000
2628,7.119840,7.284789,0.000099,0.366981,497.910400,16452.759766
2629,7.018274,7.284789,0.000099,0.372125,492.286621,16640.712891
2630,6.861262,7.284789,0.000099,0.325011,490.454987,16702.859375
2631,7.133719,7.284789,0.000099,0.365240,490.151550,16713.197266
2632,7.216402,7.284789,0.000099,0.655131,493.249390,16608.232422
2633,7.083190,7.284789,0.000099,0.345512,503.506653,16269.893555
2634,6.947926,7.284789,0.000099,0.324334,488.795410,16759.568359
2635,7.039230,7.284789,0.000099,0.460384,497.186676,16476.708984
2636,7.137373,7.284789,0.000099,0.473331,505.236511,16214.188477
2637,6.902535,7.284789,0.000099,0.435180,504.943420,16223.599609
2638,6.927140,7.284789,0.000099,0.358820,502.631683,16298.216797
2639,6.929263,7.284789,0.000099,0.311368,497.614166,16462.552734
2640,6.993312,7.284789,0.000099,0.452851,496.063751,16514.007812
2641,7.247131,7.284789,0.000099,0.340538,494.863556,16554.056641
2642,7.287973,7.284789,0.000099,0.416911,490.977600,16685.080078
2643,7.248728,7.284789,0.000099,0.355408,493.554291,16597.970703
2644,7.324678,7.284789,0.000099,0.421903,495.323883,16538.673828
2645,7.367780,7.284789,0.000099,0.392886,489.702118,16728.537109
2646,7.298059,7.284789,0.000099,0.519210,490.087311,16715.388672
2647,7.090645,7.284789,0.000099,0.330558,495.058655,16547.533203
2648,7.092355,7.284789,0.000099,0.460508,490.186920,16711.992188
2649,7.037507,7.284789,0.000099,0.436997,488.879303,16756.693359
2650,6.887473,7.284789,0.000099,0.273390,500.541260,16366.283203
2651,7.210302,7.284789,0.000099,0.326205,503.866425,16258.277344
2652,7.102740,7.284789,0.000099,0.348891,499.863159,16388.486328
2653,6.958776,7.284789,0.000099,0.395192,497.828674,16455.460938
2654,6.746020,7.284789,0.000099,0.511283,502.935425,16288.374023
2655,7.477471,7.284789,0.000099,0.609005,503.824768,16259.621094
2656,7.266016,7.284789,0.000099,0.314593,490.367645,16705.832031
2657,7.049250,7.284789,0.000099,0.275478,495.534973,16531.626953
2658,7.003304,7.284789,0.000099,0.311501,506.615326,16170.059570
2659,7.211326,7.284789,0.000099,0.430368,505.280426,16212.779297
2660,7.373619,7.284789,0.000099,0.522731,489.694519,16728.796875
2661,7.139282,7.284789,0.000099,0.990012,494.214691,16575.792969
2662,7.041331,7.284789,0.000099,1.118254,488.891357,16756.279297
2663,6.924010,7.284789,0.000099,1.059301,493.655396,16594.572266
2664,7.266303,7.284789,0.000099,0.698973,504.006439,16253.760742
2665,7.083088,7.284789,0.000099,0.358894,494.405884,16569.380859
2666,7.000517,7.284789,0.000099,0.517640,484.613922,16904.177734
2667,7.101491,7.284789,0.000099,0.563654,502.423828,16304.958984
2668,7.049672,7.284789,0.000099,0.691893,500.856628,16355.977539
2669,6.664680,7.284789,0.000099,0.900311,499.393158,16403.908203
2670,7.148840,7.284789,0.000099,0.694143,503.870880,16258.132812
2671,7.138680,7.284789,0.000099,0.509261,498.061646,16447.763672
2672,7.063053,7.284789,0.000099,0.485990,497.271851,16473.886719
2673,6.906569,7.284789,0.000099,0.357170,504.660217,16232.705078
2674,7.290811,7.284789,0.000099,0.389496,492.523224,16632.718750
2675,7.127740,7.284789,0.000099,0.611988,502.999542,16286.296875
2676,7.010753,7.284789,0.000099,0.344664,511.209656,16024.736328
2677,7.143190,7.284789,0.000099,0.341108,506.269531,16181.104492
2678,7.151090,7.284789,0.000099,0.387243,498.532959,16432.212891
2679,6.976570,7.284789,0.000099,0.345318,508.509338,16109.832031
2680,7.111997,7.284789,0.000099,0.327375,496.052948,16514.365234
2681,7.148908,7.284789,0.000099,0.414006,505.606354,16202.328125
2682,7.158114,7.284789,0.000099,0.695960,503.770538,16261.372070
2683,7.031672,7.284789,0.000099,0.717016,502.141754,16314.118164
2684,7.151345,7.284789,0.000099,0.679933,495.203400,16542.697266
2685,7.149756,7.284789,0.000099,0.596261,504.819763,16227.574219
2686,6.850805,7.284789,0.000099,0.578922,504.133636,16249.659180
2687,7.478109,7.284789,0.000099,0.629719,507.876801,16129.895508
2688,7.224319,7.284789,0.000099,0.663961,494.232819,16575.183594
2689,7.065721,7.284789,0.000099,0.823407,489.826630,16724.285156
2690,7.156100,7.284789,0.000099,0.778216,493.365570,16604.320312
2691,6.891351,7.284789,0.000099,0.724916,494.210358,16575.937500
2692,7.061409,7.284789,0.000099,0.556545,502.058319,16316.829102
2693,6.893436,7.284789,0.000099,0.428674,491.167938,16678.613281
2694,6.826518,7.284789,0.000099,0.527825,500.093445,16380.938477
2695,6.980870,7.284789,0.000099,0.480207,500.866180,16355.666016
2696,7.047667,7.284789,0.000099,0.349209,502.550476,16300.849609
2697,7.176895,7.284789,0.000099,0.338108,505.035645,16220.637695
2698,7.140532,7.284789,0.000099,0.444656,491.938477,16652.488281
2699,7.068802,7.284789,0.000099,0.367057,493.800842,16589.683594
2700,7.010857,7.333989,0.000099,0.399484,3950.456299,2073.684570
2701,7.017576,7.333989,0.000099,0.395002,493.859467,16587.714844
2702,6.920006,7.333989,0.000099,0.378188,488.833282,16758.269531
2703,7.188184,7.333989,0.000099,0.332796,507.475342,16142.657227
2704,6.971798,7.333989,0.000099,0.404377,500.739807,16359.793945
2705,7.141083,7.333989,0.000099,0.554068,488.719116,16762.185547
2706,7.066914,7.333989,0.000099,0.378175,489.187103,16746.148438
2707,6.906448,7.333989,0.000099,0.421511,501.744904,16327.021484
2708,7.016794,7.333989,0.000099,0.377815,496.623810,16495.382812
2709,7.184812,7.333989,0.000099,0.349270,492.579010,16630.833984
2710,6.748788,7.333989,0.000099,0.407231,495.996918,16516.232422
2711,7.850758,7.333989,0.000099,0.679674,497.677979,16460.443359
2712,7.383684,7.333989,0.000099,0.513623,500.528351,16366.706055
2713,6.984582,7.333989,0.000099,0.456497,499.402374,16403.605469
2714,7.019269,7.333989,0.000099,0.261836,506.958588,16159.110352
2715,6.954555,7.333989,0.000099,0.399477,500.163330,16378.650391
2716,6.959747,7.333989,0.000099,0.387830,494.954071,16551.031250
2717,7.115498,7.333989,0.000099,0.403996,490.204651,16711.386719
2718,7.184302,7.333989,0.000099,0.372465,491.521790,16666.607422
2719,7.106545,7.333989,0.000099,0.381426,489.767761,16726.294922
2720,7.161964,7.333989,0.000099,0.356299,490.470947,16702.314453
2721,7.023783,7.333989,0.000099,0.353262,499.446686,16402.150391
2722,6.949943,7.333989,0.000099,0.394993,494.573578,16563.763672
2723,7.288947,7.333989,0.000099,0.307463,495.290619,16539.785156
2724,7.350122,7.333989,0.000099,0.393618,495.591644,16529.738281
2725,6.900720,7.333989,0.000099,0.541177,495.220856,16542.113281
2726,7.144379,7.333989,0.000099,0.438514,491.438660,16669.425781
2727,6.915070,7.333989,0.000099,0.344544,487.038483,16820.025391
2728,7.116709,7.333989,0.000099,0.295367,504.769989,16229.173828
2729,7.044487,7.333989,0.000099,0.448092,502.031799,16317.691406
2730,6.980385,7.333989,0.000099,0.420421,490.381805,16705.349609
2731,6.829289,7.333989,0.000099,0.475159,490.628906,16696.937500
2732,7.429605,7.333989,0.000099,0.448755,494.328339,16571.980469
2733,7.165657,7.333989,0.000099,0.355915,503.307404,16276.334961
2734,6.907364,7.333989,0.000099,0.319817,502.998993,16286.314453
2735,6.808170,7.333989,0.000099,0.460149,504.896149,16225.118164
2736,6.951565,7.333989,0.000099,0.435130,500.453491,16369.154297
2737,7.107308,7.333989,0.000099,0.395153,499.516418,16399.861328
2738,7.034066,7.333989,0.000099,0.324415,486.998383,16821.412109
2739,7.053733,7.333989,0.000099,0.750860,500.480988,16368.253906
2740,6.968663,7.333989,0.000099,0.292225,494.817627,16555.595703
2741,6.667789,7.333989,0.000099,0.608635,495.381409,16536.751953
2742,7.009138,7.333989,0.000099,0.312569,491.166107,16678.675781
2743,7.120116,7.333989,0.000099,0.354313,491.294525,16674.314453
2744,6.985186,7.333989,0.000099,0.351994,491.951385,16652.052734
2745,7.185042,7.333989,0.000099,0.426500,487.266846,16812.142578
2746,6.993819,7.333989,0.000099,0.308211,491.930908,16652.746094
2747,7.127210,7.333989,0.000099,0.360428,497.642578,16461.613281
2748,6.961650,7.333989,0.000099,0.310603,490.199097,16711.578125
2749,6.967387,7.333989,0.000099,0.354090,501.730957,16327.474609
2750,6.888598,7.333989,0.000099,0.343663,492.208679,16643.347656
2751,7.283266,7.333989,0.000099,0.641997,495.044312,16548.013672
2752,7.026513,7.333989,0.000099,0.360364,491.047516,16682.703125
2753,7.197463,7.333989,0.000099,0.364148,498.202606,16443.109375
2754,7.055894,7.333989,0.000099,0.349891,499.917114,16386.716797
2755,7.251028,7.333989,0.000099,0.297632,497.198914,16476.302734
2756,7.140967,7.333989,0.000099,0.366830,488.979279,16753.265625
2757,7.099718,7.333989,0.000099,0.380382,490.374603,16705.595703
2758,7.141077,7.333989,0.000099,0.808797,489.422852,16738.082031
2759,7.096571,7.333989,0.000099,0.341757,498.902954,16420.027344
2760,6.320290,7.333989,0.000099,0.548126,492.235474,16642.441406
2761,7.177879,7.333989,0.000099,0.463583,500.874695,16355.387695
2762,7.059010,7.333989,0.000099,0.337765,494.117401,16579.054688
2763,6.879433,7.333989,0.000099,0.368385,483.890503,16929.449219
2764,7.081003,7.333989,0.000099,0.345726,496.834900,16488.375000
2765,7.037776,7.333989,0.000099,0.465067,487.910492,16789.964844
2766,7.280777,7.333989,0.000099,0.457637,492.579071,16630.832031
2767,7.621977,7.333989,0.000099,0.706658,494.552307,16564.476562
2768,7.278869,7.333989,0.000099,0.618579,489.130859,16748.074219
2769,7.272838,7.333989,0.000099,0.504603,492.578827,16630.839844
2770,6.935278,7.333989,0.000099,0.396501,500.176483,16378.218750
2771,6.956579,7.333989,0.000099,0.467807,498.032898,16448.712891
2772,7.157514,7.333989,0.000099,0.373538,504.102722,16250.656250
2773,7.086236,7.333989,0.000099,0.355555,491.489288,16667.708984
2774,7.021494,7.333989,0.000099,0.378575,494.695618,16559.677734
2775,6.829486,7.333989,0.000099,0.420524,490.722198,16693.761719
2776,7.019938,7.333989,0.000099,0.429216,492.166656,16644.767578
2777,7.100368,7.333989,0.000099,0.279246,502.437592,16304.512695
2778,7.115543,7.333989,0.000099,0.387174,493.650146,16594.748047
2779,6.909487,7.333989,0.000099,0.355449,484.708923,16900.865234
2780,7.070958,7.333989,0.000099,0.309099,491.761749,16658.472656
2781,7.197870,7.333989,0.000099,0.271505,493.104919,16613.097656
2782,7.001274,7.333989,0.000099,0.380945,488.642883,16764.800781
2783,6.982153,7.333989,0.000099,0.344455,489.578339,16732.765625
2784,6.868025,7.333989,0.000099,0.348064,492.623230,16629.341797
2785,7.339932,7.333989,0.000099,0.494569,504.240936,16246.202148
2786,6.868151,7.333989,0.000099,0.361106,492.145691,16645.478516
2787,7.121282,7.333989,0.000099,0.337716,500.860046,16355.867188
2788,7.357577,7.333989,0.000099,0.371505,491.764221,16658.390625
2789,7.025752,7.333989,0.000099,0.376570,492.501892,16633.439453
2790,7.125078,7.333989,0.000099,0.429548,496.510345,16499.152344
2791,7.483087,7.333989,0.000099,0.514301,495.065704,16547.298828
2792,7.099375,7.333989,0.000099,0.350339,489.916565,16721.214844
2793,7.321419,7.333989,0.000099,0.601668,490.802826,16691.019531
2794,7.189592,7.333989,0.000098,0.467052,494.842926,16554.748047
2795,6.895227,7.333989,0.000098,0.372944,496.679382,16493.537109
2796,7.234442,7.333989,0.000098,0.477127,492.379883,16637.560547
2797,7.907060,7.333989,0.000098,0.609359,492.641876,16628.712891
2798,7.657333,7.333989,0.000098,0.431291,488.678253,16763.585938
2799,7.246598,7.333989,0.000098,0.361047,491.064026,16682.142578
2800,7.074939,7.158366,0.000098,0.395513,3947.143311,2075.425049
2801,7.195790,7.158366,0.000098,0.465211,504.292267,16244.548828
2802,7.386194,7.158366,0.000098,0.399685,498.421753,16435.878906
2803,6.912477,7.158366,0.000098,0.411464,494.636017,16561.671875
2804,7.125783,7.158366,0.000098,0.384138,489.500244,16735.435547
2805,7.140146,7.158366,0.000098,1.060988,497.703369,16459.603516
2806,6.783021,7.158366,0.000098,2.694958,487.708832,16796.906250
2807,6.894992,7.158366,0.000098,2.618892,488.960602,16753.906250
2808,6.788390,7.158366,0.000098,2.576262,491.552948,16665.548828
2809,6.963443,7.158366,0.000098,0.818693,501.167908,16345.819336
2810,7.793428,7.158366,0.000098,0.983816,487.250214,16812.716797
2811,7.276304,7.158366,0.000098,0.611923,495.259796,16540.814453
2812,7.341868,7.158366,0.000098,0.610163,503.768188,16261.447266
2813,7.210913,7.158366,0.000098,0.679765,494.900299,16552.830078
2814,7.027503,7.158366,0.000098,0.701944,505.684296,16199.830078
2815,7.077406,7.158366,0.000098,0.858172,494.822113,16555.445312
2816,7.128601,7.158366,0.000098,0.806403,496.539795,16498.173828
2817,7.224948,7.158366,0.000098,0.738157,492.291595,16640.544922
2818,7.057893,7.158366,0.000098,0.817434,493.705231,16592.896484
2819,7.178583,7.158366,0.000098,0.690284,494.156647,16577.738281
2820,6.988175,7.158366,0.000098,0.597651,487.662262,16798.511719
2821,6.899621,7.158366,0.000098,0.622561,496.944122,16484.750000
2822,7.032629,7.158366,0.000098,0.499765,492.957977,16618.048828
2823,7.027125,7.158366,0.000098,0.591723,496.928802,16485.257812
2824,7.452688,7.158366,0.000098,0.576111,489.321289,16741.556641
2825,7.400579,7.158366,0.000098,0.531363,488.647736,16764.632812
2826,7.477664,7.158366,0.000098,0.657014,487.874756,16791.195312
2827,6.975850,7.158366,0.000098,0.522844,501.989746,16319.059570
2828,7.139143,7.158366,0.000098,0.369858,503.803131,16260.319336
2829,7.042341,7.158366,0.000098,0.486634,493.531097,16598.751953
2830,7.330070,7.158366,0.000098,0.511963,493.646118,16594.884766
2831,7.223552,7.158366,0.000098,0.417013,497.470612,16467.304688
2832,7.030833,7.158366,0.000098,0.372527,501.990112,16319.045898
2833,7.177842,7.158366,0.000098,0.697049,496.894592,16486.394531
2834,6.945985,7.158366,0.000098,0.410595,491.434113,16669.578125
2835,7.035327,7.158366,0.000098,0.409555,496.065186,16513.958984
2836,7.022620,7.158366,0.000098,0.394580,494.589752,16563.222656
2837,7.204991,7.158366,0.000098,0.494754,493.931854,16585.283203
2838,7.247623,7.158366,0.000098,0.497522,495.459625,16534.142578
2839,6.880754,7.158366,0.000098,0.457943,490.910095,16687.373047
2840,7.093288,7.158366,0.000098,0.332085,499.637726,16395.878906
2841,6.844762,7.158366,0.000098,0.516951,490.477570,16702.089844
2842,7.367485,7.158366,0.000098,0.522143,488.297546,16776.656250
2843,7.607882,7.158366,0.000098,0.518892,490.006104,16718.160156
2844,6.830957,7.158366,0.000098,0.632976,498.071320,16447.443359
2845,7.256651,7.158366,0.000098,0.464810,492.574738,16630.978516
2846,6.983249,7.158366,0.000098,0.472600,501.972443,16319.621094
2847,6.892532,7.158366,0.000098,0.393868,500.694397,16361.277344
2848,7.004603,7.158366,0.000098,0.302750,491.865631,16654.955078
2849,6.946040,7.158366,0.000098,0.359013,498.173187,16444.080078
2850,7.336098,7.158366,0.000098,0.497463,489.253510,16743.875000
2851,6.960584,7.158366,0.000098,0.315636,504.779266,16228.875000
2852,7.351340,7.158366,0.000098,0.467596,496.331451,16505.099609
2853,7.180300,7.158366,0.000098,0.441965,494.190979,16576.587891
2854,6.906743,7.158366,0.000098,0.344240,489.370056,16739.888672
2855,7.159528,7.158366,0.000098,0.323369,501.254822,16342.985352
2856,7.014368,7.158366,0.000098,0.309347,503.949127,16255.609375
2857,7.210873,7.158366,0.000098,0.364618,497.515320,16465.824219
2858,7.669503,7.158366,0.000098,0.559528,491.063690,16682.154297
2859,7.021833,7.158366,0.000098,0.404282,499.488922,16400.763672
2860,6.961757,7.158366,0.000098,0.313255,498.419373,16435.958984
2861,7.586205,7.158366,0.000098,0.485120,505.175720,16216.139648
2862,7.241161,7.158366,0.000098,0.398883,510.619598,16043.254883
2863,6.912938,7.158366,0.000098,0.401295,509.209137,16087.691406
2864,6.960881,7.158366,0.000098,0.310274,511.915100,16002.654297
2865,7.422863,7.158366,0.000098,0.364055,501.658264,16329.841797
2866,6.813288,7.158366,0.000098,0.357382,489.837555,16723.912109
2867,6.530097,7.158366,0.000098,0.699618,490.619171,16697.267578
2868,6.810243,7.158366,0.000098,0.475205,496.759460,16490.878906
2869,7.190736,7.158366,0.000098,0.348457,494.487915,16566.632812
2870,6.926451,7.158366,0.000098,0.398311,507.473938,16142.700195
2871,6.974847,7.158366,0.000098,0.380505,498.834412,16422.283203
2872,7.045416,7.158366,0.000098,0.288177,506.132629,16185.481445
2873,7.133631,7.158366,0.000098,0.373089,499.987701,16384.404297
2874,6.925204,7.158366,0.000098,0.302417,498.276062,16440.685547
2875,7.011188,7.158366,0.000098,0.320728,510.869385,16035.410156
2876,6.950930,7.158366,0.000098,0.394417,504.602722,16234.553711
2877,7.069165,7.158366,0.000098,0.267419,495.005127,16549.324219
2878,7.007460,7.158366,0.000098,0.349111,502.810181,16292.430664
2879,6.972606,7.158366,0.000098,0.300746,500.750824,16359.433594
2880,7.186173,7.158366,0.000098,0.367508,498.062988,16447.718750
2881,7.004439,7.158366,0.000098,0.328486,512.480652,15984.993164
2882,7.305301,7.158366,0.000098,0.463693,513.153259,15964.041992
2883,6.925387,7.158366,0.000098,0.330196,501.333527,16340.418945
2884,7.243750,7.158366,0.000098,0.508906,509.514221,16078.059570
2885,7.292773,7.158366,0.000098,0.826420,495.705353,16525.945312
2886,6.958500,7.158366,0.000098,0.414841,508.921997,16096.769531
2887,7.011473,7.158366,0.000098,0.438969,499.040802,16415.490234
2888,7.012094,7.158366,0.000098,0.320287,498.116364,16445.957031
2889,7.324148,7.158366,0.000098,0.654893,504.213348,16247.090820
2890,7.779832,7.158366,0.000098,1.141351,507.247314,16149.912109
2891,7.112358,7.158366,0.000098,0.373883,501.613525,16331.298828
2892,7.085773,7.158366,0.000098,0.384189,509.662506,16073.381836
2893,7.108835,7.158366,0.000098,0.530888,500.363281,16372.104492
2894,7.196898,7.158366,0.000098,0.532220,490.870514,16688.718750
2895,7.042791,7.158366,0.000098,0.545080,495.474091,16533.660156
2896,7.302857,7.158366,0.000098,0.537450,499.566620,16398.212891
2897,6.946841,7.158366,0.000098,0.363525,509.275787,16085.586914
2898,6.767724,7.158366,0.000098,0.363867,505.792328,16196.371094
2899,7.153080,7.158366,0.000098,0.314616,505.805145,16195.960938
2900,7.089794,7.251771,0.000098,0.324055,4004.271973,2045.815063
2901,6.752427,7.251771,0.000098,0.604768,495.613678,16529.003906
2902,7.134562,7.251771,0.000098,0.383282,494.312622,16572.507812
2903,6.997120,7.251771,0.000098,0.463719,502.087189,16315.891602
2904,7.049425,7.251771,0.000098,0.362858,493.991241,16583.289062
2905,7.343522,7.251771,0.000098,0.770313,498.271851,16440.824219
2906,7.882832,7.251771,0.000098,1.755617,501.251648,16343.088867
2907,6.906577,7.251771,0.000098,0.335583,505.079407,16219.232422
2908,7.362926,7.251771,0.000098,0.467710,501.317047,16340.957031
2909,6.969905,7.251771,0.000098,0.320395,495.113007,16545.716797
2910,6.763271,7.251771,0.000098,0.346359,492.121368,16646.300781
2911,6.879189,7.251771,0.000098,0.361436,491.205444,16677.339844
2912,7.150108,7.251771,0.000098,0.457087,500.735596,16359.931641
2913,7.198921,7.251771,0.000098,0.467707,488.590851,16766.585938
2914,6.973771,7.251771,0.000098,0.320557,505.958038,16191.066406
2915,7.021753,7.251771,0.000098,0.339122,511.360321,16020.013672
2916,7.160193,7.251771,0.000098,0.354705,501.786957,16325.654297
2917,7.306053,7.251771,0.000098,0.417718,503.115204,16282.553711
2918,6.846357,7.251771,0.000098,0.387164,498.401794,16436.537109
2919,7.156271,7.251771,0.000098,0.374653,500.548767,16366.037109
2920,7.308476,7.251771,0.000098,0.530248,499.631378,16396.087891
2921,7.349249,7.251771,0.000098,0.318916,503.439270,16272.072266
2922,6.996384,7.251771,0.000098,0.367467,505.999054,16189.754883
2923,7.336912,7.251771,0.000098,0.417289,498.774353,16424.261719
2924,7.111738,7.251771,0.000098,0.367596,508.485382,16110.590820
2925,6.865925,7.251771,0.000098,0.319859,505.539032,16204.484375
2926,6.998654,7.251771,0.000098,0.375292,500.814789,16357.343750
2927,7.062029,7.251771,0.000098,0.373740,495.618988,16528.826172
2928,7.083155,7.251771,0.000098,0.503843,498.405273,16436.423828
2929,7.084841,7.251771,0.000098,0.410595,494.289612,16573.279297
2930,7.024534,7.251771,0.000098,0.367361,491.640289,16662.587891
2931,6.982119,7.251771,0.000098,0.444187,497.805908,16456.212891
2932,7.243738,7.251771,0.000098,0.440348,501.800385,16325.217773
2933,6.984540,7.251771,0.000098,0.362889,491.597260,16664.046875
2934,6.875381,7.251771,0.000098,0.386349,495.186371,16543.267578
2935,6.944216,7.251771,0.000098,0.365598,497.736694,16458.501953
2936,7.118917,7.251771,0.000098,0.493514,503.167511,16280.860352
2937,6.990649,7.251771,0.000098,0.417589,494.735046,16558.359375
2938,7.598011,7.251771,0.000098,0.655504,511.672424,16010.243164
2939,7.461532,7.251771,0.000098,0.476537,510.693970,16040.917969
2940,6.988192,7.251771,0.000098,0.324334,503.000366,16286.270508
2941,6.845928,7.251771,0.000098,0.381060,501.829865,16324.257812
2942,6.905723,7.251771,0.000098,0.291242,489.658936,16730.013672
2943,7.095921,7.251771,0.000098,0.396462,493.314667,16606.035156
2944,6.767023,7.251771,0.000098,0.405798,492.469635,16634.527344
2945,6.903256,7.251771,0.000098,0.449554,494.932800,16551.742188
2946,7.009194,7.251771,0.000098,0.333226,493.681366,16593.699219
2947,6.867616,7.251771,0.000098,0.362129,487.515717,16803.560547
2948,6.983888,7.251771,0.000098,0.511914,497.695404,16459.867188
2949,6.920036,7.251771,0.000098,0.629741,493.493408,16600.019531
2950,7.013587,7.251771,0.000098,0.462367,493.837921,16588.439453
2951,7.067063,7.251771,0.000098,0.311967,492.484314,16634.033203
2952,6.861544,7.251771,0.000098,0.352819,505.847351,16194.609375
2953,6.840405,7.251771,0.000098,0.453325,509.090698,16091.434570
2954,6.731088,7.251771,0.000098,0.343905,502.624542,16298.447266
2955,7.094334,7.251771,0.000098,0.535497,508.863007,16098.634766
2956,7.018253,7.251771,0.000098,0.390490,495.956665,16517.572266
2957,7.012428,7.251771,0.000098,0.583023,491.813202,16656.730469
2958,6.808390,7.251771,0.000098,0.579028,492.537445,16632.238281
2959,7.045996,7.251771,0.000098,0.424014,499.011719,16416.447266
2960,6.818806,7.251771,0.000098,0.372174,493.365662,16604.316406
2961,6.703358,7.251771,0.000098,0.590877,506.120758,16185.861328
2962,7.130256,7.251771,0.000098,0.361141,503.826538,16259.563477
2963,6.875890,7.251771,0.000098,0.484506,491.813324,16656.726562
2964,6.949243,7.251771,0.000098,0.379626,501.471497,16335.922852
2965,7.303585,7.251771,0.000098,0.684701,505.994293,16189.905273
2966,7.128379,7.251771,0.000098,0.376894,493.313049,16606.087891
2967,7.166699,7.251771,0.000098,0.382283,514.298950,15928.478516
2968,6.777231,7.251771,0.000098,0.314114,493.583618,16596.984375
2969,6.959855,7.251771,0.000098,0.307748,507.010956,16157.442383
2970,6.986573,7.251771,0.000098,0.569877,504.922516,16224.271484
2971,6.881047,7.251771,0.000098,0.327025,507.983978,16126.493164
2972,7.001122,7.251771,0.000098,0.459104,501.069183,16349.040039
2973,7.048284,7.251771,0.000098,0.419443,495.226624,16541.921875
2974,7.052482,7.251771,0.000098,0.555634,490.830505,16690.078125
2975,6.961058,7.251771,0.000098,0.371924,505.092346,16218.817383
2976,7.080611,7.251771,0.000098,0.461936,501.536469,16333.806641
2977,7.266870,7.251771,0.000098,0.321814,503.446808,16271.828125
2978,6.879822,7.251771,0.000098,0.354454,508.098053,16122.872070
2979,6.983427,7.251771,0.000098,0.388080,503.075165,16283.848633
2980,6.988869,7.251771,0.000098,0.375972,505.409119,16208.650391
2981,6.956816,7.251771,0.000098,0.369684,495.097321,16546.242188
2982,7.123236,7.251771,0.000098,0.387712,511.949951,16001.564453
2983,6.931548,7.251771,0.000098,0.465055,506.530212,16172.776367
2984,7.077914,7.251771,0.000098,0.295268,492.905518,16619.818359
