step,loss,val_loss,lr,norm,dt_ms,tok_sec
46,11.983327,11.988411,0.000001,1.049726,491.852966,16655.384766
47,12.025906,11.988411,0.000001,1.367344,493.315430,16606.007812
48,12.021009,11.988411,0.000002,1.148442,489.383026,16739.445312
49,11.953673,11.988411,0.000002,1.049583,492.051849,16648.652344
50,11.923459,11.988411,0.000002,1.081280,489.954895,16719.906250
51,11.930420,11.988411,0.000002,0.916385,495.245728,16541.283203
52,11.979684,11.988411,0.000002,1.090995,491.889465,16654.148438
53,11.986655,11.988411,0.000002,1.089834,496.338531,16504.863281
54,12.003828,11.988411,0.000002,0.962614,497.115570,16479.064453
55,11.985872,11.988411,0.000002,1.068322,496.559204,16497.529297
56,11.963327,11.988411,0.000002,0.917567,492.268280,16641.332031
57,11.956790,11.988411,0.000002,1.058350,490.676178,16695.328125
58,11.996888,11.988411,0.000002,1.132494,492.818420,16622.755859
59,11.961544,11.988411,0.000002,1.031753,497.744904,16458.228516
60,11.905132,11.988411,0.000002,1.041177,499.242279,16408.867188
61,11.990235,11.988411,0.000002,1.022925,494.988647,16549.875000
62,11.977945,11.988411,0.000002,1.027329,493.758911,16591.093750
63,11.953805,11.988411,0.000002,1.148605,491.496033,16667.480469
64,11.957160,11.988411,0.000002,1.036943,496.461761,16500.767578
65,12.000098,11.988411,0.000002,0.959682,492.353851,16638.439453
66,11.987740,11.988411,0.000002,1.062871,496.409668,16502.500000
67,12.003044,11.988411,0.000002,1.066860,494.167877,16577.363281
68,11.941407,11.988411,0.000002,1.040467,494.377655,16570.328125
69,11.952497,11.988411,0.000002,1.110582,494.600525,16562.861328
70,11.932765,11.988411,0.000002,1.019684,497.525848,16465.476562
71,11.960390,11.988411,0.000002,1.075162,495.210693,16542.453125
72,11.820816,11.988411,0.000002,1.120371,494.429321,16568.597656
73,12.006895,11.988411,0.000002,0.997304,500.152008,16379.021484
74,11.966081,11.988411,0.000002,1.091568,495.967529,16517.210938
75,11.901099,11.988411,0.000002,1.001449,492.714691,16626.253906
76,11.963245,11.988411,0.000002,1.008595,494.373383,16570.470703
77,11.952116,11.988411,0.000002,1.030459,493.952728,16584.583984
78,11.940490,11.988411,0.000002,1.010439,495.244568,16541.322266
79,12.040107,11.988411,0.000002,1.485042,488.243164,16778.525391
80,11.994629,11.988411,0.000003,1.040163,493.113800,16612.798828
81,11.974634,11.988411,0.000003,0.994358,500.928589,16353.628906
82,12.010470,11.988411,0.000003,1.039672,497.918671,16452.486328
83,12.045533,11.988411,0.000003,1.242876,492.525482,16632.642578
84,11.956908,11.988411,0.000003,1.240955,495.151245,16544.439453
85,11.981692,11.988411,0.000003,1.133691,491.045959,16682.755859
86,11.941364,11.988411,0.000003,1.032814,494.928864,16551.873047
87,11.935063,11.988411,0.000003,1.001536,495.724884,16525.294922
88,11.974572,11.988411,0.000003,0.986812,492.146027,16645.466797
89,11.980793,11.988411,0.000003,1.060478,493.110565,16612.906250
90,11.938393,11.988411,0.000003,0.940662,495.469055,16533.828125
91,11.930743,11.988411,0.000003,1.026370,495.018524,16548.876953
92,11.938158,11.988411,0.000003,1.072567,494.547607,16564.634766
93,11.934398,11.988411,0.000003,1.050607,494.631866,16561.812500
94,11.950778,11.988411,0.000003,1.029480,497.328247,16472.017578
95,11.921463,11.988411,0.000003,0.965930,498.017792,16449.210938
96,11.906679,11.988411,0.000003,1.057379,492.180328,16644.306641
97,11.931359,11.988411,0.000003,1.104418,491.612244,16663.539062
98,11.921869,11.988411,0.000003,1.109257,496.212952,16509.041016
99,11.944499,11.988411,0.000003,0.997073,495.120087,16545.480469
100,11.843429,11.946255,0.000003,1.082330,3960.151611,2068.607666
101,11.922751,11.946255,0.000003,1.148962,496.408264,16502.546875
102,11.987968,11.946255,0.000003,1.189647,497.842743,16454.996094
103,11.982654,11.946255,0.000003,1.157161,496.555542,16497.650391
104,11.924103,11.946255,0.000003,1.062348,490.100922,16714.923828
105,11.884566,11.946255,0.000003,1.071558,494.332275,16571.849609
106,11.894361,11.946255,0.000003,1.051852,494.169647,16577.302734
107,11.928050,11.946255,0.000003,0.970262,492.499237,16633.529297
108,11.919262,11.946255,0.000003,1.083587,493.110077,16612.923828
109,11.937313,11.946255,0.000003,1.093913,493.246490,16608.328125
110,11.858991,11.946255,0.000003,1.071265,493.762756,16590.962891
111,11.937980,11.946255,0.000003,1.056587,495.905823,16519.265625
112,11.933130,11.946255,0.000004,1.145123,494.096008,16579.773438
113,11.923512,11.946255,0.000004,1.080327,493.464874,16600.978516
114,11.894861,11.946255,0.000004,1.029023,491.529510,16666.343750
115,11.834707,11.946255,0.000004,1.047188,491.045898,16682.757812
116,11.901623,11.946255,0.000004,0.995524,496.503235,16499.388672
117,11.897754,11.946255,0.000004,0.966006,497.332458,16471.878906
118,12.028650,11.946255,0.000004,1.242135,491.987549,16650.828125
119,11.898390,11.946255,0.000004,1.055658,492.328003,16639.314453
120,11.918189,11.946255,0.000004,1.043067,494.570068,16563.880859
121,11.924094,11.946255,0.000004,1.050407,499.969116,16385.011719
122,11.933401,11.946255,0.000004,0.948261,495.830994,16521.759766
123,11.923236,11.946255,0.000004,0.977787,494.980042,16550.162109
124,11.961592,11.946255,0.000004,1.023627,495.762451,16524.042969
125,11.968457,11.946255,0.000004,1.124746,490.724609,16693.679688
126,11.928413,11.946255,0.000004,1.080132,491.898315,16653.847656
127,11.911581,11.946255,0.000004,0.941861,489.470184,16736.462891
128,11.855809,11.946255,0.000004,1.109389,495.425659,16535.275391
129,11.906462,11.946255,0.000004,1.100398,494.821899,16555.451172
130,11.863267,11.946255,0.000004,1.122659,494.449158,16567.931641
131,11.903940,11.946255,0.000004,1.014130,499.622894,16396.367188
132,11.928529,11.946255,0.000004,1.048707,497.745880,16458.197266
133,11.932298,11.946255,0.000004,1.035105,492.318115,16639.646484
134,11.893821,11.946255,0.000004,1.067026,494.082794,16580.216797
135,11.913457,11.946255,0.000004,0.981153,494.594208,16563.072266
136,11.872987,11.946255,0.000004,1.047879,494.303833,16572.802734
137,11.869339,11.946255,0.000004,1.033072,494.674988,16560.369141
138,11.868895,11.946255,0.000004,1.126996,494.113800,16579.175781
139,11.896762,11.946255,0.000004,1.102293,495.208740,16542.519531
140,11.912169,11.946255,0.000004,1.175863,499.924408,16386.476562
141,11.916333,11.946255,0.000004,1.080587,500.798035,16357.891602
142,11.929945,11.946255,0.000004,1.001027,495.565704,16530.603516
143,11.912003,11.946255,0.000004,0.991316,496.268982,16507.177734
144,11.907482,11.946255,0.000005,1.001225,496.021881,16515.400391
145,11.838182,11.946255,0.000005,0.990479,489.707123,16728.367188
146,11.957639,11.946255,0.000005,0.995400,496.271667,16507.087891
147,11.839765,11.946255,0.000005,1.078342,498.348602,16438.292969
148,11.897620,11.946255,0.000005,1.021646,495.157684,16544.224609
149,11.877148,11.946255,0.000005,1.036691,494.437134,16568.335938
150,11.855380,11.946255,0.000005,1.063235,496.756470,16490.978516
151,11.902123,11.946255,0.000005,1.008695,499.351837,16405.267578
152,11.879283,11.946255,0.000005,0.976644,489.254242,16743.851562
153,11.901946,11.946255,0.000005,1.049577,495.593628,16529.671875
154,11.860032,11.946255,0.000005,1.202052,497.032837,16481.808594
155,11.815755,11.946255,0.000005,1.132837,491.307800,16673.865234
156,11.865538,11.946255,0.000005,1.010018,494.752167,16557.785156
157,11.913431,11.946255,0.000005,0.988509,495.414642,16535.644531
158,11.811543,11.946255,0.000005,1.031159,491.770844,16658.166016
159,11.823641,11.946255,0.000005,1.079154,497.006592,16482.677734
160,11.849865,11.946255,0.000005,1.134797,493.798401,16589.765625
161,11.837853,11.946255,0.000005,1.043867,499.466919,16401.486328
162,11.816664,11.946255,0.000005,0.994712,494.059998,16580.982422
163,11.838920,11.946255,0.000005,0.944091,499.079132,16414.230469
164,11.860645,11.946255,0.000005,1.069974,505.447937,16207.406250
165,11.831714,11.946255,0.000005,1.031543,497.786316,16456.861328
166,11.868461,11.946255,0.000005,1.003892,503.358002,16274.699219
167,11.894759,11.946255,0.000005,1.053450,493.890076,16586.687500
168,11.789456,11.946255,0.000005,1.047145,502.313660,16308.535156
169,11.873479,11.946255,0.000005,1.074102,501.612091,16331.345703
170,11.894302,11.946255,0.000005,1.074531,503.772614,16261.304688
171,11.906462,11.946255,0.000005,1.117172,498.944061,16418.673828
172,11.859883,11.946255,0.000005,1.037407,506.604523,16170.403320
173,11.855868,11.946255,0.000005,0.983573,496.800964,16489.501953
174,11.892645,11.946255,0.000005,1.287886,494.810944,16555.818359
175,11.802026,11.946255,0.000005,1.304343,496.919189,16485.578125
176,11.765954,11.946255,0.000006,1.280444,494.710571,16559.177734
177,11.825241,11.946255,0.000006,1.070095,495.562439,16530.712891
178,11.911798,11.946255,0.000006,1.122678,508.176544,16120.380859
179,11.827150,11.946255,0.000006,1.046125,509.771484,16069.946289
180,11.836514,11.946255,0.000006,1.035541,507.727905,16134.625977
181,11.846979,11.946255,0.000006,1.064571,508.680939,16104.397461
182,11.853377,11.946255,0.000006,1.069354,495.524506,16531.978516
183,11.837725,11.946255,0.000006,0.998899,496.767700,16490.605469
184,11.808210,11.946255,0.000006,1.033851,507.643890,16137.296875
185,11.807685,11.946255,0.000006,0.945260,506.526245,16172.903320
186,11.842348,11.946255,0.000006,1.108878,507.731873,16134.500977
187,11.810102,11.946255,0.000006,1.068273,506.988251,16158.166016
188,11.825083,11.946255,0.000006,1.036963,502.786469,16293.199219
189,11.865421,11.946255,0.000006,1.010574,498.020325,16449.128906
190,11.768295,11.946255,0.000006,1.001048,516.798767,15851.429688
191,11.781159,11.946255,0.000006,0.961655,513.847290,15942.479492
192,11.810705,11.946255,0.000006,1.055537,509.967651,16063.764648
193,11.834768,11.946255,0.000006,0.962131,502.483154,16303.035156
194,11.768497,11.946255,0.000006,1.083534,496.092865,16513.037109
195,11.786798,11.946255,0.000006,1.060472,493.078644,16613.982422
196,11.776322,11.946255,0.000006,1.129110,496.556763,16497.611328
197,11.800716,11.946255,0.000006,0.982341,489.615662,16731.492188
198,11.798847,11.946255,0.000006,1.117818,491.195587,16677.673828
199,11.787005,11.946255,0.000006,1.005992,500.085266,16381.205078
200,11.809334,11.782717,0.000006,0.981835,3986.719971,2054.822021
201,11.838846,11.782717,0.000006,1.124092,509.610596,16075.019531
202,11.755731,11.782717,0.000006,1.247798,491.706482,16660.345703
203,11.780878,11.782717,0.000006,1.036765,537.875854,15230.281250
204,11.780702,11.782717,0.000006,0.980700,530.756897,15434.561523
205,11.770043,11.782717,0.000006,1.054449,488.929535,16754.970703
206,11.807064,11.782717,0.000006,1.011419,492.829895,16622.369141
207,11.782957,11.782717,0.000006,1.022664,493.227875,16608.955078
208,11.778272,11.782717,0.000007,1.013072,492.897003,16620.105469
209,11.771317,11.782717,0.000007,1.005772,491.154083,16679.083984
210,11.737911,11.782717,0.000007,1.011535,499.965729,16385.123047
211,11.631706,11.782717,0.000007,1.260162,500.287750,16374.576172
212,11.772671,11.782717,0.000007,0.996538,497.277588,16473.697266
213,11.766809,11.782717,0.000007,1.061152,489.494141,16735.644531
214,11.707124,11.782717,0.000007,1.227838,492.959351,16618.003906
215,11.788157,11.782717,0.000007,1.075538,514.175354,15932.307617
216,11.763383,11.782717,0.000007,1.062912,502.073578,16316.333008
217,11.743375,11.782717,0.000007,1.088312,497.122833,16478.824219
218,11.773912,11.782717,0.000007,1.125317,498.820038,16422.755859
219,11.786478,11.782717,0.000007,1.194174,499.992401,16384.250000
220,11.690146,11.782717,0.000007,1.004348,503.197845,16279.878906
221,11.760934,11.782717,0.000007,1.135154,500.701874,16361.034180
222,11.768516,11.782717,0.000007,1.022259,495.186646,16543.255859
223,11.748740,11.782717,0.000007,0.970054,504.254913,16245.750977
224,11.756453,11.782717,0.000007,1.152357,502.558746,16300.581055
225,11.752593,11.782717,0.000007,1.009132,501.752045,16326.790039
226,11.789023,11.782717,0.000007,0.933783,499.498932,16400.435547
227,11.701310,11.782717,0.000007,1.038772,502.133667,16314.380859
228,11.793038,11.782717,0.000007,0.985932,499.103516,16413.429688
229,11.798080,11.782717,0.000007,0.958851,499.679596,16394.505859
230,11.757157,11.782717,0.000007,0.990193,503.121582,16282.347656
231,11.770194,11.782717,0.000007,0.973342,502.942230,16288.154297
232,11.750310,11.782717,0.000007,1.053604,503.267578,16277.623047
233,11.708492,11.782717,0.000007,1.326740,491.554779,16665.488281
234,11.799866,11.782717,0.000007,1.036281,502.759308,16294.078125
235,11.673507,11.782717,0.000007,1.097402,503.511169,16269.748047
236,11.663218,11.782717,0.000007,1.104869,501.150848,16346.375977
237,11.709243,11.782717,0.000007,1.058789,492.440308,16635.519531
238,11.692282,11.782717,0.000007,1.060689,495.274811,16540.312500
239,11.705083,11.782717,0.000007,1.068679,496.756256,16490.984375
240,11.697807,11.782717,0.000008,1.162446,496.051636,16514.410156
241,11.786068,11.782717,0.000008,1.007910,496.010529,16515.777344
242,11.713709,11.782717,0.000008,1.010370,494.830688,16555.156250
243,11.722146,11.782717,0.000008,1.095704,493.672180,16594.007812
244,11.724495,11.782717,0.000008,1.003842,496.280457,16506.794922
245,11.647796,11.782717,0.000008,1.074382,498.927917,16419.205078
246,11.607205,11.782717,0.000008,1.194026,496.873718,16487.087891
247,11.694812,11.782717,0.000008,1.055029,499.465393,16401.537109
248,11.647899,11.782717,0.000008,1.116856,494.056671,16581.093750
249,11.700968,11.782717,0.000008,1.000866,501.397705,16338.327148
250,11.668214,11.782717,0.000008,1.065760,498.886322,16420.574219
251,11.700803,11.782717,0.000008,1.005636,498.030762,16448.783203
252,11.677583,11.782717,0.000008,0.960532,496.112366,16512.388672
253,11.710163,11.782717,0.000008,1.145092,493.253265,16608.101562
254,11.693620,11.782717,0.000008,1.080982,495.479950,16533.464844
255,11.686159,11.782717,0.000008,1.002705,497.456909,16467.757812
256,11.705199,11.782717,0.000008,0.979676,498.511353,16432.925781
257,11.645651,11.782717,0.000008,1.004801,495.406097,16535.929688
258,11.657369,11.782717,0.000008,1.125788,497.263000,16474.179688
259,11.692677,11.782717,0.000008,1.160128,497.191956,16476.533203
260,11.652767,11.782717,0.000008,1.017988,491.133789,16679.773438
261,11.681495,11.782717,0.000008,1.116508,496.542725,16498.076172
262,11.600812,11.782717,0.000008,1.045641,496.058044,16514.197266
263,11.677603,11.782717,0.000008,1.092321,495.177399,16543.566406
264,11.678829,11.782717,0.000008,1.010549,495.397278,16536.222656
265,11.684305,11.782717,0.000008,1.072455,491.183929,16678.070312
266,11.617915,11.782717,0.000008,1.080742,496.632172,16495.105469
267,11.654571,11.782717,0.000008,1.060595,498.789551,16423.759766
268,11.599196,11.782717,0.000008,1.041737,498.037598,16448.556641
269,11.660363,11.782717,0.000008,0.977794,495.599335,16529.482422
270,11.706619,11.782717,0.000008,1.084058,495.215790,16542.283203
271,11.674886,11.782717,0.000008,1.047395,503.991638,16254.237305
272,11.664708,11.782717,0.000009,1.157848,491.720856,16659.859375
273,11.620516,11.782717,0.000009,1.026915,497.718048,16459.119141
274,11.561633,11.782717,0.000009,1.025033,494.100433,16579.625000
275,11.633731,11.782717,0.000009,0.984038,493.330597,16605.498047
276,11.624836,11.782717,0.000009,1.042520,489.861633,16723.089844
277,11.648576,11.782717,0.000009,0.995122,494.290649,16573.244141
278,11.594624,11.782717,0.000009,1.081045,497.185120,16476.759766
279,11.614835,11.782717,0.000009,1.021924,497.240570,16474.921875
280,11.579264,11.782717,0.000009,1.092136,493.911682,16585.960938
281,11.594753,11.782717,0.000009,1.073832,495.542053,16531.392578
282,11.596501,11.782717,0.000009,1.033974,495.988007,16516.527344
283,11.628240,11.782717,0.000009,0.943812,493.908325,16586.074219
284,11.645411,11.782717,0.000009,1.089344,494.967468,16550.582031
285,11.555259,11.782717,0.000009,1.087246,496.405487,16502.638672
286,11.621890,11.782717,0.000009,0.940556,497.927673,16452.189453
287,11.592383,11.782717,0.000009,1.022025,496.338165,16504.876953
288,11.612592,11.782717,0.000009,1.011591,495.402679,16536.042969
289,11.592236,11.782717,0.000009,0.934006,491.735046,16659.378906
290,11.557043,11.782717,0.000009,1.054096,493.738647,16591.773438
291,11.592059,11.782717,0.000009,1.116101,499.959320,16385.333984
292,11.539739,11.782717,0.000009,1.083665,501.684265,16328.996094
293,11.551209,11.782717,0.000009,1.008873,501.108490,16347.757812
294,11.553511,11.782717,0.000009,1.094171,490.534821,16700.140625
295,11.577481,11.782717,0.000009,1.098116,512.755798,15976.416016
296,11.548058,11.782717,0.000009,1.097795,498.564636,16431.169922
297,11.573276,11.782717,0.000009,1.218413,497.440674,16468.294922
298,11.545735,11.782717,0.000009,1.030386,511.419067,16018.174805
299,11.622069,11.782717,0.000009,1.102328,501.017731,16350.717773
300,11.563455,11.550709,0.000009,1.070001,4050.560791,2022.435913
301,11.572541,11.550709,0.000009,0.992648,505.335205,16211.021484
302,11.558793,11.550709,0.000009,1.201668,498.670990,16427.664062
303,11.525553,11.550709,0.000009,1.188611,504.597351,16234.725586
304,11.511880,11.550709,0.000010,1.043785,502.613831,16298.794922
305,11.511893,11.550709,0.000010,1.187166,500.803680,16357.706055
306,11.514715,11.550709,0.000010,1.036448,502.594330,16299.426758
307,11.515036,11.550709,0.000010,1.050985,501.213318,16344.338867
308,11.473760,11.550709,0.000010,1.116596,503.373138,16274.208984
309,11.532059,11.550709,0.000010,1.035515,503.733643,16262.563477
310,11.539631,11.550709,0.000010,1.075454,502.020630,16318.053711
311,11.579375,11.550709,0.000010,1.074172,505.990601,16190.023438
312,11.554622,11.550709,0.000010,1.006855,505.221405,16214.672852
313,11.458886,11.550709,0.000010,0.996423,507.141510,16153.281250
314,11.532074,11.550709,0.000010,1.033039,505.747345,16197.812500
315,11.538582,11.550709,0.000010,1.137746,501.284454,16342.017578
316,11.563556,11.550709,0.000010,1.071777,505.227631,16214.473633
317,11.492542,11.550709,0.000010,1.063395,500.166260,16378.554688
318,11.466507,11.550709,0.000010,1.055726,502.023285,16317.968750
319,11.448082,11.550709,0.000010,1.138392,502.571045,16300.182617
320,11.455421,11.550709,0.000010,1.086366,503.679016,16264.326172
321,11.450533,11.550709,0.000010,1.101526,506.540009,16172.463867
322,11.560792,11.550709,0.000010,1.222606,500.531403,16366.606445
323,11.504992,11.550709,0.000010,1.008810,501.562531,16332.958008
324,11.482484,11.550709,0.000010,1.025067,501.519653,16334.354492
325,11.415329,11.550709,0.000010,1.146945,499.818237,16389.958984
326,11.425149,11.550709,0.000010,1.137035,501.983276,16319.268555
327,11.478363,11.550709,0.000010,0.981980,506.245270,16181.879883
328,11.520251,11.550709,0.000010,1.057931,503.198761,16279.849609
329,11.455771,11.550709,0.000010,1.049907,500.278473,16374.879883
330,11.455130,11.550709,0.000010,1.112572,499.957794,16385.382812
331,11.446320,11.550709,0.000010,1.043066,509.228729,16087.074219
332,11.506491,11.550709,0.000010,0.993801,506.691650,16167.624023
333,11.476507,11.550709,0.000010,1.012321,506.375092,16177.731445
334,11.486991,11.550709,0.000010,1.017095,500.038177,16382.748047
335,11.562168,11.550709,0.000010,1.088549,494.548187,16564.613281
336,11.545430,11.550709,0.000011,1.308299,503.894196,16257.380859
337,11.449856,11.550709,0.000011,1.046152,498.791229,16423.705078
338,11.462400,11.550709,0.000011,1.025786,498.324310,16439.093750
339,11.396262,11.550709,0.000011,1.149536,494.349335,16571.277344
340,11.419645,11.550709,0.000011,1.007755,501.704803,16328.326172
341,11.443274,11.550709,0.000011,1.113837,505.821472,16195.437500
342,11.457996,11.550709,0.000011,1.235831,499.911652,16386.894531
343,11.354792,11.550709,0.000011,1.095656,498.246216,16441.669922
344,11.385029,11.550709,0.000011,1.085163,494.345734,16571.398438
345,11.366367,11.550709,0.000011,1.148565,498.021484,16449.089844
346,11.372060,11.550709,0.000011,1.135155,496.334137,16505.009766
347,11.370547,11.550709,0.000011,1.106360,495.600128,16529.455078
348,11.399536,11.550709,0.000011,1.070049,497.965454,16450.939453
349,11.405951,11.550709,0.000011,0.996391,504.228333,16246.607422
350,11.386345,11.550709,0.000011,1.020650,498.932678,16419.048828
351,11.327535,11.550709,0.000011,1.099275,501.471436,16335.924805
352,11.378172,11.550709,0.000011,1.116208,498.750854,16425.033203
353,11.499375,11.550709,0.000011,1.086948,493.357666,16604.585938
354,11.520773,11.550709,0.000011,1.232455,501.852478,16323.522461
355,11.390197,11.550709,0.000011,1.050423,501.385101,16338.738281
356,11.425104,11.550709,0.000011,0.949665,507.051300,16156.156250
357,11.330176,11.550709,0.000011,1.104277,499.333099,16405.880859
358,11.400386,11.550709,0.000011,1.075971,496.572205,16497.097656
359,11.404208,11.550709,0.000011,1.034331,497.757202,16457.824219
360,11.306217,11.550709,0.000011,1.089171,498.989868,16417.166016
361,11.322181,11.550709,0.000011,1.169238,500.729248,16360.138672
362,11.343601,11.550709,0.000011,1.124506,498.620667,16429.324219
363,11.422336,11.550709,0.000011,1.031798,498.915375,16419.619141
364,11.376184,11.550709,0.000011,1.039280,501.263702,16342.696289
365,11.469593,11.550709,0.000011,1.043208,498.662811,16427.935547
366,11.593368,11.550709,0.000011,1.391683,502.247498,16310.682617
367,11.391305,11.550709,0.000011,1.021926,498.495819,16433.437500
368,11.320861,11.550709,0.000012,1.081331,498.866364,16421.232422
369,11.347108,11.550709,0.000012,0.973801,495.532349,16531.716797
370,11.324883,11.550709,0.000012,1.103350,496.852875,16487.777344
371,11.408177,11.550709,0.000012,1.076324,499.255768,16408.423828
372,11.364587,11.550709,0.000012,1.026713,499.836487,16389.359375
373,11.290348,11.550709,0.000012,1.182604,499.001587,16416.781250
374,11.272195,11.550709,0.000012,1.065437,494.032410,16581.908203
375,11.325567,11.550709,0.000012,1.048289,495.541229,16531.419922
376,11.283515,11.550709,0.000012,1.029648,497.271027,16473.914062
377,11.321034,11.550709,0.000012,1.089680,502.572845,16300.125000
378,11.225075,11.550709,0.000012,1.175349,500.292633,16374.416016
379,11.313624,11.550709,0.000012,1.040421,499.429749,16402.707031
380,11.292132,11.550709,0.000012,1.014425,501.324829,16340.702148
381,11.226985,11.550709,0.000012,1.127412,504.816681,16227.673828
382,11.315307,11.550709,0.000012,0.978830,501.490112,16335.317383
383,11.258248,11.550709,0.000012,1.127495,497.982422,16450.380859
384,11.224189,11.550709,0.000012,1.078339,502.329987,16308.004883
385,11.267923,11.550709,0.000012,1.056724,495.681946,16526.726562
386,11.277066,11.550709,0.000012,1.027088,494.874786,16553.683594
387,11.276645,11.550709,0.000012,1.077039,503.561432,16268.124023
388,11.285630,11.550709,0.000012,1.140940,500.846649,16356.304688
389,11.209411,11.550709,0.000012,1.198142,500.990326,16351.613281
390,11.309652,11.550709,0.000012,1.251349,504.233826,16246.430664
391,11.315922,11.550709,0.000012,0.971676,501.322571,16340.776367
392,11.250788,11.550709,0.000012,1.080208,496.092102,16513.062500
393,11.246440,11.550709,0.000012,1.120643,495.808228,16522.517578
394,11.202712,11.550709,0.000012,1.150851,490.311035,16707.761719
395,11.212413,11.550709,0.000012,1.065881,497.703156,16459.609375
396,11.249430,11.550709,0.000012,1.080811,502.031708,16317.695312
397,11.219646,11.550709,0.000012,1.040081,494.500275,16566.218750
398,11.231913,11.550709,0.000012,1.072998,497.075867,16480.382812
399,11.250211,11.550709,0.000012,1.133626,497.906830,16452.876953
400,11.203939,11.334197,0.000012,1.126006,3990.782471,2052.730225
401,11.183637,11.334197,0.000013,1.109975,503.849915,16258.809570
402,11.225314,11.334197,0.000013,1.105573,508.794891,16100.790039
403,11.163718,11.334197,0.000013,1.126890,501.648834,16330.148438
404,11.198526,11.334197,0.000013,1.053907,502.855347,16290.966797
405,11.168855,11.334197,0.000013,1.235384,499.308289,16406.697266
406,11.208797,11.334197,0.000013,1.091538,503.862274,16258.411133
407,11.155256,11.334197,0.000013,1.131717,498.653748,16428.232422
408,11.120814,11.334197,0.000013,1.383695,499.643860,16395.677734
409,11.223299,11.334197,0.000013,1.059675,501.573944,16332.587891
410,11.114358,11.334197,0.000013,1.201993,504.734985,16230.298828
411,11.207384,11.334197,0.000013,1.265172,504.320160,16243.650391
412,11.207540,11.334197,0.000013,1.099569,504.936127,16223.834961
413,11.183033,11.334197,0.000013,1.109935,501.857727,16323.352539
414,11.217156,11.334197,0.000013,1.026997,504.641418,16233.308594
415,11.174594,11.334197,0.000013,1.032679,506.961853,16159.005859
416,11.164453,11.334197,0.000013,1.075721,504.523407,16237.106445
417,11.089638,11.334197,0.000013,1.070817,502.924103,16288.740234
418,11.116582,11.334197,0.000013,1.089772,502.453705,16303.990234
419,11.070306,11.334197,0.000013,1.211267,500.105347,16380.549805
420,11.130851,11.334197,0.000013,1.116988,501.310852,16341.159180
421,11.200394,11.334197,0.000013,1.086631,502.039093,16317.455078
