step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec
120,7.911517,-1.000000,0.000107,2.322580,3872.728835,16922.434488
121,7.914669,-1.000000,0.000108,2.320182,3874.434496,16914.984643
122,7.834903,-1.000000,0.000109,2.321661,3843.310361,17051.966624
123,7.844787,-1.000000,0.000110,2.197240,3889.434674,16849.749512
124,7.816401,-1.000000,0.000111,2.221073,3855.638021,16997.446244
125,7.822483,-1.000000,0.000112,2.395246,3878.832259,16895.806682
126,7.819432,-1.000000,0.000113,2.041689,3894.719253,16826.886803
127,7.698667,-1.000000,0.000113,2.154641,3915.252005,16738.641578
128,7.730044,-1.000000,0.000114,2.097599,3880.718691,16887.593567
129,7.704650,-1.000000,0.000115,2.122418,3854.427035,17002.786511
130,7.735723,-1.000000,0.000116,2.109122,3895.792550,16822.250969
131,7.737513,-1.000000,0.000117,1.992354,3875.361582,16910.938144
132,7.729939,-1.000000,0.000118,1.986001,3949.422900,16593.816783
133,7.733668,-1.000000,0.000119,2.019304,3860.833092,16974.574771
134,7.588925,-1.000000,0.000120,2.007295,3832.874879,17098.392739
135,7.617700,-1.000000,0.000121,2.024127,3850.095334,17021.916164
136,7.588998,-1.000000,0.000121,1.904978,4021.700049,16295.596191
137,7.636547,-1.000000,0.000122,1.879689,3870.655367,16931.499652
138,7.499187,-1.000000,0.000123,1.906508,4004.316564,16366.338413
139,7.507349,-1.000000,0.000124,1.856689,3916.157038,16734.773239
140,7.500088,-1.000000,0.000125,1.837205,3888.900889,16852.062285
141,7.466875,-1.000000,0.000126,1.796388,3947.034978,16603.855898
142,7.427090,-1.000000,0.000127,1.755397,3944.427185,16614.833264
143,7.421389,-1.000000,0.000128,1.686812,4050.927294,16178.024251
144,7.518991,-1.000000,0.000129,1.617883,4011.369837,16337.561148
145,7.386519,-1.000000,0.000129,1.698637,3961.604503,16542.792182
146,7.600299,-1.000000,0.000130,1.700663,4043.051223,16209.539871
147,7.423712,-1.000000,0.000131,1.633275,4045.035818,16201.587068
148,7.355922,-1.000000,0.000132,1.639524,3935.191401,16653.827812
149,7.525330,-1.000000,0.000133,1.485238,3961.601481,16542.804801
150,7.985677,-1.000000,0.000134,1.396244,3872.964664,16921.404063
151,8.079636,-1.000000,0.000135,1.631225,3991.670165,16418.190204
152,7.437660,-1.000000,0.000136,1.613411,4008.452830,16349.450219
153,7.293539,-1.000000,0.000136,1.629047,3860.865101,16974.434041
154,7.354034,-1.000000,0.000137,1.459197,3833.426659,17095.931612
155,8.851521,-1.000000,0.000138,1.971488,4023.349828,16288.914164
156,8.086089,-1.000000,0.000139,2.037333,4020.151606,16301.872771
157,7.311944,-1.000000,0.000140,1.528218,3952.285103,16581.799716
158,7.339892,-1.000000,0.000141,1.956853,3842.529784,17055.430585
159,7.294840,-1.000000,0.000142,2.005375,3859.338313,16981.149276
160,7.277381,-1.000000,0.000143,1.769392,3838.692984,17072.477605
161,7.301794,-1.000000,0.000144,1.492741,3838.645435,17072.689080
162,7.286101,-1.000000,0.000144,1.299001,3834.410592,17091.544692
163,7.306988,-1.000000,0.000145,1.215724,3834.819341,17089.722924
164,7.260239,-1.000000,0.000146,1.404391,3834.941993,17089.176347
165,7.306669,-1.000000,0.000147,1.571641,3836.249809,17083.350476
166,7.233019,-1.000000,0.000148,1.647903,3832.843848,17098.531169
167,7.281312,-1.000000,0.000149,1.495731,3837.114719,17079.499780
168,7.258390,-1.000000,0.000150,1.419018,3833.997283,17093.387179
169,7.402315,-1.000000,0.000151,1.554362,3835.457727,17086.878455
170,7.193172,-1.000000,0.000152,1.631551,3835.195075,17088.048644
171,7.284441,-1.000000,0.000152,1.496152,3835.036469,17088.755356
172,7.134974,-1.000000,0.000153,1.466717,3838.825604,17071.887801
173,7.217000,-1.000000,0.000154,1.420923,3835.788916,17085.403143
174,7.182054,-1.000000,0.000155,1.499255,3953.272132,16577.659673
175,7.346778,-1.000000,0.000156,1.574806,3933.143246,16662.500169
176,7.221112,-1.000000,0.000157,1.617841,3913.309998,16746.948244
177,7.191150,-1.000000,0.000158,1.650439,3860.455647,16976.234412
178,7.196375,-1.000000,0.000159,1.739199,3889.729860,16848.470809
179,7.131493,-1.000000,0.000160,1.724801,3883.601125,16875.059485
180,7.039775,-1.000000,0.000160,1.720572,3830.810015,17107.609029
181,7.421377,-1.000000,0.000161,1.608249,3930.197546,16674.988784
182,7.191844,-1.000000,0.000162,1.856829,4049.962642,16181.877660
183,7.152246,-1.000000,0.000163,1.999964,3852.860137,17009.701279
184,7.144540,-1.000000,0.000164,1.794481,3855.055657,17000.013964
185,7.091823,-1.000000,0.000165,1.547505,3853.959876,17004.847510
186,6.992713,-1.000000,0.000166,1.472601,3846.743577,17036.747755
187,7.154018,-1.000000,0.000167,1.320610,3852.422345,17011.634273
188,7.275179,-1.000000,0.000168,1.372911,3853.078592,17008.736893
189,7.487921,-1.000000,0.000168,1.720758,3858.121635,16986.504367
190,7.179219,-1.000000,0.000169,2.069031,3856.558533,16993.389168
191,7.100117,-1.000000,0.000170,2.266985,3852.868542,17009.664172
192,6.979782,-1.000000,0.000171,2.053005,3852.850437,17009.744103
193,6.963284,-1.000000,0.000172,1.860470,3855.793295,16996.761752
194,6.964748,-1.000000,0.000173,1.939649,3852.695818,17010.426749
195,7.046715,-1.000000,0.000174,1.999939,3852.031039,17013.362389
196,7.063336,-1.000000,0.000175,1.695526,3852.559240,17011.029790
197,7.096344,-1.000000,0.000175,1.599761,3851.714027,17014.762659
198,6.977517,-1.000000,0.000176,1.567127,3855.467124,16998.199671
199,6.976250,-1.000000,0.000177,1.564802,3858.851031,16983.293595
200,6.977190,7.025918,0.000178,1.551108,10992.697542,5961.775965
201,6.931133,-1.000000,0.000179,1.446829,3856.121286,16995.316054
202,6.757858,-1.000000,0.000180,1.413150,3855.573548,16997.730476
203,6.866709,-1.000000,0.000181,1.408504,3971.362155,16502.146478
204,6.855437,-1.000000,0.000182,1.511815,3883.737682,16874.466137
205,6.930255,-1.000000,0.000183,1.668671,3866.335733,16950.416241
206,6.949154,-1.000000,0.000183,1.713444,3853.904258,17005.092917
207,6.831541,-1.000000,0.000184,1.702400,3834.592670,17090.733134
208,7.086325,-1.000000,0.000185,1.618904,3836.819602,17080.813486
209,6.852767,-1.000000,0.000186,1.518877,3834.017079,17093.298921
210,7.007621,-1.000000,0.000187,1.546064,3833.801858,17094.258500
211,6.937050,-1.000000,0.000188,1.731226,3832.522249,17099.965960
212,6.897943,-1.000000,0.000189,1.863411,3830.274868,17109.999219
213,6.840938,-1.000000,0.000190,1.869634,3831.832058,17103.046012
214,6.898968,-1.000000,0.000191,1.661185,3832.946401,17098.073686
215,6.801160,-1.000000,0.000191,1.511856,3831.760754,17103.364278
216,6.903318,-1.000000,0.000192,1.468265,3833.691497,17094.750595
217,6.758783,-1.000000,0.000193,1.551609,3832.390164,17100.555318
218,6.751662,-1.000000,0.000194,1.714820,3830.846706,17107.445176
219,6.830592,-1.000000,0.000195,1.639984,3831.907942,17102.707318
220,6.865634,-1.000000,0.000196,1.543876,3832.449134,17100.292191
221,6.769488,-1.000000,0.000197,1.530389,3832.061717,17102.021011
222,6.774339,-1.000000,0.000198,1.796326,3833.572942,17095.279258
223,6.962204,-1.000000,0.000199,1.965864,3833.252636,17096.707737
224,6.816175,-1.000000,0.000199,1.832824,3829.216887,17114.726570
225,6.869288,-1.000000,0.000200,1.622786,3833.857400,17094.010852
226,6.671747,-1.000000,0.000201,1.439741,3832.634056,17099.467114
227,6.836173,-1.000000,0.000202,1.539388,3831.909414,17102.700748
228,6.777741,-1.000000,0.000203,1.786735,3835.082166,17088.551735
229,6.806630,-1.000000,0.000204,1.918113,3832.824827,17098.616023
230,6.713710,-1.000000,0.000205,1.781482,3830.857819,17107.395549
231,6.769205,-1.000000,0.000206,1.699638,3833.059925,17097.567291
232,6.743792,-1.000000,0.000206,1.526322,3833.107791,17097.353785
233,6.668699,-1.000000,0.000207,1.406412,3831.146456,17106.106684
234,6.687062,-1.000000,0.000208,1.282304,3836.587437,17081.847104
235,6.729702,-1.000000,0.000209,1.434632,3832.247206,17101.193237
236,6.795045,-1.000000,0.000210,1.644898,3831.433260,17104.826198
237,6.689951,-1.000000,0.000211,1.966652,3832.766758,17098.875078
238,6.598174,-1.000000,0.000212,1.884334,3835.442741,17086.945217
239,6.764273,-1.000000,0.000213,1.774496,3841.641361,17059.374846
240,6.713397,-1.000000,0.000214,1.489617,3833.455808,17095.801617
241,6.920659,-1.000000,0.000214,1.399593,3834.530377,17091.010778
242,6.847364,-1.000000,0.000215,1.509377,3846.509887,17037.782802
243,7.063690,-1.000000,0.000216,1.732546,3832.467729,17100.209221
244,6.863426,-1.000000,0.000217,1.668910,3833.204515,17096.922364
245,6.916518,-1.000000,0.000218,1.739998,3831.073750,17106.431324
246,6.700356,-1.000000,0.000219,1.643596,3843.057447,17053.088824
247,6.758364,-1.000000,0.000220,1.688237,3841.610627,17059.511326
248,6.735036,-1.000000,0.000221,1.674018,3832.702127,17099.163417
249,6.749652,-1.000000,0.000222,1.583474,3832.394232,17100.537166
250,6.744147,-1.000000,0.000222,1.674773,3834.097173,17092.941843
251,6.873266,-1.000000,0.000223,1.914635,3835.443588,17086.941444
252,6.970936,-1.000000,0.000224,2.069588,3833.592822,17095.190607
253,6.697268,-1.000000,0.000225,1.944516,3832.155259,17101.603555
254,6.655212,-1.000000,0.000226,1.731480,3833.283580,17096.569725
255,6.712198,-1.000000,0.000227,1.651835,3832.916745,17098.205977
256,6.688578,-1.000000,0.000228,1.620780,3832.115318,17101.781800
257,6.582407,-1.000000,0.000229,1.663197,3831.242538,17105.677688
258,7.132666,-1.000000,0.000230,1.695470,3833.917616,17093.742371
259,6.625569,-1.000000,0.000230,1.654665,3832.474583,17100.178639
260,6.751122,-1.000000,0.000231,1.691736,3834.434033,17091.440206
261,6.815986,-1.000000,0.000232,1.668484,3834.145022,17092.728529
262,6.697320,-1.000000,0.000233,1.547192,3832.086356,17101.911051
263,6.791785,-1.000000,0.000234,1.422944,3832.908869,17098.241111
264,6.767729,-1.000000,0.000235,1.377038,3834.722171,17090.155969
265,6.904886,-1.000000,0.000236,1.533662,3832.135660,17101.691019
266,6.733892,-1.000000,0.000237,1.594312,3832.896889,17098.294553
267,6.696381,-1.000000,0.000238,1.530759,3835.836922,17085.189317
268,6.756115,-1.000000,0.000238,1.553241,3834.194023,17092.510083
269,6.837894,-1.000000,0.000239,1.476344,3830.901498,17107.200494
270,6.672752,-1.000000,0.000240,1.617875,3898.305300,16811.407767
271,6.627909,-1.000000,0.000241,1.741967,3982.711355,16455.121689
272,6.619900,-1.000000,0.000242,1.768433,3919.752147,16719.424479
273,6.774484,-1.000000,0.000243,1.737710,3850.381214,17020.652335
274,6.644162,-1.000000,0.000244,1.650730,3875.352382,16910.978290
275,6.491858,-1.000000,0.000245,1.564154,3842.298783,17056.455966
276,6.568426,-1.000000,0.000245,1.461317,3838.172157,17074.794282
277,6.569585,-1.000000,0.000246,1.410806,3833.563482,17095.321444
278,6.434394,-1.000000,0.000247,1.624406,3838.601989,17072.882312
279,6.701350,-1.000000,0.000248,1.772351,3837.132610,17079.420145
280,6.612193,-1.000000,0.000249,1.822252,3834.896494,17089.379101
281,6.532185,-1.000000,0.000250,1.837760,3835.817364,17085.276430
282,6.595581,-1.000000,0.000251,1.787607,3836.325119,17083.015117
283,6.538085,-1.000000,0.000252,1.773651,3836.037428,17084.296290
284,6.674978,-1.000000,0.000253,1.702628,3837.584589,17077.408583
285,6.640792,-1.000000,0.000253,1.618732,3834.848254,17089.594075
286,6.582063,-1.000000,0.000254,1.437637,3881.004782,16886.348686
287,6.602138,-1.000000,0.000255,1.359165,3911.536349,16754.541989
288,6.515548,-1.000000,0.000256,1.471036,3905.831097,16779.015368
289,6.641638,-1.000000,0.000257,1.636807,3901.622980,16797.112467
290,6.574069,-1.000000,0.000258,1.629447,3896.605498,16818.741346
291,6.585232,-1.000000,0.000259,1.728921,3909.281425,16764.206225
292,6.829542,-1.000000,0.000260,1.768401,3896.593589,16818.792749
293,6.655147,-1.000000,0.000261,1.801140,3901.106168,16799.337721
294,6.586920,-1.000000,0.000261,1.798652,3912.947755,16748.498601
295,6.550444,-1.000000,0.000262,1.575759,3974.158190,16490.536327
296,6.541862,-1.000000,0.000263,1.509933,3979.506649,16468.373037
297,6.549359,-1.000000,0.000264,1.474628,3871.628034,16927.245961
298,6.468534,-1.000000,0.000265,1.540673,3855.230735,16999.241940
299,6.368860,-1.000000,0.000266,1.572500,3935.414907,16652.881983
300,6.679313,6.680192,0.000267,1.608155,11260.578909,5819.949448
301,6.642747,-1.000000,0.000268,1.571587,4072.452628,16092.513772
302,6.344203,-1.000000,0.000269,1.660773,3945.341822,16610.981496
303,6.528180,-1.000000,0.000269,1.733076,4160.803764,15750.802902
304,6.392579,-1.000000,0.000270,1.779468,3916.631835,16732.744552
305,6.520538,-1.000000,0.000271,1.673954,4023.066838,16290.059956
306,6.363254,-1.000000,0.000272,1.573351,3944.120232,16616.126321
307,6.498168,-1.000000,0.000273,1.533246,3911.956175,16752.743913
308,6.554980,-1.000000,0.000274,1.495582,3855.657425,16997.360703
309,6.526448,-1.000000,0.000275,1.494570,3861.113509,16973.341977
310,6.666217,-1.000000,0.000276,1.575197,3952.035279,16582.847918
311,6.665793,-1.000000,0.000277,1.503446,3895.337591,16824.215737
312,6.397107,-1.000000,0.000277,1.406860,3956.259318,16565.142659
313,6.588600,-1.000000,0.000278,1.411722,3862.417178,16967.613020
314,6.605995,-1.000000,0.000279,1.456126,3835.777920,17085.452121
315,6.673532,-1.000000,0.000280,1.696429,3835.901828,17084.900224
316,6.582849,-1.000000,0.000281,1.737163,3835.585709,17086.308317
317,6.583199,-1.000000,0.000282,1.657958,3835.988285,17084.515158
318,6.447474,-1.000000,0.000283,1.501855,3835.902173,17084.898687
319,6.776248,-1.000000,0.000284,1.554441,3837.541434,17077.600627
320,6.601704,-1.000000,0.000284,1.513432,3836.487817,17082.290659
321,6.465273,-1.000000,0.000285,1.573408,3834.123405,17092.824898
322,6.464329,-1.000000,0.000286,1.480178,3836.051118,17084.235320
323,6.577336,-1.000000,0.000287,1.420200,3879.619004,16892.380394
324,6.657975,-1.000000,0.000288,1.322819,3885.514659,16866.748874
325,6.596244,-1.000000,0.000289,1.241170,3837.620760,17077.247623
326,6.595006,-1.000000,0.000290,1.460756,3835.898334,17084.915786
327,6.583847,-1.000000,0.000291,2.021019,3837.686019,17076.957228
328,6.551529,-1.000000,0.000292,2.317950,3835.047827,17088.704745
329,6.542593,-1.000000,0.000292,2.268322,3837.137398,17079.398834
330,6.702525,-1.000000,0.000293,1.843749,3836.914453,17080.391237
331,6.482036,-1.000000,0.000294,1.503501,3835.224540,17087.917361
332,6.620955,-1.000000,0.000295,1.448651,3834.380482,17091.678906
333,6.509074,-1.000000,0.000296,1.528300,3835.349354,17087.361268
334,6.567035,-1.000000,0.000297,1.940721,3834.716182,17090.182660
335,6.744143,-1.000000,0.000298,2.282085,3836.033872,17084.312127
336,6.524159,-1.000000,0.000299,2.305067,3961.257899,16544.239651
337,6.541582,-1.000000,0.000300,2.172412,3881.238531,16885.331699
338,6.510234,-1.000000,0.000300,1.791505,3867.709846,16944.394127
339,6.498060,-1.000000,0.000301,1.514240,3891.533872,16840.660304
340,6.486030,-1.000000,0.000302,1.269375,3876.950243,16904.008536
341,6.455857,-1.000000,0.000303,1.267552,3870.641461,16931.560482
342,6.480871,-1.000000,0.000304,1.534174,3972.323923,16498.151025
343,6.523603,-1.000000,0.000305,1.733064,3877.720882,16900.649117
344,6.571345,-1.000000,0.000306,1.764750,3862.936281,16965.332906
345,6.449629,-1.000000,0.000307,1.621509,3915.073920,16739.402969
346,6.467445,-1.000000,0.000308,1.549921,3865.765328,16952.917324
347,6.463153,-1.000000,0.000308,1.495090,3849.079064,17026.410450
348,6.563341,-1.000000,0.000309,1.532982,3860.067731,16977.940432
349,6.741170,-1.000000,0.000310,1.572755,3861.393800,16972.109915
350,6.514728,-1.000000,0.000311,1.936975,3924.019999,16701.240059
351,6.636558,-1.000000,0.000312,1.883258,3899.275252,16807.225898
352,6.435428,-1.000000,0.000313,1.578649,3954.838991,16571.091807
353,6.675681,-1.000000,0.000314,1.600521,3902.246033,16794.430553
354,6.492599,-1.000000,0.000315,1.543121,3903.377329,16789.563108
355,6.505317,-1.000000,0.000316,1.475883,3898.882467,16808.919108
356,6.476610,-1.000000,0.000316,1.451299,3882.194770,16881.172605
357,6.592431,-1.000000,0.000317,1.513147,3851.054759,17017.675443
358,6.381789,-1.000000,0.000318,1.613577,3877.238918,16902.749969
359,6.460870,-1.000000,0.000319,1.753380,3913.875838,16744.527091
360,6.519820,-1.000000,0.000320,1.886319,3867.995006,16943.144936
361,6.702026,-1.000000,0.000321,2.023009,3874.022334,16916.784249
362,6.461865,-1.000000,0.000322,1.772139,3904.118305,16786.376559
363,6.493267,-1.000000,0.000323,1.645453,3898.890557,16808.884230
364,6.490836,-1.000000,0.000323,1.466069,3858.343759,16985.526457
365,6.520957,-1.000000,0.000324,1.375293,3860.352954,16976.686013
366,6.427752,-1.000000,0.000325,1.409768,3874.535997,16914.541522
367,6.542010,-1.000000,0.000326,1.470508,3876.932413,16904.086277
368,6.404503,-1.000000,0.000327,1.598816,3855.951787,16996.063130
369,6.395245,-1.000000,0.000328,1.692783,3841.408197,17060.410308
370,6.466613,-1.000000,0.000329,1.778996,3835.124974,17088.360991
371,6.426212,-1.000000,0.000330,1.745710,3846.909291,17036.013860
372,6.456714,-1.000000,0.000331,1.610951,3836.612222,17081.736753
373,6.737475,-1.000000,0.000331,1.544961,3839.033577,17070.962961
374,6.623181,-1.000000,0.000332,1.464395,3850.881248,17018.442216
375,6.865282,-1.000000,0.000333,1.450467,3851.997791,17013.509237
376,6.609889,-1.000000,0.000334,1.731379,3865.830983,16952.629406
377,6.629075,-1.000000,0.000335,1.753114,3860.703553,16975.144323
378,6.716303,-1.000000,0.000336,1.658054,3843.274229,17052.126935
379,6.664589,-1.000000,0.000337,1.715886,3847.632711,17032.810801
380,6.663044,-1.000000,0.000338,1.695628,3927.272753,16687.407298
381,6.586055,-1.000000,0.000339,1.454862,3883.000726,16877.668748
382,6.587992,-1.000000,0.000339,1.361477,3862.001782,16969.438053
383,6.542823,-1.000000,0.000340,1.288484,3875.978884,16908.244849
384,6.685901,-1.000000,0.000341,1.391538,3850.261285,17021.182499
385,6.628630,-1.000000,0.000342,1.579121,3845.356076,17042.895041
386,6.579481,-1.000000,0.000343,1.729654,3851.762387,17014.549034
387,6.581425,-1.000000,0.000344,1.840241,3850.797016,17018.814476
388,6.724152,-1.000000,0.000345,1.820575,3848.813941,17027.583303
389,6.740833,-1.000000,0.000346,1.814131,3848.428293,17029.289624
390,6.661192,-1.000000,0.000347,1.653393,3848.247468,17030.089812
391,6.638554,-1.000000,0.000347,1.532852,3851.661161,17014.996195
392,6.469654,-1.000000,0.000348,1.413927,3849.549276,17024.330721
393,6.522943,-1.000000,0.000349,1.279251,3853.171734,17008.325744
394,6.547711,-1.000000,0.000350,1.395337,3848.078853,17030.836036
395,6.539165,-1.000000,0.000351,1.511321,3844.512935,17046.632723
396,6.562706,-1.000000,0.000352,1.699070,3873.224223,16920.270097
397,6.559167,-1.000000,0.000353,1.803092,3886.194322,16863.799020
