step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec, timer_data, timer_fwd, timer_loss, timer_bwd, timer_clip, timer_optim, timer_tok_emb, timer_pos_emb, timer_attn, timer_mlp, timer_ln_f, timer_lm_head
0,10.901490,10.899659,0.000003,1.280895,5036.176758,13013.046037,0.108384,1082.795486,43.166816,808.105347,73.614883,4.913344,2.285664,2.938656,658.175358,130.690880,3.028864,277.554913
1,10.892390,-1.000000,0.000007,2.291053,2059.305176,31824.326365,0.070656,1089.836456,41.439360,783.595413,71.456322,4.001664,2.306016,3.160736,664.604931,132.040063,2.917920,275.418083
2,10.881713,-1.000000,0.000010,2.366455,2033.298828,32231.366631,0.093888,1076.337326,42.561697,771.718506,70.996735,4.036384,2.635392,2.950048,655.266016,131.589504,2.919232,271.354534
3,10.861395,-1.000000,0.000014,2.283550,2049.841309,31971.255397,0.089472,1081.602798,40.912384,785.670807,70.062241,3.609952,2.491584,2.959232,656.742523,131.643585,2.930080,276.044605
4,10.843285,-1.000000,0.000017,2.286443,2058.628662,31834.784586,0.083200,1079.653915,42.689280,790.314110,73.412224,4.142784,2.303200,3.154624,655.413668,130.949886,2.921792,275.527706
5,10.803062,-1.000000,0.000021,2.328140,2031.718384,32256.438945,0.088512,1069.674194,42.027905,778.387260,69.648064,3.864384,2.299968,3.159904,648.766270,131.492384,2.926144,272.142151
6,10.771185,-1.000000,0.000024,2.299240,2008.926758,32622.393895,0.093824,1061.976517,41.462303,764.890785,70.200897,3.616000,2.436832,2.964448,645.468124,129.972095,2.922880,269.878460
7,10.727755,-1.000000,0.000028,2.269979,1986.078369,32997.690836,0.087232,1054.283096,40.843328,750.768059,69.421822,3.623104,2.295680,2.951104,642.537474,131.397664,2.922432,263.962109
8,10.692794,-1.000000,0.000031,2.245347,1990.571533,32923.207685,0.090720,1058.027496,40.523744,750.811775,69.775200,3.616992,2.300352,3.104000,640.915010,131.200320,2.929248,269.091743
9,10.633165,-1.000000,0.000034,2.287511,2018.138306,32473.492930,0.092000,1066.089066,42.101376,770.123589,69.595169,3.617792,2.298144,2.958496,648.998079,130.363521,2.926624,269.687969
10,10.585134,-1.000000,0.000038,2.290177,2042.168335,32091.379970,0.087840,1074.545639,41.882368,779.465134,73.378174,4.210560,2.307328,2.960448,653.451872,131.076385,3.300672,272.354851
11,10.564882,-1.000000,0.000041,2.198892,2053.507324,31914.178843,0.362400,1083.131821,41.771680,782.092735,72.785187,4.007168,2.448992,2.958880,657.947138,129.977697,2.923904,277.885952
12,10.477861,-1.000000,0.000045,2.346155,2029.723633,32288.139597,0.087872,1070.168137,41.291903,774.612289,71.258080,3.936992,2.303360,2.958176,650.122784,131.408288,2.924576,271.765953
13,10.404959,-1.000000,0.000048,2.401900,1991.967407,32900.136700,0.080960,1055.738831,40.800672,755.865921,69.006493,3.614880,2.299520,2.957408,641.182146,131.031903,2.931520,266.119614
14,10.354646,-1.000000,0.000052,2.446887,1980.809937,33085.456000,0.081600,1051.018738,39.959360,750.722488,68.851555,3.613472,2.296448,2.960704,639.195936,130.742496,2.918016,264.694942
15,10.330646,-1.000000,0.000055,2.383220,2014.578247,32530.878409,0.082080,1067.810593,40.224032,763.642265,70.686623,4.167232,2.308544,2.965376,648.182049,131.055167,2.919104,269.679905
16,10.271885,-1.000000,0.000059,2.423536,1997.274048,32812.722956,0.097504,1059.381348,39.982624,757.912041,68.666145,3.868416,2.311008,2.964768,645.488192,131.012703,2.925184,265.580830
17,10.210583,-1.000000,0.000062,2.501963,2001.227783,32747.896341,0.084800,1063.502426,40.538785,757.900055,68.835548,3.859904,2.301088,2.964320,648.638016,130.319680,2.919648,267.271484
18,10.153450,-1.000000,0.000066,2.562419,2040.366699,32119.716532,0.088480,1077.469040,41.929440,780.459457,69.014915,3.621280,2.640480,3.095552,652.284098,131.783520,2.922560,275.760700
19,10.125610,-1.000000,0.000069,2.560137,2027.477417,32323.911206,0.088288,1074.899231,41.023296,771.712448,69.753281,3.612096,2.308768,3.149600,654.029375,130.366431,2.930144,273.527679
20,10.073595,-1.000000,0.000072,2.571813,2022.474976,32403.861996,0.064832,1067.743393,41.950240,769.670532,72.521889,3.615552,2.302816,2.973152,650.459459,131.718143,3.206208,268.174919
21,10.018513,-1.000000,0.000076,2.626888,2004.742676,32690.479827,0.097312,1063.586624,42.161152,759.108101,69.726974,3.854048,2.304832,2.958656,648.236258,131.129472,3.224480,267.221508
22,9.994597,-1.000000,0.000079,2.601117,1983.076050,33047.648378,0.094240,1051.391754,40.754305,751.633133,68.948158,3.609344,2.299936,2.973152,639.899199,130.476608,2.927456,264.730244
23,9.970852,-1.000000,0.000083,2.551965,1983.603027,33038.868713,0.084096,1050.826965,40.127648,752.959770,69.129761,3.611040,2.296480,2.962208,639.259550,130.273536,2.924096,265.022980
24,9.905928,-1.000000,0.000086,2.613633,1986.498169,32990.717547,0.086336,1053.327438,40.131455,753.103279,69.294174,3.613984,2.304096,2.965280,640.411652,130.909633,2.928416,265.337215
25,9.837486,-1.000000,0.000090,2.732640,1998.468506,32793.111229,0.086880,1055.248199,39.851776,760.956078,70.737053,4.290656,2.293824,2.960832,641.241192,130.937472,2.928736,266.799263
26,9.811069,-1.000000,0.000093,2.615749,2050.678223,31958.207424,0.587072,1079.758163,43.706016,786.412704,69.719139,3.863872,2.591232,2.962240,653.562464,131.585440,2.937920,276.111526
