step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec, timer_data, timer_fwd, timer_loss, timer_bwd, timer_clip, timer_optim, timer_tok_emb, timer_pos_emb, timer_attn, timer_mlp, timer_ln_f, timer_lm_head
0,10.902612,10.900145,0.000003,1.300963,4943.108887,13258.053080,0.099456,1046.593399,41.178112,890.462204,37.723618,2.516224,2.342240,3.735552,630.006203,130.913537,3.138080,268.400387
1,10.898908,-1.000000,0.000007,2.303836,1990.788696,32919.616292,0.078784,1050.719620,40.272576,825.190407,37.286976,1.912992,2.327424,2.994368,632.503937,130.585152,2.935168,270.948318
2,10.885653,-1.000000,0.000010,2.370267,1987.101562,32980.699747,0.082272,1045.338120,41.384800,825.859070,37.092449,1.912544,2.312928,3.000224,627.805792,130.779936,2.937088,270.421722
3,10.865669,-1.000000,0.000014,2.310171,1986.447510,32991.558890,0.083808,1046.382751,40.009120,824.780922,37.305920,1.914560,2.325024,3.010592,628.095039,130.533505,2.933600,270.911522
4,10.842627,-1.000000,0.000017,2.299361,1992.012817,32899.386705,0.083488,1049.275604,40.024354,827.666451,37.304096,1.911168,2.329536,2.993952,630.579803,130.598751,3.083744,271.776638
5,10.810065,-1.000000,0.000021,2.335078,1986.924927,32983.631700,0.084992,1045.160706,40.251424,827.129860,36.927937,1.919840,2.327392,3.011168,628.718973,130.135520,2.944288,269.927326
6,10.772924,-1.000000,0.000024,2.316435,1986.866333,32984.604405,0.082176,1047.181702,40.449984,824.640732,36.925697,1.911136,2.330432,3.000096,630.692474,130.168126,3.444128,269.281441
7,10.738186,-1.000000,0.000028,2.286191,1991.354492,32910.262968,0.081952,1047.976517,40.497537,828.503914,36.926174,1.918720,2.325056,3.007904,631.071161,130.434623,2.941888,270.281857
8,10.689546,-1.000000,0.000031,2.263573,1989.048706,32948.413883,0.068384,1045.977936,40.869280,826.648582,37.293758,1.907168,2.324512,2.995808,630.079361,129.864417,2.936160,269.765408
9,10.637796,-1.000000,0.000034,2.305138,1991.824219,32902.501829,0.083872,1047.758270,40.691264,828.231903,36.708546,1.912352,2.320288,3.009280,629.627520,130.798335,2.938816,271.160130
10,10.590144,-1.000000,0.000038,2.289787,1986.681519,32987.672854,0.090688,1045.370544,40.471713,826.350594,36.718689,1.911776,2.324448,3.009312,627.901798,130.326848,2.938304,270.985947
11,10.568142,-1.000000,0.000041,2.214361,1989.801147,32935.954471,0.077536,1046.810242,40.707296,827.505913,37.301247,1.919072,2.324928,3.003904,629.486818,130.386976,2.934912,270.455585
12,10.477422,-1.000000,0.000045,2.351118,1988.503052,32957.455078,0.089248,1049.158325,40.029696,824.636833,37.099232,1.912096,2.328352,3.001856,630.085283,130.806560,2.939040,272.106945
13,10.407301,-1.000000,0.000048,2.413845,1984.943481,33016.557203,0.081824,1044.763245,40.813249,824.893631,36.925537,1.910560,2.324672,2.999680,629.800385,130.367872,2.936544,268.461216
14,10.349640,-1.000000,0.000052,2.464215,1992.045288,32898.850439,0.080928,1047.206467,40.237280,829.334633,37.680607,2.023232,2.319168,3.020512,629.182783,130.569504,3.307296,270.559708
15,10.336994,-1.000000,0.000055,2.387873,1990.409424,32925.889124,0.095520,1046.138763,40.482208,829.105156,36.541794,1.911584,2.332992,3.004320,629.093597,131.029345,2.948192,269.753597
16,10.277050,-1.000000,0.000059,2.430757,1986.633789,32988.465393,0.082304,1045.979431,40.469313,825.777863,36.929409,1.918944,2.325952,3.002752,630.219011,129.936384,2.937632,269.708572
17,10.210241,-1.000000,0.000062,2.509588,1986.307861,32993.878379,0.080576,1044.536865,40.664096,826.234177,37.175583,1.907552,2.325120,3.004160,628.386497,130.579841,3.299008,269.035038
18,10.145179,-1.000000,0.000066,2.566059,1989.703247,32937.575036,0.091232,1047.237122,39.980448,827.483200,37.279392,1.913440,2.316672,2.993408,629.935843,130.157729,2.938432,270.689377
19,10.122661,-1.000000,0.000069,2.563782,1987.701904,32970.738650,0.082720,1046.760101,39.945728,826.050560,37.488354,1.908960,2.323200,3.005024,630.018974,130.263105,3.072672,270.192959
20,10.074312,-1.000000,0.000072,2.573992,1988.557251,32956.556804,0.071136,1047.333511,41.923904,824.754173,36.717823,1.910400,2.323584,3.000224,629.636766,130.650400,2.943424,269.713028
21,10.017513,-1.000000,0.000076,2.628167,1988.578003,32956.212884,0.083520,1046.472183,40.401184,827.222115,36.886017,1.911488,2.329248,2.991104,629.983009,131.068864,2.940800,269.248989
22,9.995806,-1.000000,0.000079,2.597953,1986.072021,32997.796299,0.080832,1045.979721,40.754112,824.634590,37.094784,1.910336,2.318528,3.006208,629.459583,130.874624,2.949632,269.474659
23,9.972425,-1.000000,0.000083,2.550413,1988.115723,32963.875922,0.082624,1049.654846,40.894752,823.522308,36.543201,1.915904,2.321120,3.004832,632.427748,130.694241,2.943808,270.331520
24,9.906105,-1.000000,0.000086,2.612549,1986.596924,32989.077560,0.088032,1046.521896,39.872096,826.216446,36.542305,1.907936,2.322464,2.995808,629.269728,130.285855,2.950432,270.814045
25,9.835987,-1.000000,0.000090,2.733202,1988.987427,32949.429000,0.079680,1046.947968,40.390784,827.401337,36.723583,1.916288,2.314912,3.006848,631.332993,129.523008,2.934048,269.826302
26,9.801764,-1.000000,0.000093,2.610771,1990.155518,32930.089845,0.084768,1047.917221,40.341343,827.123932,36.895454,1.912384,2.325312,2.999936,631.164865,130.751841,2.940064,269.848133
27,9.757932,-1.000000,0.000097,2.702886,1986.916260,32983.775576,0.079456,1046.545135,40.101887,825.501785,37.192448,1.910304,2.329504,3.003872,630.087751,129.986912,3.359232,269.881531
28,9.695158,-1.000000,0.000100,2.704658,1990.927612,32917.319341,0.086912,1047.663055,41.135968,827.050400,37.350273,1.912032,2.318016,2.990240,630.329250,131.122240,2.942336,270.056168
29,9.660168,-1.000000,0.000103,2.648624,1990.220215,32929.019367,0.086400,1047.379318,40.899968,826.735039,37.476543,1.912896,2.328416,3.001408,629.840004,130.803168,2.935680,270.531006
30,9.589805,-1.000000,0.000107,2.749614,1991.259277,32911.836618,0.082176,1047.779922,40.687873,828.538040,36.715233,1.915264,2.321536,3.006848,630.242847,130.807360,2.937888,269.859386
31,9.602718,-1.000000,0.000110,2.602927,1990.914551,32917.535298,0.080096,1051.116669,40.868800,824.625725,36.541824,1.908320,2.811360,3.005824,631.975779,132.143072,2.943040,270.184891
32,9.528549,-1.000000,0.000114,2.643729,1988.092651,32964.258459,0.079424,1045.727539,41.548448,826.176506,37.097248,1.911872,2.328896,3.007680,628.813410,130.905537,2.946720,269.353916
33,9.450563,-1.000000,0.000117,2.663616,1996.160034,32831.035026,0.077568,1049.084854,40.791424,831.032425,37.087521,1.913632,2.331264,3.008384,629.812544,131.401729,2.978560,271.650593
34,9.429110,-1.000000,0.000121,2.667325,1999.298462,32779.498033,0.090016,1050.316742,40.766752,833.411163,37.091423,1.901440,2.329024,3.014720,630.591841,130.983872,2.953120,272.520191
35,9.382903,-1.000000,0.000124,2.649607,1994.495850,32858.428867,0.091360,1049.725067,40.932544,827.912552,37.878754,1.915520,2.335136,3.015680,630.378113,130.401056,2.951456,272.466660
36,9.333818,-1.000000,0.000128,2.614598,1996.929932,32818.377331,0.081120,1049.801193,39.804544,831.479866,37.710400,2.051456,2.335200,3.032096,630.341028,130.853535,2.955904,272.165180
37,9.269257,-1.000000,0.000131,2.641944,1993.196167,32879.854520,0.078816,1049.394379,39.793792,829.787178,36.689953,1.908608,2.335744,3.025280,630.648067,130.697216,2.954976,271.812832
38,9.185415,-1.000000,0.000134,2.651478,1997.616333,32807.100601,0.073472,1048.422195,40.851520,833.498436,37.023457,1.908256,2.321376,3.641696,629.658176,130.846175,2.954560,270.883263
39,9.118999,-1.000000,0.000138,2.677503,1994.055664,32865.682328,0.079168,1050.258423,40.477312,828.641281,36.903553,1.914304,2.328512,3.014304,631.152992,131.868352,2.956544,270.947876
40,9.100284,-1.000000,0.000141,2.661184,1991.819580,32902.578454,0.072768,1048.236664,40.349280,827.839233,37.086689,1.918784,2.341856,3.015840,629.943586,129.560736,2.948800,272.045124
41,9.072115,-1.000000,0.000145,2.626756,1991.366089,32910.071316,0.079232,1046.562439,40.885921,829.281281,36.872608,1.914560,2.340512,3.016064,629.294271,130.502304,2.947744,270.551746
42,8.973934,-1.000000,0.000148,2.686210,1995.729126,32838.123745,0.078464,1049.988876,41.059040,829.205498,37.337090,1.910848,2.626176,3.144448,632.171646,130.848608,2.952160,270.052479
43,8.946027,-1.000000,0.000152,2.629752,1993.602417,32873.154367,0.076544,1050.231171,39.801152,828.552353,37.496353,1.914304,2.337056,3.025120,629.698654,131.384447,2.959808,272.697952
44,8.898298,-1.000000,0.000155,2.583370,1999.116333,32782.484400,0.067808,1050.788025,40.250560,833.048637,37.343521,1.937984,2.333504,3.006208,631.858244,130.040160,2.960032,272.361343
45,8.800592,-1.000000,0.000159,2.628553,1996.029419,32833.183408,0.073024,1050.007126,40.255937,830.144669,37.325504,1.915456,2.335136,3.361440,630.493473,130.812895,2.953344,271.107838
46,8.866496,-1.000000,0.000162,2.558823,1991.803833,32902.838580,0.077664,1047.641205,40.143456,829.806679,36.866978,1.914944,2.325888,3.022592,630.762398,130.324033,3.092384,270.192223
47,8.776542,-1.000000,0.000166,2.536400,1995.904541,32835.237685,0.081216,1051.662476,41.145632,828.641914,36.692032,1.910944,2.338560,3.012896,631.238911,131.168480,3.105344,272.870720
48,8.663133,-1.000000,0.000169,2.565650,1993.064331,32882.029435,0.087488,1049.686172,40.179104,828.936188,36.859650,1.920256,2.325152,3.007712,630.486750,130.262400,2.961728,272.268356
49,8.770058,-1.000000,0.000172,2.465617,1992.479248,32891.685102,0.077408,1047.418930,40.487009,830.041405,36.694527,1.915840,3.055008,3.006880,628.979900,129.959232,2.952192,271.424164
50,8.532609,-1.000000,0.000176,2.559844,1996.062988,32832.631227,0.070080,1053.284988,40.658368,826.324997,36.918530,1.912832,2.332672,3.008896,633.733763,131.777472,2.967168,271.395100
51,8.442477,-1.000000,0.000179,2.586533,1993.632446,32872.659212,0.072000,1047.339432,40.726848,829.973564,37.079166,2.615072,2.338720,3.034976,629.655649,130.500672,2.948512,270.607552
52,8.457604,-1.000000,0.000183,2.432366,1994.136597,32864.348465,0.079488,1048.050995,40.738144,830.738609,37.082783,1.912448,2.328128,3.003552,630.235359,130.259328,2.957664,271.337093
53,8.438884,-1.000000,0.000186,2.468577,1989.576538,32939.672712,0.090400,1049.460678,39.999008,825.518173,37.094048,1.913504,2.344096,3.010944,630.336159,130.526689,2.961056,272.343582
54,8.349113,-1.000000,0.000190,2.435419,1993.789673,32870.066935,0.060544,1049.009415,39.766785,828.958725,37.079231,1.916864,2.327584,3.007808,629.179941,131.041952,2.949472,272.601887
