step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec, timer_data, timer_fwd, timer_loss, timer_bwd, timer_clip, timer_optim, timer_tok_emb, timer_pos_emb, timer_attn, timer_mlp, timer_ln_f, timer_lm_head
49,8.768541,-1.000000,0.000172,2.484679,1991.131226,32913.953213,0.135008,1055.040512,41.081151,755.327629,69.566879,3.612128,2.305952,2.981952,641.664225,130.863072,2.936704,266.139935
50,8.522130,-1.000000,0.000176,2.573198,1989.853271,32935.091717,0.132224,1053.248428,40.842528,754.282715,70.985085,3.614752,2.306848,2.985696,640.035841,131.013280,2.936000,265.704708
51,8.427015,-1.000000,0.000179,2.596350,1990.587891,32922.937143,0.129280,1053.680420,40.822528,755.625862,70.000450,3.838368,2.307936,2.978336,639.402977,130.636480,2.937408,267.147739
52,8.438803,-1.000000,0.000183,2.455419,1989.432861,32942.051614,0.130304,1054.042114,39.983872,754.895233,70.332703,3.614816,2.305856,2.991776,639.585121,131.483616,2.936288,266.657696
53,8.423280,-1.000000,0.000186,2.498150,1990.928467,32917.305214,0.128832,1053.586075,40.343296,756.612152,69.995613,3.615936,2.309504,2.972960,639.667809,130.572479,2.935264,266.901478
54,8.326033,-1.000000,0.000190,2.463037,1992.040649,32898.927047,0.134816,1055.773666,39.993184,755.423706,69.403038,4.449664,2.310656,2.982464,640.270592,131.129760,3.088064,267.090816
55,8.304487,-1.000000,0.000193,2.412475,1987.786865,32969.329432,0.146272,1052.459549,40.711904,755.037811,69.751198,3.609152,2.304608,2.974496,639.074366,130.188544,2.932608,266.869152
56,8.239669,-1.000000,0.000197,2.398539,1995.186768,32847.050244,0.130912,1056.744003,39.771552,758.567581,69.735809,3.626816,2.315392,2.971840,641.385149,130.475264,2.933600,268.209633
57,8.219831,-1.000000,0.000200,2.399562,1992.551514,32890.492191,0.136896,1056.305984,39.764001,755.795540,69.569565,4.308160,3.042816,2.976512,641.203678,130.684256,2.931840,267.340927
58,8.140334,-1.000000,0.000203,2.404448,1990.796631,32919.485087,0.292416,1054.198929,39.998272,753.668060,70.151299,4.588640,2.452608,2.975904,639.733471,131.026560,2.933856,266.587715
59,8.192163,-1.000000,0.000207,2.282844,1987.763184,32969.722219,0.137696,1053.251572,40.493985,753.412422,69.563393,4.305888,2.323264,2.988000,639.614202,130.756929,2.936160,266.354462
60,8.023424,-1.000000,0.000210,2.320101,1986.847778,32984.912440,0.135200,1052.636887,39.770112,753.772346,69.567619,3.612576,2.315552,2.982496,639.110081,130.783743,2.930688,266.348740
61,7.952748,-1.000000,0.000214,2.306705,1986.203247,32995.616182,0.135168,1051.025040,40.497856,754.952988,69.224930,3.866624,2.313952,2.981408,638.267067,130.349888,2.934464,265.789215
62,7.930503,-1.000000,0.000217,2.260206,1986.926147,32983.611436,0.134080,1053.152985,40.002240,754.501251,69.223427,3.620128,2.311392,2.978432,640.148029,130.929120,2.937120,265.690495
63,7.984903,-1.000000,0.000221,2.133510,1986.804810,32985.625807,0.135968,1052.193634,39.769441,754.851486,69.221886,3.605248,2.317696,2.985696,638.796249,132.023167,2.930336,264.999641
64,7.858282,-1.000000,0.000224,2.180340,1991.300659,32911.152667,0.129856,1054.128357,40.720768,756.243973,69.586433,3.601120,2.307296,2.977152,639.626623,130.506336,2.931392,267.211239
65,7.863378,-1.000000,0.000228,2.090354,1991.229126,32912.334972,0.134592,1055.201401,40.224640,755.024506,69.576958,3.602688,2.309024,2.979968,639.408257,131.815393,2.942528,267.440224
66,7.761940,-1.000000,0.000231,2.078575,1989.549683,32940.117340,0.130176,1053.248093,40.565280,754.790878,70.918114,3.604672,2.311264,2.973024,639.414045,130.595359,2.930080,266.789379
67,7.723387,-1.000000,0.000234,2.064656,1989.930908,32933.806762,0.133888,1053.170883,40.823616,756.042053,69.557793,3.612544,2.308768,2.975296,639.586592,130.884576,2.934976,266.078819
68,7.720381,-1.000000,0.000238,1.952192,2008.773682,32624.879845,0.131936,1053.350800,42.461121,763.178780,76.573471,3.619872,2.305536,2.971712,638.927717,130.894911,2.931936,266.703712
69,7.660696,-1.000000,0.000241,1.924533,2064.604248,31742.645140,1.061568,1087.192719,41.601760,790.275002,71.682304,4.039840,2.447904,3.363904,655.365025,133.419328,3.422176,279.528988
70,7.633606,-1.000000,0.000245,1.843783,2058.082275,31843.236193,0.151200,1076.813034,41.646433,792.429733,73.990013,3.939360,2.581984,3.292640,656.023390,131.355361,2.936608,272.042046
71,7.576155,-1.000000,0.000248,1.857518,2044.804565,32050.006689,0.257600,1082.722366,40.548192,779.861343,71.461632,3.611584,2.300128,3.110752,653.260515,132.534207,2.928864,278.269543
72,7.497108,-1.000000,0.000252,1.781322,1997.088135,32815.777561,0.135296,1053.792877,41.828128,759.957413,70.346367,3.600672,2.310784,2.985504,640.811747,129.706656,2.932480,266.709118
73,7.523102,-1.000000,0.000255,1.752631,2032.296265,32247.266868,0.144608,1074.400131,41.856736,771.870552,72.949471,3.606496,2.315456,2.984000,654.014750,130.580576,3.400416,272.038719
74,7.514139,-1.000000,0.000259,1.683299,2029.714355,32288.287179,0.430464,1070.329712,41.292416,773.771301,72.563332,3.608288,2.314720,2.980384,646.904352,131.945569,2.929344,274.269215
75,7.475599,-1.000000,0.000262,1.637636,2059.365479,31823.394479,0.382336,1081.424637,42.186464,790.120255,73.248093,3.604480,2.446784,3.176544,652.650820,133.560416,3.219072,276.903938
76,7.386796,-1.000000,0.000266,1.628971,2043.143066,32076.069991,0.134368,1070.063660,43.454144,788.566025,70.170013,3.605824,2.653024,3.209664,646.522177,131.015808,2.939584,274.199615
77,7.422003,-1.000000,0.000269,1.482627,2045.048584,32046.182430,0.135488,1078.486374,41.244448,780.644608,72.773247,3.799488,2.322752,3.110752,656.576481,131.227072,2.936064,273.210239
78,7.379912,-1.000000,0.000272,1.421440,2052.477539,31930.191075,0.264128,1086.795364,41.694976,779.929672,72.145187,3.875456,2.320672,3.124352,659.944958,132.820992,2.938304,275.717472
79,7.422234,-1.000000,0.000276,1.326534,2064.111328,31750.225439,0.142592,1084.700836,41.817568,792.922279,72.622978,4.243360,2.312192,3.449376,657.378977,131.704991,3.070912,277.373856
80,7.411023,-1.000000,0.000279,1.286341,2059.962646,31814.169112,0.143712,1092.251389,42.739296,784.544510,69.973412,3.616576,2.603968,2.994112,661.809856,130.515360,2.944416,281.213505
81,7.351011,-1.000000,0.000283,1.305509,1987.924438,32967.047807,0.148992,1054.993591,40.356320,752.320068,70.177055,3.607392,2.451424,3.000736,639.400509,130.999904,3.064928,267.208286
82,7.342922,-1.000000,0.000286,1.279116,2003.870239,32704.712469,0.136864,1056.587967,41.068160,761.728958,73.210014,4.196768,2.309920,2.977760,640.421629,131.609151,2.938848,267.723488
83,7.284354,-1.000000,0.000290,1.415970,2029.575562,32290.495236,0.136256,1073.911636,41.354464,774.190300,70.168930,3.602176,2.310528,2.977440,649.616510,131.420352,2.935328,275.878052
84,7.327293,-1.000000,0.000293,1.401089,1998.368652,32794.749819,0.141376,1055.306244,40.588512,757.637093,73.299263,3.863616,2.307616,2.974496,640.382366,130.650465,2.929120,267.960835
85,7.195285,-1.000000,0.000297,1.227709,2028.119995,32313.669880,0.588032,1071.641769,42.741056,771.974052,70.503647,3.605536,2.311296,2.984160,648.080925,133.016288,2.944096,272.983616
86,7.372950,-1.000000,0.000300,0.999719,2023.421265,32388.707752,0.141536,1071.994232,41.924032,769.423241,69.533569,3.597248,2.308864,2.976000,651.321091,130.413440,2.942912,272.428253
87,7.136706,-1.000000,0.000303,1.128798,1994.530029,32857.865782,0.596928,1053.504486,40.939936,758.750877,70.348579,3.608128,2.305984,2.982976,638.646973,131.694592,2.932480,266.189987
88,7.174221,-1.000000,0.000307,1.324816,2009.960083,32605.622646,0.413248,1061.847168,40.994208,765.754585,70.339134,3.599968,2.439680,2.977568,638.910692,132.805408,2.940352,272.612251
89,7.352675,-1.000000,0.000310,1.459400,1989.386108,32942.825791,0.133760,1053.107132,40.828064,754.882530,70.505791,3.611104,2.309504,2.977248,639.318233,130.678529,2.933472,266.630245
90,7.069985,-1.000000,0.000314,1.519712,1988.891235,32951.022577,0.139456,1053.330368,40.249888,754.874077,70.351105,3.610528,2.311296,2.979872,638.821152,131.183617,2.934912,266.563618
91,7.196642,-1.000000,0.000317,1.388123,1990.378418,32926.402039,0.138048,1054.796173,40.600224,753.839653,71.112030,3.605248,2.307776,2.981472,641.183580,131.195487,2.936448,266.044987
92,7.174615,-1.000000,0.000321,1.307088,1996.483032,32825.723506,0.129152,1056.705566,41.079136,758.039474,70.339134,3.609280,2.308800,3.115264,642.697636,130.045888,2.932224,267.493824
93,7.102485,-1.000000,0.000324,1.387598,1989.452271,32941.730230,0.136384,1052.705795,40.864928,755.040924,70.524284,3.605728,2.312288,2.983040,639.052900,130.864832,2.933344,266.432571
94,7.009900,-1.000000,0.000328,1.629844,2056.041992,31874.835363,0.349536,1080.891098,41.921408,786.840103,73.782402,3.939328,2.315712,2.980736,655.102213,132.742367,3.141664,275.231262
95,7.148699,-1.000000,0.000331,1.743367,2026.655762,32337.016102,0.593024,1071.696228,42.832704,770.918900,70.168289,3.602752,2.307776,2.982656,651.290684,130.738433,2.941984,272.443584
96,7.114792,-1.000000,0.000334,1.742334,2098.462646,31230.482044,0.979552,1102.166229,39.933537,807.849960,73.759712,3.606624,2.594880,2.979968,667.244768,133.041053,3.295968,281.266979
97,7.035084,-1.000000,0.000338,1.805245,1989.386475,32942.819727,0.139168,1052.476410,40.600512,755.820740,69.991425,3.847008,2.311360,2.985952,639.463045,130.398367,2.935776,266.257473
98,7.038257,-1.000000,0.000341,1.765579,1998.081543,32799.462179,0.131008,1053.334076,40.016288,756.647812,75.443970,3.848672,2.308832,2.978624,638.773760,130.755616,2.944864,266.720001
99,7.114432,-1.000000,0.000345,1.599979,2011.651978,32578.199774,0.138496,1065.863602,40.146944,764.986015,70.150558,3.608576,2.311776,2.984256,648.067646,131.935744,2.938400,269.097473
100,7.148677,7.049306,0.000348,1.405121,4834.379395,13556.238485,0.131360,1074.704742,42.621312,773.166153,69.571587,3.602016,2.309440,3.118240,650.262016,132.845120,3.325344,273.010338
101,7.150764,-1.000000,0.000352,1.431564,1987.144165,32979.992671,0.131232,1052.867096,40.229600,754.385185,69.222977,3.868416,2.300160,2.977248,639.200638,130.901441,2.938112,266.444824
102,7.212439,-1.000000,0.000355,1.458704,2014.320801,32535.036115,0.140864,1069.579590,39.799808,763.685059,69.400452,3.863744,2.305600,2.987264,650.121216,131.004000,3.220096,271.138020
103,7.209400,-1.000000,0.000359,1.565001,1995.219727,32846.507644,0.140128,1056.479202,40.851521,758.121567,69.582878,3.614784,2.319072,3.002016,639.849245,131.592255,2.937856,268.336670
104,7.056366,-1.000000,0.000362,1.722003,2027.353394,32325.888623,0.617952,1067.376480,40.290080,773.873924,73.851776,3.602848,2.307200,2.982144,646.646019,130.888351,2.938656,272.708511
105,7.055775,-1.000000,0.000366,1.711676,2049.587402,31975.216048,0.600288,1079.928375,41.329919,784.096558,71.547905,3.909152,2.750720,3.494720,652.739101,131.014496,3.246944,277.317860
106,6.961552,-1.000000,0.000369,1.607894,2018.418457,32468.985691,0.133728,1062.629974,40.015072,773.632736,71.568893,3.603232,2.502176,2.980064,643.663235,129.773088,2.937088,271.996193
107,6.938492,-1.000000,0.000372,1.477590,2040.006714,32125.384468,0.602240,1075.528687,40.515808,781.072227,70.671516,3.606464,2.311904,2.979680,650.101633,131.986209,2.935488,276.454819
108,7.056257,-1.000000,0.000376,1.434057,2035.882568,32190.461777,0.141280,1074.306656,41.555840,776.196899,72.999199,3.605248,2.316160,2.985184,649.825794,131.309728,3.585600,274.819263
109,7.012679,-1.000000,0.000379,1.368017,2072.897461,31615.649705,0.356320,1090.996033,42.517792,795.946655,71.461571,4.080896,2.519392,3.129408,660.045664,131.811359,3.132320,279.259365
110,7.214951,-1.000000,0.000383,1.377408,2019.278931,32455.149710,0.629984,1063.858078,40.003936,772.760849,71.587715,3.617952,2.307872,2.973024,645.168833,130.453983,3.133280,271.493538
111,7.033933,-1.000000,0.000386,1.440512,2038.722046,32145.627763,0.143264,1073.844452,43.316672,777.975487,72.382782,3.610336,2.317280,2.994592,647.569498,134.551521,2.938752,274.604801
112,6.998717,-1.000000,0.000390,1.513828,2022.661987,32400.865993,0.135072,1067.253815,40.014369,772.220421,71.997406,4.059008,2.300832,3.000512,646.935549,131.131713,3.083392,272.356735
113,6.832137,-1.000000,0.000393,1.602469,2043.354370,32072.752998,0.595424,1076.671234,42.249280,778.168419,73.452927,4.097824,2.318784,3.710112,649.773054,131.553599,2.941824,277.258495
114,6.790815,-1.000000,0.000397,1.676047,2054.188965,31903.588775,2.244544,1078.340851,42.008864,787.150566,72.536705,3.847328,2.522752,3.120832,654.148893,130.911456,2.936960,275.819454
115,6.920447,-1.000000,0.000400,1.716010,2058.471191,31837.219910,0.145248,1086.276855,41.878976,788.183907,70.548477,3.948448,2.313760,3.182336,659.282822,131.346592,3.228704,278.172287
116,6.870244,-1.000000,0.000403,1.786108,2033.322510,32230.991240,0.143968,1076.995773,40.479584,775.283173,70.336510,3.600576,2.307200,2.978016,652.442400,131.920640,3.080192,275.857502
117,7.003241,-1.000000,0.000407,1.746688,2008.714600,32625.839436,0.135584,1067.569153,40.315361,760.381386,70.343262,3.598976,2.306592,2.974784,646.952480,131.649984,2.930432,272.322624
118,6.740796,-1.000000,0.000410,1.729393,1994.278198,32862.014968,0.135072,1054.893250,41.184064,757.588135,70.562210,3.608544,2.292320,2.977184,641.149216,130.840416,2.933152,266.555038
119,6.748013,-1.000000,0.000414,1.659295,1987.236206,32978.465167,0.130944,1052.302124,40.772512,753.606285,70.334915,3.606624,2.303648,2.994144,639.290977,130.970624,2.932448,265.448544
120,6.902380,-1.000000,0.000417,1.589688,2020.857910,32429.791165,0.354400,1067.265472,40.744961,771.697250,70.352768,3.603552,2.315968,2.978592,646.664677,131.236897,2.936352,272.306236
121,6.886766,-1.000000,0.000421,1.473880,2056.549072,31866.976035,0.146016,1083.463440,41.586112,790.564011,70.360962,3.598912,2.738752,2.973344,655.379301,132.763359,3.524896,276.721661
122,6.787316,-1.000000,0.000424,1.414987,2000.386841,32761.663226,0.130080,1054.297714,39.779008,762.422531,72.492516,3.606432,2.311456,2.976544,638.388708,131.514112,2.936640,267.930592
123,6.785094,-1.000000,0.000428,1.280029,2021.809448,32414.528509,0.338976,1065.220306,41.217280,767.274910,75.598274,3.605280,2.591232,2.979136,645.246372,131.008416,2.936512,271.136997
124,6.801140,-1.000000,0.000431,1.324343,2053.844238,31908.943618,0.144608,1083.340652,42.798017,786.600250,69.994431,4.141600,2.317216,2.979648,657.494432,130.789055,2.938688,276.810848
125,6.918256,-1.000000,0.000434,1.582276,1994.585205,32856.956842,0.133216,1056.433670,40.141664,758.466362,69.222595,3.839456,2.276320,2.977920,640.409220,131.017248,2.932160,268.564281
126,6.933519,-1.000000,0.000438,1.406669,1999.147339,32781.975958,0.135200,1059.083969,40.348193,759.337273,69.993858,3.599168,2.301600,3.713856,641.874979,130.975903,2.936928,268.875965
127,6.767626,-1.000000,0.000441,1.446204,1988.488037,32957.703932,0.132064,1053.053513,40.600320,755.325768,69.411583,3.616608,2.302816,2.971584,639.776510,130.846047,2.934624,265.968575
128,6.808104,-1.000000,0.000445,1.562594,1991.846313,32902.136855,0.133920,1053.561020,40.011231,754.815773,71.959137,4.504832,2.308064,2.978976,639.111364,131.221248,2.928448,266.892323
129,6.848737,-1.000000,0.000448,1.514956,1996.764893,32821.089876,0.139936,1055.358887,40.681472,760.016609,69.398720,3.601824,2.335936,2.979936,640.738495,130.900449,2.929824,267.193947
130,6.909615,-1.000000,0.000452,1.437258,1987.981445,32966.102453,0.131456,1053.175079,39.778944,755.630013,69.573471,3.612800,2.306336,2.975520,638.388868,131.352160,2.932096,266.977089
131,6.937377,-1.000000,0.000455,1.505831,1989.737671,32937.005193,0.135584,1053.779999,40.856032,755.222496,69.562271,3.614720,2.302752,2.974720,640.764196,130.294976,2.937248,266.337112
132,6.920627,-1.000000,0.000459,1.480244,2018.771240,32463.311689,0.576704,1063.230774,40.828000,768.744087,73.453506,3.960672,2.309088,2.976160,644.186174,131.497248,2.938400,270.895519
133,6.996329,-1.000000,0.000462,1.506391,2050.780518,31956.613318,0.135904,1083.516739,41.605057,782.468925,71.164963,3.600192,2.314880,3.405664,658.112673,130.916990,3.134016,276.642143
134,6.838637,-1.000000,0.000466,1.554824,2037.488525,32165.089120,0.145344,1071.855148,42.003489,778.494446,72.920128,3.931136,2.307456,2.983872,650.462912,130.827648,3.333440,273.501953
135,6.915503,-1.000000,0.000469,1.686405,2043.426758,32071.616832,0.142528,1072.114395,42.424320,785.534721,69.673119,3.598336,2.313632,2.978208,649.346624,131.466559,2.937216,274.701473
136,6.862248,-1.000000,0.000472,1.709468,1991.754883,32903.647214,0.129440,1054.496246,39.818720,756.804199,70.208191,3.615040,3.045536,2.969152,638.310211,131.338719,2.933632,266.880646
137,6.928350,-1.000000,0.000476,1.598688,1989.289307,32944.428838,0.129696,1053.341385,40.062112,754.886497,70.172546,3.605600,2.304320,2.978976,638.374973,131.722976,2.936448,266.615425
138,6.741605,-1.000000,0.000479,1.567618,2000.353271,32762.213022,0.149248,1058.545807,40.755679,760.521507,70.343422,3.611424,2.301728,2.976480,641.848738,130.502048,2.938688,269.108997
139,6.775317,-1.000000,0.000483,1.496319,1990.718506,32920.776999,0.131328,1052.755508,41.774368,755.748222,70.154686,3.608096,2.305696,2.979264,639.237282,131.035712,2.936992,266.111042
140,6.758395,-1.000000,0.000486,1.424296,2017.717285,32480.268907,0.587360,1065.670212,41.480256,769.573387,69.987297,3.599040,2.680288,2.985760,646.773727,131.679424,2.943904,270.036034
141,6.724768,-1.000000,0.000490,1.370373,2046.278442,32026.921968,0.151872,1074.177948,41.504544,785.995590,71.924866,3.606560,2.307648,2.973312,651.345602,131.314466,3.517088,273.771969
142,6.726361,-1.000000,0.000493,1.323625,2046.033447,32030.756920,0.339840,1078.995605,41.316224,778.460869,73.967651,4.066496,2.454240,3.486400,653.592762,131.633952,3.154240,275.008064
