step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec, timer_data, timer_fwd, timer_loss, timer_bwd, timer_clip, timer_optim, timer_tok_emb, timer_pos_emb, timer_attn, timer_mlp, timer_ln_f, timer_lm_head
0,10.884071,10.885664,0.000001,1.629777,5091.748535,12871.020544,0.480864,1110.911102,42.511904,772.306618,67.604416,4.934304,3.366688,3.071968,672.141638,148.711297,2.877824,274.091652
1,10.879219,-1.000000,0.000003,2.650012,2054.307373,31901.749884,0.843552,1098.681778,41.194400,767.166206,70.905731,4.096064,2.491200,2.938048,664.533663,146.659809,2.886304,272.849342
2,10.868534,-1.000000,0.000004,2.742453,2024.414185,32372.821975,0.588288,1083.810577,41.373088,757.318558,69.480736,4.082592,2.282976,3.218080,657.136511,143.472768,2.903584,268.910717
3,10.868505,-1.000000,0.000005,2.639188,1981.668945,33071.114202,0.128000,1057.742096,39.938272,744.846687,68.267937,3.888384,2.660032,2.967456,638.415936,144.645537,2.889696,261.420612
4,10.860502,-1.000000,0.000007,2.642738,2040.611206,32115.867935,0.137248,1094.543640,41.944351,759.763428,71.571106,3.935424,2.293952,2.954528,664.199102,145.004544,3.354880,270.401794
5,10.839018,-1.000000,0.000008,2.692684,2063.583252,31758.350402,0.914048,1100.986465,40.659456,772.127769,73.810051,4.046240,2.289824,2.947840,669.038525,145.009472,3.036160,273.568161
6,10.819031,-1.000000,0.000009,2.655426,2074.589844,31589.858688,0.854368,1106.834503,41.227328,782.527328,69.595940,4.097152,2.868288,3.684736,667.731327,150.660352,3.020928,272.332546
7,10.796021,-1.000000,0.000010,2.626584,2035.165649,32201.801371,0.887328,1097.511826,41.032192,755.982330,68.100349,3.617120,2.287776,2.951712,663.718943,145.753183,2.900352,274.476711
8,10.780733,-1.000000,0.000012,2.587743,2034.228516,32216.636183,0.456224,1095.637970,41.835712,757.080910,68.093597,3.632704,2.288160,2.968096,662.048798,145.838208,2.893824,274.022530
9,10.745035,-1.000000,0.000013,2.631197,2034.655273,32209.878919,0.679872,1095.864899,41.822848,756.108604,68.371681,4.183904,2.282976,2.944864,661.979713,146.696321,2.897856,273.354691
10,10.719881,-1.000000,0.000014,2.625404,2032.631836,32241.943101,0.877280,1096.931763,40.333056,754.022278,68.906052,4.128064,2.302912,2.955264,661.507004,147.251328,2.903008,274.534973
11,10.714834,-1.000000,0.000016,2.483094,2035.676514,32193.720151,0.928832,1097.921738,41.574816,755.067642,68.374176,3.626976,2.295136,2.965824,662.844387,146.985632,2.912448,275.248829
12,10.653705,-1.000000,0.000017,2.645957,2033.810547,32223.257029,0.782400,1092.714233,41.137184,758.491814,68.678429,4.276384,2.293440,2.956512,658.734690,146.480449,3.112544,274.176575
13,10.609971,-1.000000,0.000018,2.681483,2037.745972,32161.025423,0.494400,1097.688110,41.347808,756.841347,68.609055,3.640864,3.088288,2.959936,661.343712,147.038527,2.905696,275.000866
14,10.573857,-1.000000,0.000020,2.689283,2033.659912,32225.643830,0.134368,1094.865036,40.602016,758.436798,68.372253,3.633504,2.288960,2.977856,661.129953,147.022527,2.907296,273.087971
15,10.557407,-1.000000,0.000021,2.581866,2035.985474,32188.834768,1.237664,1094.517670,40.887840,759.546600,68.379356,3.630336,2.300768,2.974496,656.240253,149.636449,3.263264,274.258396
16,10.519831,-1.000000,0.000022,2.587531,2047.369019,32009.862124,0.127200,1100.677643,40.843872,760.642685,70.651390,4.042688,2.294080,2.957568,663.876989,146.749729,2.906976,276.439453
17,10.475335,-1.000000,0.000024,2.642507,2061.034424,31797.625135,0.652736,1105.380234,40.877888,773.049240,68.591492,3.625696,2.535552,3.355168,667.819010,146.074272,2.907488,275.655418
18,10.428610,-1.000000,0.000025,2.668899,2072.111816,31627.636830,0.130752,1125.547379,42.572768,763.314468,69.350403,3.920864,2.472832,4.351296,677.100445,154.741696,3.215008,277.223331
19,10.408125,-1.000000,0.000026,2.646658,2095.365234,31276.647586,0.357408,1126.197052,44.645632,777.870049,71.697662,4.173248,2.291200,3.558784,676.034529,150.150687,3.158784,283.854431
20,10.369511,-1.000000,0.000028,2.635545,2045.177734,32044.158754,0.137280,1093.504730,39.988224,770.978760,69.723228,3.607104,2.330624,3.608128,656.152697,147.805183,2.919232,275.183296
21,10.326515,-1.000000,0.000029,2.668433,2070.281738,31655.594883,0.148224,1111.445175,41.285248,776.191200,69.265694,3.612992,2.306784,2.966624,668.432510,148.766400,2.919040,279.833954
22,10.311907,-1.000000,0.000030,2.625952,2017.815552,32478.687134,0.135616,1075.406479,41.174368,754.780457,72.242851,4.124480,2.296864,2.962528,648.240028,148.383103,2.938720,265.788319
23,10.295074,-1.000000,0.000031,2.563387,2087.131348,31400.036262,1.068384,1119.936935,42.560544,782.130974,69.867645,3.625696,2.309600,2.993184,679.192326,147.873600,2.929184,278.846813
24,10.243347,-1.000000,0.000033,2.613709,2094.461426,31290.144184,0.394720,1122.019608,42.713281,789.115196,68.922333,3.611136,2.758336,3.503520,674.439293,149.070560,3.184288,280.261665
25,10.191961,-1.000000,0.000034,2.750618,2147.626709,30515.545242,0.733088,1132.816620,44.449056,817.916702,74.631874,3.628064,2.428608,3.121504,684.478245,146.435167,2.922144,286.703388
26,10.195593,-1.000000,0.000035,2.603563,2082.131104,31475.443544,0.146368,1108.748215,41.640449,787.621330,71.023613,3.619680,2.304192,2.964096,668.336988,149.022624,3.188704,277.676067
27,10.144545,-1.000000,0.000037,2.697161,2188.740234,29942.338049,0.160096,1149.176483,47.131616,841.429855,76.167229,3.608000,2.314720,2.967616,697.732672,147.197984,4.909472,288.648804
28,10.111181,-1.000000,0.000038,2.693418,2160.545654,30333.078067,0.162080,1151.981476,42.988192,817.335968,74.516930,4.007520,2.312992,3.766944,696.401182,148.523871,3.307424,291.405861
29,10.104572,-1.000000,0.000039,2.640289,2136.206299,30678.684936,0.725376,1137.776733,42.644896,807.265602,73.621796,4.190528,2.500736,3.987424,689.693441,146.683648,3.511424,285.033821
30,10.053331,-1.000000,0.000041,2.742502,2125.399902,30834.667833,0.156064,1128.560944,43.695840,803.818214,75.372192,3.938720,2.298112,3.615744,680.810656,146.226495,2.924704,286.878845
31,10.080966,-1.000000,0.000042,2.599029,2116.360596,30966.367515,0.137792,1130.490097,42.435777,793.826073,75.916222,4.067872,2.309120,2.974208,683.398468,150.259582,2.917440,282.616066
32,10.041441,-1.000000,0.000043,2.649440,2145.762695,30542.053948,0.824448,1138.750854,45.283904,810.136162,75.913795,3.863360,2.539936,3.665280,687.804764,149.035105,3.670976,285.690304
33,10.008833,-1.000000,0.000045,2.673156,2148.404053,30504.503991,0.765760,1141.091827,43.598496,814.660866,74.182335,3.610240,2.496480,2.972416,687.391613,149.933888,2.942624,288.200798
34,9.986998,-1.000000,0.000046,2.682528,2181.912109,30036.040278,0.283744,1163.552216,42.930560,826.509117,74.035522,3.829408,3.448832,2.963392,706.099226,146.462144,2.926528,294.395138
35,9.980021,-1.000000,0.000047,2.667271,2164.269531,30280.886486,0.327616,1148.186859,44.311392,822.688957,74.538239,4.414016,2.306656,2.961600,693.404383,150.685312,3.117856,289.092743
36,9.962964,-1.000000,0.000048,2.643929,2179.258057,30072.620266,0.149984,1153.278458,45.292704,830.590210,74.924957,3.621600,2.563680,2.962848,701.749310,146.776383,3.114720,289.372963
37,9.922568,-1.000000,0.000050,2.671513,2180.652588,30053.388772,0.471136,1156.865402,44.459200,827.478844,75.135101,4.140064,2.312512,2.963232,700.786463,147.664160,2.928032,291.733089
38,9.887367,-1.000000,0.000051,2.697753,2209.606689,29659.577115,7.938144,1166.326202,45.143840,834.594017,77.294273,4.467168,2.750496,2.968000,709.834496,146.616542,3.114816,293.906498
39,9.855800,-1.000000,0.000052,2.725096,2124.998291,30840.495391,0.412448,1132.447281,43.689472,805.827103,71.060707,3.929952,2.293824,3.856672,684.685120,149.564289,3.394688,281.905792
40,9.836362,-1.000000,0.000054,2.715715,2164.262939,30280.978714,1.615840,1146.336090,44.931937,822.756233,74.167267,3.612320,2.305888,2.965344,695.780066,144.597089,2.927104,291.465443
41,9.829223,-1.000000,0.000055,2.703163,2159.467773,30348.218578,0.305440,1143.347290,43.493376,822.786430,74.162209,4.181792,2.309312,3.162080,690.051935,148.757248,3.415552,289.245346
42,9.770676,-1.000000,0.000056,2.749962,2156.297607,30392.836209,0.316672,1147.242386,42.451616,817.448830,75.363907,3.615296,2.813440,2.965248,695.129505,147.301344,3.577984,288.711075
43,9.766828,-1.000000,0.000058,2.728883,2084.572754,31438.576503,2.765056,1108.649200,42.144544,788.365410,71.180733,3.616128,3.040224,3.707776,671.289471,143.999936,2.929728,277.309246
44,9.757543,-1.000000,0.000059,2.666295,2090.887695,31343.625077,0.146592,1112.272171,41.122432,789.125763,73.631554,4.254976,2.537792,2.965536,665.624483,150.982624,2.928832,280.540295
45,9.698241,-1.000000,0.000060,2.731664,2112.961426,31016.183826,0.898016,1134.264633,40.823328,793.430687,71.544258,3.718112,2.319776,3.442304,682.988514,149.326529,3.734528,286.173759
46,9.732826,-1.000000,0.000062,2.671242,2088.354736,31381.641663,4.050400,1107.841736,41.043712,785.492256,74.964478,4.831936,2.526240,3.626688,665.418146,146.612512,2.927680,280.880066
47,9.688627,-1.000000,0.000063,2.662758,2137.975830,30653.293212,0.138496,1141.406845,43.234944,810.285660,71.007805,3.618400,2.631232,2.976960,689.985312,149.049375,2.931424,288.052036
48,9.629398,-1.000000,0.000064,2.704090,2084.959473,31432.745269,0.134432,1112.673523,42.454528,787.024124,71.184769,3.605600,2.770816,3.764000,672.076319,146.643615,3.508576,278.911236
49,9.684859,-1.000000,0.000066,2.637132,2075.521729,31575.675214,0.143392,1102.538803,43.643040,788.142532,70.358307,3.613120,2.295328,2.965664,664.860256,145.125056,2.922848,278.772160
50,9.552706,-1.000000,0.000067,2.730222,2080.448730,31500.896437,0.491200,1106.455536,40.967840,788.859200,71.205917,3.613056,2.305696,2.964128,667.266981,144.634400,3.390144,280.383511
51,9.502315,-1.000000,0.000068,2.775085,2061.485840,31790.662217,0.137824,1098.549210,41.676192,778.974876,70.347839,3.619616,2.308352,2.972256,660.164894,145.950911,3.465664,277.121342
52,9.522691,-1.000000,0.000069,2.638888,2085.924561,31418.202384,0.135648,1114.543167,40.854080,788.618027,71.177887,3.606624,2.518176,2.959488,672.178524,149.191552,2.928352,279.799198
53,9.490960,-1.000000,0.000071,2.702615,2066.076172,31720.030893,0.470272,1107.443344,40.242656,775.943573,70.338882,3.606752,2.319392,3.719776,664.296034,149.110241,2.932224,280.328259
54,9.445910,-1.000000,0.000072,2.685534,2085.964600,31417.599327,0.136256,1113.399933,40.141921,789.484673,70.737885,4.160640,2.300416,2.965088,670.115234,150.084031,2.924032,278.785404
55,9.431844,-1.000000,0.000073,2.645258,2144.701172,30557.170789,0.139392,1148.640533,44.015200,809.528870,70.938019,3.849632,2.312480,3.744800,692.714430,148.750401,3.330976,290.511139
56,9.398210,-1.000000,0.000075,2.650157,2164.536621,30277.150020,0.245248,1148.736267,42.747265,824.334984,74.917603,4.130944,2.505024,3.324416,691.587070,150.275551,3.309888,292.085117
57,9.373986,-1.000000,0.000076,2.671730,2088.209717,31383.821018,0.311040,1113.207428,42.874752,790.278267,70.350304,3.622112,2.315840,2.964768,670.313601,148.380001,2.929056,281.125790
58,9.320217,-1.000000,0.000077,2.700263,2073.260254,31610.117387,0.465504,1109.703461,40.835264,777.031586,72.056030,4.205120,2.305376,2.977280,671.016127,144.711712,3.326400,279.171585
59,9.340591,-1.000000,0.000079,2.588630,2075.458496,31576.637222,0.141728,1105.544983,41.090624,787.494331,69.441246,3.608000,2.306688,2.973056,663.299812,149.681280,2.922656,279.041508
60,9.247748,-1.000000,0.000080,2.658674,2086.197266,31414.095436,0.139808,1111.742462,40.701376,790.326912,71.424355,3.615104,2.310400,3.181728,667.030785,148.983008,2.924768,280.484608
