step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec
384,6.556928,-1.000000,0.000576,1.853703,2078.452697,31531.148192
385,6.471151,-1.000000,0.000576,1.729226,2074.105575,31597.234389
386,6.419218,-1.000000,0.000576,1.650197,2094.478940,31289.882533
387,6.411615,-1.000000,0.000576,1.480932,2092.201939,31323.936174
388,6.537180,-1.000000,0.000575,1.371418,2088.105132,31385.392908
389,6.558572,-1.000000,0.000575,1.328964,2085.384243,31426.342757
390,6.520185,-1.000000,0.000575,1.284721,2119.779313,30916.425874
391,6.461507,-1.000000,0.000575,1.244635,2109.229195,31071.066224
392,6.342234,-1.000000,0.000575,1.291190,2125.773709,30829.245711
393,6.390526,-1.000000,0.000574,1.281020,2085.371845,31426.529593
394,6.395013,-1.000000,0.000574,1.330656,2077.185678,31550.381217
395,6.378593,-1.000000,0.000574,1.419699,2083.225412,31458.909642
396,6.389148,-1.000000,0.000574,1.487709,2079.149952,31520.574039
