step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec,timer_data,timer_fwd,timer_loss,timer_bwd,timer_clip,timer_optim,timer_tok_emb,timer_pos_emb,timer_attn,timer_mlp,timer_ln_f,timer_lm_head
397,5.947865,-1.000000,0.00057336,0.383996,2167.71,30232.79,2.52,659.96,159.54,1337.86,1.25,5.60,0.99,0.24,193.85,121.29,0.85,339.75
398,6.110751,-1.000000,0.00057313,0.450769,2164.75,30274.20,1.59,663.19,157.30,1334.81,1.28,5.60,1.72,0.22,193.66,120.94,0.86,341.95
399,5.984170,-1.000000,0.00057289,0.439540,2165.06,30269.79,1.62,662.43,158.96,1334.38,1.25,5.59,1.72,0.24,194.02,121.07,0.80,340.72
400,5.977219,5.954058,0.00057265,0.435142,4216.11,15544.19,2.22,661.43,159.10,1334.28,1.25,5.60,0.97,0.25,193.53,121.88,0.81,340.38
401,6.095099,-1.000000,0.00057241,0.372559,2169.37,30209.71,2.22,663.84,159.87,1335.56,1.25,5.86,0.95,0.23,194.37,121.51,0.81,342.45
402,6.031657,-1.000000,0.00057218,0.567848,2168.10,30227.39,1.66,664.88,159.53,1334.17,1.24,5.60,0.99,0.24,194.13,122.21,0.87,343.24
403,5.876955,-1.000000,0.00057194,0.529838,2172.80,30161.97,1.80,664.03,161.30,1337.69,1.15,5.71,0.97,0.24,194.37,121.40,0.81,343.32
404,6.107830,-1.000000,0.00057169,0.513375,2243.00,29218.03,1.43,678.75,167.99,1386.21,1.20,5.69,1.17,0.23,191.99,121.29,0.91,356.00
405,6.040303,-1.000000,0.00057145,0.503949,2255.40,29057.33,3.58,692.89,165.25,1385.09,1.27,5.60,0.94,0.58,194.43,121.56,0.88,366.73
406,6.045222,-1.000000,0.00057121,0.458435,2354.81,27830.75,2.72,713.35,173.18,1452.77,1.18,6.50,1.10,0.22,197.35,121.70,0.75,378.06
407,5.950664,-1.000000,0.00057096,0.598359,2350.13,27886.14,2.09,714.77,181.29,1440.95,1.25,5.60,1.12,0.22,195.92,120.96,0.85,380.17
408,5.968680,-1.000000,0.00057072,0.482987,2363.74,27725.60,1.64,710.21,177.37,1463.47,1.31,6.41,0.79,0.21,195.73,121.35,0.80,382.50
409,5.985596,-1.000000,0.00057047,0.412733,2362.72,27737.55,1.27,708.87,178.40,1463.22,1.14,5.95,0.87,0.22,195.41,122.25,0.82,378.17
410,6.046221,-1.000000,0.00057023,0.452070,2384.58,27483.23,1.74,723.02,179.29,1469.73,1.21,6.48,0.83,0.22,195.68,123.90,0.76,387.73
411,5.918050,-1.000000,0.00056998,0.373653,2377.85,27560.97,2.65,714.96,181.22,1468.68,1.15,5.61,0.77,0.19,197.80,120.18,0.88,383.73
412,6.014272,-1.000000,0.00056973,0.383068,2329.93,28127.91,2.99,703.34,176.64,1436.64,1.22,6.36,0.80,0.47,192.36,119.65,0.85,375.97
413,6.012027,-1.000000,0.00056948,0.433447,2337.63,28035.23,1.72,708.09,170.98,1448.54,1.24,5.60,0.89,0.22,195.35,121.97,0.79,378.31
414,5.959238,-1.000000,0.00056923,0.430123,2367.92,27676.63,1.46,714.31,178.52,1461.45,1.41,5.60,0.85,0.22,196.14,122.28,0.83,382.38
415,5.898076,-1.000000,0.00056898,0.455396,2384.40,27485.33,2.82,720.68,179.71,1471.43,1.27,5.93,1.14,0.21,195.29,122.51,0.76,386.54
416,5.962956,-1.000000,0.00056872,0.403921,2374.17,27603.74,1.49,719.22,180.25,1462.42,1.14,6.49,0.91,0.24,195.86,122.47,1.02,386.45
417,5.959973,-1.000000,0.00056847,0.507511,2336.25,28051.73,2.44,708.98,172.67,1442.85,1.13,5.60,0.83,0.49,191.34,121.98,0.77,382.24
418,5.999407,-1.000000,0.00056821,0.458640,2352.10,27862.78,3.22,707.10,175.71,1456.63,1.27,5.91,1.03,0.24,195.40,122.47,0.78,375.62
419,6.077346,-1.000000,0.00056796,0.562852,2361.65,27750.10,2.29,708.24,175.66,1463.77,1.17,6.20,0.89,0.22,192.77,122.33,0.80,379.27
420,5.940194,-1.000000,0.00056770,0.540386,2369.10,27662.80,4.15,713.86,179.04,1459.89,1.32,5.98,0.73,0.19,194.59,124.86,0.72,379.94
421,6.033092,-1.000000,0.00056744,0.469484,2343.64,27963.30,1.80,700.68,175.47,1453.52,1.36,5.94,0.80,0.21,192.91,120.74,0.88,374.08
422,5.889165,-1.000000,0.00056719,0.527616,2371.82,27631.08,3.45,715.41,178.01,1463.54,1.21,6.49,0.87,0.17,196.25,121.81,0.84,384.25
423,5.919960,-1.000000,0.00056693,0.533544,2386.46,27461.57,3.27,721.49,179.58,1471.07,1.37,5.68,0.83,0.22,192.80,123.06,0.76,389.06
424,5.960756,-1.000000,0.00056667,0.508163,2360.78,27760.28,3.56,710.61,179.75,1456.72,1.31,5.75,0.85,0.21,194.87,121.90,0.83,378.54
425,5.948038,-1.000000,0.00056640,0.472476,2332.41,28097.94,2.03,705.29,171.69,1442.56,1.32,5.60,0.84,0.44,192.51,123.28,0.84,377.78
426,5.861812,-1.000000,0.00056614,0.483291,2318.20,28270.24,3.94,700.18,175.72,1428.75,1.23,5.60,0.76,0.25,197.35,121.27,0.76,368.05
427,5.925521,-1.000000,0.00056588,0.422625,2371.73,27632.17,4.47,721.29,178.47,1457.58,1.27,5.62,0.89,0.45,196.89,123.01,0.78,385.87
428,5.938482,-1.000000,0.00056561,0.426873,2369.05,27663.44,3.42,722.51,183.31,1446.91,1.14,5.60,0.92,0.19,194.82,124.36,0.74,386.01
429,5.891087,-1.000000,0.00056535,0.481743,2340.64,27999.22,1.64,706.77,174.56,1448.06,1.36,6.59,0.90,0.22,197.49,122.76,0.84,373.82
430,5.805897,-1.000000,0.00056508,0.498748,2366.16,27697.25,2.50,720.64,180.10,1453.43,1.28,5.61,0.98,0.24,197.89,121.45,0.74,385.46
431,5.832745,-1.000000,0.00056481,0.447241,2346.14,27933.58,1.77,706.02,173.63,1454.74,1.14,5.92,0.84,0.22,192.91,120.61,0.85,375.18
432,5.819547,-1.000000,0.00056455,0.465789,2332.24,28100.01,1.82,707.55,175.31,1436.92,1.32,6.93,0.85,0.23,196.29,117.43,0.78,376.98
433,5.816703,-1.000000,0.00056428,0.434563,2330.88,28116.47,1.49,702.64,179.73,1435.99,1.26,6.43,0.85,0.22,193.40,121.53,0.88,373.39
434,5.878809,-1.000000,0.00056401,0.432209,2308.51,28388.86,3.06,702.86,170.09,1422.84,1.41,6.53,0.93,0.23,196.19,120.18,0.83,373.60
435,5.934751,-1.000000,0.00056374,0.456515,2325.85,28177.17,4.10,704.13,175.77,1429.78,1.29,5.60,0.82,0.25,195.58,124.26,0.84,373.25
436,5.776662,-1.000000,0.00056346,0.439821,2339.81,28009.11,2.86,710.69,176.10,1441.48,1.21,5.59,0.90,0.51,194.09,122.15,0.79,381.09
437,5.818457,-1.000000,0.00056319,0.445851,2277.12,28780.15,2.15,690.75,168.99,1406.43,1.15,5.61,0.88,0.24,196.55,120.31,0.85,361.81
438,6.140484,-1.000000,0.00056292,0.420106,2367.22,27684.81,4.70,716.35,180.28,1453.50,1.18,5.97,0.68,0.22,197.15,121.87,0.79,381.09
439,5.892442,-1.000000,0.00056264,0.443794,2357.25,27801.86,2.50,709.95,174.06,1459.68,1.31,6.37,0.87,1.43,194.61,123.28,0.74,374.68
440,5.830309,-1.000000,0.00056237,0.514856,2361.64,27750.15,3.01,714.93,177.79,1453.69,1.23,6.40,0.91,0.24,198.59,122.08,0.88,379.16
441,6.043997,-1.000000,0.00056209,0.427116,2316.57,28290.06,2.60,706.00,175.87,1423.68,1.24,5.62,2.07,0.20,197.78,119.90,0.84,373.11
442,5.709209,-1.000000,0.00056181,0.660952,2300.40,28489.01,2.96,697.15,172.09,1416.92,2.59,7.09,1.02,0.22,193.09,124.63,0.84,367.29
443,6.038945,-1.000000,0.00056153,0.780386,2346.62,27927.80,2.73,708.14,178.45,1447.69,1.29,5.61,0.84,0.25,201.25,122.45,0.83,372.38
444,5.862140,-1.000000,0.00056125,0.507388,2364.29,27719.05,2.09,712.78,178.27,1460.84,1.26,6.33,0.94,0.24,196.01,121.60,0.80,380.62
445,5.893082,-1.000000,0.00056097,0.652048,2325.96,28175.95,2.13,705.67,169.96,1439.00,1.28,5.61,1.14,0.37,194.98,122.42,0.85,375.99
446,5.895213,-1.000000,0.00056069,0.468704,2295.36,28551.48,2.19,698.94,171.39,1414.46,1.27,5.62,1.42,0.46,192.88,123.98,0.91,369.52
447,5.890519,-1.000000,0.00056041,0.451976,2345.56,27940.45,2.78,711.01,175.62,1446.02,1.18,5.61,0.89,0.36,193.79,119.67,0.77,378.80
448,5.753699,-1.000000,0.00056013,0.524691,2348.93,27900.34,3.39,711.49,177.75,1445.40,1.31,6.83,1.07,0.23,196.94,120.98,0.86,379.54
449,5.881772,-1.000000,0.00055984,0.548936,2330.70,28118.60,2.23,705.45,174.64,1439.74,1.21,5.60,1.47,0.22,193.48,123.38,0.86,376.97
450,5.935337,-1.000000,0.00055956,0.681028,2325.45,28182.04,1.08,703.79,175.63,1434.74,1.25,6.27,0.90,0.24,194.30,121.14,0.84,373.88
451,5.865282,-1.000000,0.00055927,0.601433,2333.65,28083.10,3.12,702.06,175.55,1440.53,1.39,6.41,1.33,0.21,195.98,122.39,0.93,371.51
452,6.023643,-1.000000,0.00055899,0.752036,2363.60,27727.19,2.93,715.98,173.92,1460.42,1.31,6.50,0.86,0.22,196.51,123.38,0.73,382.91
453,5.828721,-1.000000,0.00055870,0.460045,2331.75,28105.89,2.03,709.40,168.69,1441.66,1.27,5.60,0.89,0.21,193.71,123.88,0.80,378.25
454,5.889461,-1.000000,0.00055841,0.579720,2326.24,28172.51,2.27,699.72,175.03,1439.37,1.23,5.96,1.02,0.20,194.02,122.21,0.77,370.45
455,5.930591,-1.000000,0.00055812,0.510794,2323.64,28204.01,2.98,700.19,179.38,1431.38,1.26,5.59,1.02,0.22,194.13,123.41,0.77,368.74
456,5.825854,-1.000000,0.00055783,0.464958,2356.11,27815.29,2.11,710.15,177.54,1456.07,1.21,6.29,0.87,0.24,196.34,121.62,0.88,380.20
457,5.966739,-1.000000,0.00055754,0.710764,2354.47,27834.67,2.85,708.13,178.94,1454.51,1.26,5.61,0.75,0.18,196.52,122.37,0.72,375.13
458,5.962605,-1.000000,0.00055725,0.598694,2321.59,28228.90,1.81,705.70,169.63,1433.72,1.32,6.54,1.07,0.22,193.90,123.48,0.93,377.53
459,5.856798,-1.000000,0.00055695,0.474430,2323.45,28206.28,2.19,704.90,174.58,1430.79,1.25,6.27,0.89,0.21,194.24,121.04,0.81,377.17
460,5.878153,-1.000000,0.00055666,0.561583,2360.07,27768.67,1.70,710.85,176.94,1459.49,1.54,5.89,0.87,0.22,197.42,121.59,0.79,377.55
461,5.925761,-1.000000,0.00055636,0.522852,2362.30,27742.45,3.99,712.38,177.51,1457.55,1.14,5.92,0.92,0.34,195.50,122.68,0.74,380.39
462,5.761356,-1.000000,0.00055607,0.460885,2323.14,28210.05,1.10,706.09,171.25,1434.94,1.26,6.27,0.90,0.24,193.56,121.69,0.76,378.55
463,5.922605,-1.000000,0.00055577,0.438155,2333.01,28090.79,2.77,700.00,175.41,1444.98,1.26,5.60,1.10,0.49,193.69,121.88,0.84,369.24
464,5.852363,-1.000000,0.00055547,0.494147,2354.80,27830.87,3.34,712.09,177.04,1453.04,1.37,5.69,0.84,0.22,192.62,122.24,0.81,381.15
465,5.735362,-1.000000,0.00055517,0.507547,2356.05,27816.08,3.64,708.47,180.72,1451.80,1.24,6.49,0.78,0.36,195.04,123.34,0.79,375.96
466,5.895157,-1.000000,0.00055487,0.485246,2344.34,27955.02,1.95,709.80,176.70,1446.62,1.26,5.77,0.95,1.43,195.83,121.39,0.86,378.35
467,5.843843,-1.000000,0.00055457,0.672377,2336.36,28050.51,2.51,702.46,176.75,1444.61,1.32,6.59,0.91,0.43,195.54,121.17,0.78,373.55
468,5.684286,-1.000000,0.00055427,0.521306,2326.96,28163.73,2.42,710.41,170.87,1434.13,1.27,5.61,0.85,0.25,194.69,120.66,0.83,380.16
469,5.783206,-1.000000,0.00055397,0.547024,2370.02,27652.08,2.95,717.68,178.05,1462.67,1.20,5.68,0.81,0.22,196.33,122.43,0.77,383.65
470,5.813123,-1.000000,0.00055366,0.485960,2366.90,27688.55,1.95,719.86,176.34,1459.82,1.18,5.70,0.99,0.23,196.36,121.33,0.93,385.32
471,5.857152,-1.000000,0.00055336,0.519316,2331.28,28111.58,2.58,704.11,174.35,1440.06,1.14,5.93,1.04,0.21,195.93,122.13,0.79,372.71
472,5.727731,-1.000000,0.00055306,0.507132,2350.75,27878.80,2.06,713.01,179.89,1445.48,1.36,5.95,0.85,0.22,197.04,122.98,0.73,379.23
473,5.805019,-1.000000,0.00055275,0.515030,2372.94,27618.00,1.76,717.60,180.25,1463.20,1.60,6.47,0.85,0.22,195.41,120.81,0.77,385.07
474,5.816585,-1.000000,0.00055244,0.506664,2365.79,27701.58,1.85,714.43,176.16,1461.69,1.26,5.81,1.17,0.36,195.85,123.40,0.84,379.95
475,5.852035,-1.000000,0.00055213,0.502477,2223.95,29468.25,2.73,679.10,164.74,1368.90,1.25,5.61,0.94,0.22,195.05,122.38,0.83,354.78
476,5.813932,-1.000000,0.00055183,0.549686,2173.06,30158.44,1.62,661.41,159.00,1343.27,1.24,5.60,0.97,0.24,194.69,121.33,0.82,340.58
477,5.783915,-1.000000,0.00055152,0.471022,2165.14,30268.73,2.48,660.58,158.34,1335.89,1.16,5.60,0.99,0.24,194.30,121.33,0.82,340.18
478,5.749271,-1.000000,0.00055121,0.462391,2162.71,30302.65,1.59,660.91,158.57,1334.05,1.27,5.60,0.98,0.25,194.62,120.97,0.85,340.67
479,5.831084,-1.000000,0.00055089,0.580466,2162.97,30299.14,1.64,661.89,157.40,1334.34,1.26,5.59,1.01,0.24,194.76,120.73,0.81,340.92
480,5.862628,-1.000000,0.00055058,0.590453,2163.82,30287.24,1.59,661.31,159.50,1333.74,1.19,5.60,0.95,0.24,194.41,121.30,0.79,340.85
481,5.838051,-1.000000,0.00055027,0.562312,2163.96,30285.19,1.56,660.98,158.58,1335.04,1.25,5.60,0.97,0.24,194.13,121.10,0.82,340.45
482,5.796632,-1.000000,0.00054995,0.540262,2165.55,30263.04,1.67,662.58,158.55,1334.92,1.29,5.61,0.97,0.24,194.98,121.21,0.81,341.78
483,5.866298,-1.000000,0.00054964,0.712014,2164.47,30278.13,1.62,661.37,159.74,1334.08,1.16,5.59,0.98,0.24,194.86,121.19,0.82,340.93
484,5.753831,-1.000000,0.00054932,0.539453,2167.03,30242.33,1.65,661.49,159.15,1337.03,1.25,5.59,0.97,0.22,194.42,121.37,0.82,340.24
485,5.832378,-1.000000,0.00054901,0.582608,2164.89,30272.26,1.59,660.24,157.87,1336.63,1.25,6.44,0.96,0.24,194.83,121.08,0.80,339.09
486,5.714462,-1.000000,0.00054869,0.545749,2163.84,30286.94,1.73,660.75,159.05,1334.22,1.24,5.84,0.97,0.24,194.06,121.26,0.79,340.94
487,5.728254,-1.000000,0.00054837,0.492787,2164.68,30275.10,1.61,660.43,158.35,1336.59,1.30,5.60,0.96,0.24,194.58,121.11,0.86,338.82
488,5.797550,-1.000000,0.00054805,0.452089,2165.21,30267.78,1.46,662.16,159.50,1334.44,1.25,5.59,0.96,0.24,194.89,120.29,0.81,341.79
489,5.856822,-1.000000,0.00054773,0.489571,2166.22,30253.59,1.60,660.67,157.64,1338.66,1.25,5.60,0.95,0.25,194.47,121.11,0.86,340.27
490,5.748651,-1.000000,0.00054741,0.561200,2162.97,30299.04,1.51,659.77,158.59,1335.28,1.24,5.60,0.97,0.24,194.35,121.64,0.82,339.19
491,5.511058,-1.000000,0.00054709,0.558514,2164.78,30273.70,1.66,660.94,159.49,1335.04,1.25,5.60,0.98,0.25,194.71,121.67,0.83,340.12
492,5.723712,-1.000000,0.00054677,0.648358,2165.23,30267.40,1.54,660.84,158.73,1336.49,1.24,5.60,0.97,0.24,194.43,121.19,0.83,340.46
493,6.038884,-1.000000,0.00054644,0.581943,2164.83,30273.00,1.60,662.11,157.38,1336.03,1.28,5.59,0.95,0.23,194.82,120.74,0.78,340.39
494,5.794690,-1.000000,0.00054612,0.710235,2164.80,30273.49,1.62,660.15,158.37,1336.95,1.24,5.66,0.92,0.24,194.77,121.15,0.80,339.31
495,5.772538,-1.000000,0.00054579,0.514156,2165.59,30262.36,1.61,661.37,159.52,1335.43,1.25,5.60,0.98,0.24,194.66,121.52,0.81,340.47
496,5.762094,-1.000000,0.00054546,0.468048,2164.41,30278.87,1.59,660.58,158.32,1336.08,1.25,5.60,0.96,0.24,194.77,120.81,0.92,340.49
497,5.726094,-1.000000,0.00054514,0.535848,2166.98,30243.07,1.52,660.51,159.27,1337.87,1.25,5.86,0.96,0.24,194.82,121.37,0.84,339.32
498,5.665506,-1.000000,0.00054481,0.605087,2165.89,30258.23,1.62,662.17,158.81,1335.74,1.25,5.61,0.97,0.24,194.20,121.41,0.81,341.40
499,5.770093,-1.000000,0.00054448,0.527980,2165.93,30257.65,1.51,661.42,158.33,1336.99,1.25,5.60,0.99,0.24,194.54,121.14,0.84,340.67
500,5.848427,5.760771,0.00054415,0.521451,4203.70,15590.09,1.60,659.12,158.57,1335.28,1.26,5.60,0.97,0.24,194.24,121.31,0.87,338.96
501,5.725564,-1.000000,0.00054382,0.560861,2162.18,30310.18,1.66,660.52,159.05,1333.34,1.20,5.60,1.12,0.24,194.52,121.33,0.85,339.05
502,5.756795,-1.000000,0.00054349,0.692944,2162.65,30303.57,1.71,658.83,158.59,1334.99,1.25,5.60,0.93,0.24,194.09,120.42,0.83,339.15
503,5.706631,-1.000000,0.00054316,0.645625,2163.77,30287.83,1.67,659.55,158.37,1336.40,1.26,5.59,0.97,0.24,194.26,121.71,0.87,338.66
504,5.812698,-1.000000,0.00054282,0.740793,2165.00,30270.70,1.63,663.15,158.56,1334.00,1.25,5.59,1.00,0.24,195.17,121.42,0.85,341.46
505,5.882334,-1.000000,0.00054249,0.546607,2164.11,30283.09,1.64,659.78,160.00,1335.04,1.25,5.60,0.98,0.25,195.09,121.31,0.86,338.72
506,5.799459,-1.000000,0.00054215,0.631205,2162.52,30305.33,1.90,660.27,158.14,1334.46,1.26,5.59,1.74,0.24,193.76,120.95,0.83,339.61
507,5.677014,-1.000000,0.00054182,0.487641,2164.79,30273.57,1.74,661.10,157.64,1335.72,1.24,5.60,1.66,0.24,194.70,121.23,0.83,339.89
508,5.653216,-1.000000,0.00054148,0.538312,2163.55,30291.01,1.50,660.69,158.46,1335.02,1.29,5.59,0.99,0.24,194.71,120.95,0.85,340.35
509,5.681102,-1.000000,0.00054114,0.580654,2166.05,30256.06,1.68,661.66,159.28,1335.80,1.26,5.59,0.99,0.24,195.33,121.31,0.85,340.62
510,5.634495,-1.000000,0.00054080,0.803681,2166.00,30256.70,1.70,661.95,159.34,1335.26,1.27,5.60,1.14,0.24,194.24,120.84,0.86,341.22
511,5.721117,-1.000000,0.00054047,0.972423,2162.81,30301.31,2.48,658.08,158.59,1335.65,1.28,5.60,0.96,0.38,193.50,120.70,0.84,338.45
512,5.716150,-1.000000,0.00054012,0.619366,2164.11,30283.06,1.81,660.86,158.37,1335.11,1.42,5.60,0.98,0.22,193.75,121.26,0.83,340.39
513,5.784868,-1.000000,0.00053978,0.702873,2165.59,30262.49,1.71,662.47,157.66,1335.98,1.25,5.60,1.07,0.24,194.72,121.28,0.88,340.99
514,5.780587,-1.000000,0.00053944,0.519026,2163.16,30296.48,2.39,659.06,159.05,1334.97,1.25,5.60,0.95,0.24,193.63,120.82,0.82,339.97
515,5.675532,-1.000000,0.00053910,0.679320,2166.28,30252.82,1.53,662.37,158.38,1335.22,1.26,5.87,0.96,0.24,194.30,121.63,0.84,341.87
516,5.625502,-1.000000,0.00053876,0.609742,2164.22,30281.57,1.50,660.85,158.12,1336.06,1.24,5.59,1.00,0.23,193.47,121.67,0.82,339.79
517,5.716487,-1.000000,0.00053841,0.497258,2163.80,30287.47,2.46,659.21,159.04,1335.22,1.26,5.60,0.98,0.24,194.00,121.12,0.84,339.53
518,5.753256,-1.000000,0.00053807,0.568686,2166.02,30256.39,1.66,660.68,159.84,1335.93,1.38,5.60,0.96,0.24,194.07,121.29,0.85,340.92
519,5.709659,-1.000000,0.00053772,0.519604,2163.37,30293.45,1.67,659.67,158.83,1335.46,1.25,5.60,0.98,0.24,194.72,120.64,0.82,339.04
520,5.856783,-1.000000,0.00053737,0.644263,2164.46,30278.16,1.72,661.01,158.59,1335.36,1.25,5.60,0.99,0.23,193.94,121.32,0.86,340.88
521,5.688754,-1.000000,0.00053703,0.610404,2164.09,30283.36,1.63,660.85,159.08,1334.75,1.27,5.61,0.99,0.24,194.75,121.04,0.83,340.46
522,5.767630,-1.000000,0.00053668,0.567265,2165.40,30265.02,1.68,660.64,158.64,1335.53,1.27,5.88,0.90,0.23,194.30,122.06,0.86,339.65
523,5.722947,-1.000000,0.00053633,0.514476,2167.03,30242.29,1.64,661.97,158.38,1337.33,1.25,5.60,0.99,0.24,194.68,121.52,0.83,341.13
524,5.697421,-1.000000,0.00053598,0.577983,2161.64,30317.66,1.82,658.85,159.76,1333.54,1.25,5.60,1.00,0.24,194.40,121.38,0.83,338.51
525,5.944175,-1.000000,0.00053563,0.689576,2163.36,30293.59,1.54,660.60,158.57,1334.02,1.30,5.59,0.98,0.24,194.17,121.35,0.87,339.59
526,5.658182,-1.000000,0.00053527,0.685560,2162.95,30299.33,1.54,659.15,159.03,1335.46,1.28,5.60,0.95,0.24,193.18,120.99,0.80,339.86
527,5.887288,-1.000000,0.00053492,0.724846,2163.99,30284.80,2.27,659.64,159.09,1335.23,1.26,5.59,1.14,0.24,194.15,121.77,0.82,338.80
528,5.698669,-1.000000,0.00053457,0.752009,2165.43,30264.64,1.85,660.07,159.31,1336.57,1.24,5.60,0.99,0.24,194.40,121.28,0.82,339.55
529,5.720401,-1.000000,0.00053421,0.961057,2165.66,30261.41,1.73,661.56,158.10,1335.69,1.15,6.43,0.99,0.24,194.64,120.65,0.81,340.93
530,5.719769,-1.000000,0.00053386,0.954142,2164.35,30279.73,1.75,658.19,158.90,1337.89,1.25,5.60,0.98,0.24,193.95,121.18,0.84,338.17
531,5.722793,-1.000000,0.00053350,0.812128,2163.70,30288.91,1.69,662.15,157.16,1334.90,1.26,5.58,1.69,0.24,194.38,121.22,0.80,341.10
532,5.669638,-1.000000,0.00053315,0.728664,2164.63,30275.84,1.74,658.81,159.38,1336.88,1.19,5.61,0.98,0.24,195.08,121.35,0.84,337.89
533,5.661184,-1.000000,0.00053279,0.665201,2162.96,30299.27,1.65,661.81,158.34,1333.45,1.27,5.59,0.98,0.24,194.60,121.07,0.81,341.58
534,5.720813,-1.000000,0.00053243,0.692967,2164.73,30274.44,1.66,660.47,158.63,1336.15,1.27,5.60,0.97,0.23,194.54,120.87,0.84,340.68
535,5.726588,-1.000000,0.00053207,0.646231,2164.39,30279.16,1.72,661.39,158.36,1335.17,1.26,5.61,1.00,0.24,195.44,121.10,0.86,339.82
536,5.806472,-1.000000,0.00053171,0.638558,2164.25,30281.11,1.69,659.32,159.11,1335.79,1.26,6.22,0.99,0.24,194.30,120.22,0.77,338.31
537,5.778428,-1.000000,0.00053135,0.711128,2162.34,30307.95,1.70,660.03,157.94,1334.89,1.28,5.59,0.99,0.22,193.83,121.36,0.83,339.51
538,5.691700,-1.000000,0.00053099,0.686659,2164.77,30273.92,1.54,659.74,159.79,1334.95,1.24,5.86,0.97,0.26,193.81,121.16,0.83,340.18
539,5.792186,-1.000000,0.00053062,0.660807,2163.10,30297.21,1.80,660.52,157.43,1335.57,1.26,5.60,0.99,0.26,194.88,120.60,0.87,339.39
540,5.914486,-1.000000,0.00053026,0.685470,2166.03,30256.27,1.62,662.65,158.09,1336.09,1.24,5.60,0.98,0.24,193.94,121.53,0.89,341.27
541,5.728573,-1.000000,0.00052990,0.635020,2164.99,30270.84,1.73,661.13,159.06,1335.17,1.25,5.60,0.93,0.24,194.39,121.31,0.82,341.05
542,5.681569,-1.000000,0.00052953,0.596030,2165.03,30270.20,1.81,660.82,157.66,1337.01,1.26,5.60,1.00,0.24,194.64,120.92,0.85,340.31
543,5.727919,-1.000000,0.00052917,0.819756,2167.05,30242.00,1.64,664.02,158.60,1335.09,1.29,5.59,0.98,0.24,194.89,121.68,0.80,342.87
544,5.674290,-1.000000,0.00052880,0.623632,2162.74,30302.24,1.66,658.28,158.38,1336.50,1.25,5.60,0.92,0.24,194.84,121.11,0.84,337.31
545,5.742387,-1.000000,0.00052843,0.795264,2165.79,30259.60,2.51,661.34,159.08,1335.20,1.26,5.59,0.98,0.24,194.35,122.00,0.86,340.10
546,5.788316,-1.000000,0.00052806,0.615811,2164.62,30275.97,1.87,660.69,158.59,1335.55,1.23,5.72,0.98,0.24,194.29,121.11,0.81,340.92
547,5.726561,-1.000000,0.00052770,0.702972,2166.21,30253.72,1.66,660.88,157.94,1338.01,1.24,5.60,1.00,0.24,194.43,120.80,0.86,339.43
548,5.685030,-1.000000,0.00052733,0.609204,2167.80,30231.56,1.67,662.67,160.24,1335.37,1.26,5.61,0.98,0.24,195.17,121.30,0.84,341.68
549,5.755490,-1.000000,0.00052696,0.581431,2164.28,30280.80,2.47,660.02,157.90,1336.07,1.26,5.61,0.96,0.24,194.13,121.77,0.85,339.30
550,5.655915,-1.000000,0.00052658,0.618578,2164.50,30277.70,1.76,660.55,157.69,1336.62,1.19,5.60,0.99,0.41,194.32,121.26,0.82,339.40
551,5.738396,-1.000000,0.00052621,0.583175,2165.82,30259.25,1.66,661.40,159.03,1335.93,1.25,5.60,1.01,0.24,194.83,120.42,0.83,340.54
552,5.596288,-1.000000,0.00052584,0.640840,2163.04,30298.03,2.43,658.56,157.92,1336.17,1.25,5.83,0.96,0.23,192.70,121.18,0.83,339.38
553,5.735920,-1.000000,0.00052546,0.648593,2161.38,30321.38,2.38,658.18,157.15,1335.92,1.26,5.59,0.96,0.24,193.68,120.54,0.85,338.00
554,5.615402,-1.000000,0.00052509,0.645059,2165.78,30259.84,1.71,662.66,158.58,1334.92,1.26,5.59,1.00,0.24,194.03,121.24,0.82,342.60
555,5.408282,-1.000000,0.00052472,0.644141,2168.46,30222.34,1.63,661.33,159.81,1337.99,1.27,5.61,0.98,0.24,194.78,121.29,0.87,340.75
556,5.689011,-1.000000,0.00052434,0.600490,2163.85,30286.81,1.96,660.97,157.47,1335.84,1.26,5.60,0.98,0.99,194.42,120.75,0.84,339.59
557,5.655121,-1.000000,0.00052396,0.679108,2165.70,30260.93,1.65,661.39,158.64,1336.27,1.36,5.61,0.98,0.25,195.29,120.95,0.82,340.62
558,5.604449,-1.000000,0.00052358,0.511196,2162.66,30303.36,1.63,660.58,159.09,1333.69,1.25,5.60,0.99,0.22,194.05,121.77,0.82,340.04
559,5.528053,-1.000000,0.00052321,0.646462,2167.85,30230.93,1.62,660.33,159.55,1338.55,1.26,5.59,0.95,0.24,194.34,121.70,0.84,339.55
560,5.610677,-1.000000,0.00052283,0.570687,2163.22,30295.54,1.70,662.17,158.55,1333.07,1.25,5.60,0.98,0.24,194.58,121.07,0.82,341.43
561,5.820495,-1.000000,0.00052245,0.894475,2163.85,30286.73,2.33,659.50,159.79,1334.59,1.26,5.61,0.95,0.24,193.75,121.40,0.83,339.69
562,5.712669,-1.000000,0.00052207,0.597519,2165.32,30266.25,1.49,661.55,156.96,1337.52,1.26,5.60,1.71,0.24,193.93,121.13,0.87,340.96
563,5.531639,-1.000000,0.00052168,0.655210,2167.28,30238.84,1.69,661.95,159.30,1335.74,1.25,6.45,1.69,0.24,194.24,121.31,0.80,341.25
