step,loss,val_loss,lr,grad_norm,dt_ms,tok_per_sec, timer_data, timer_fwd, timer_loss, timer_bwd, timer_clip, timer_optim, timer_tok_emb, timer_pos_emb, timer_attn, timer_mlp, timer_ln_f, timer_lm_head
11,10.767863,-1.000000,0.000009,2.599681,3872.153809,33849.895040,0.293120,2126.603546,82.181408,1521.775284,69.955681,3.605280,4.608736,5.961632,1271.772074,290.127360,5.867904,539.178398
12,10.738832,-1.000000,0.000010,2.686172,3868.434814,33882.437287,0.284256,2123.990280,84.556864,1519.124886,70.054306,3.856704,4.610880,5.965696,1272.462696,290.580000,5.868640,535.589790
13,10.718930,-1.000000,0.000011,2.658331,3867.537354,33890.299697,0.612320,2123.754211,82.850049,1518.306137,69.777885,3.613344,4.773216,6.102816,1269.024672,292.593246,5.998528,535.445820
14,10.687376,-1.000000,0.000012,2.673542,3869.351807,33874.407536,0.287872,2122.532593,83.056065,1521.920830,70.958656,3.612096,4.621120,6.103680,1269.151779,292.234719,5.862528,535.274811
15,10.666438,-1.000000,0.000013,2.660459,3871.519531,33855.440723,0.264096,2128.589630,80.538753,1521.359589,70.649635,3.597312,4.615584,5.963712,1272.845726,291.023680,5.868320,539.322720
16,10.641386,-1.000000,0.000013,2.642078,3876.971924,33807.828010,0.287488,2130.646912,81.603649,1523.755539,70.422882,3.599328,4.620416,5.989376,1277.939135,291.194273,5.865344,536.095776
17,10.612478,-1.000000,0.000014,2.638688,3874.220947,33831.834008,0.289440,2127.619354,81.902880,1522.799492,70.762207,3.599936,4.961216,5.965568,1266.359522,296.239200,6.218336,538.788990
18,10.589075,-1.000000,0.000015,2.623414,3873.747314,33835.970537,0.293568,2127.949509,80.986143,1522.785904,70.487968,3.854240,4.621344,5.961888,1269.578205,292.280960,6.750976,539.825283
19,10.552183,-1.000000,0.000016,2.666782,3875.643555,33819.415576,0.270560,2127.593628,82.910752,1523.062325,70.751389,3.603584,4.967456,6.672832,1268.777630,293.290879,6.581920,537.039745
20,10.520754,-1.000000,0.000017,2.662778,3876.392822,33812.878624,0.271040,2127.862259,80.255713,1526.647148,69.825150,3.597376,4.622432,5.961696,1273.496506,290.579937,5.870336,537.643776
21,10.485782,-1.000000,0.000017,2.691012,3889.436035,33699.487230,0.269248,2130.269821,82.155906,1530.627068,72.950241,4.070816,4.620000,5.964992,1275.568354,291.451807,5.873216,537.812870
22,10.466116,-1.000000,0.000018,2.651169,3950.100098,33181.943941,0.639744,2157.588272,83.022943,1561.157097,74.416992,4.064096,4.821216,6.250208,1289.904417,293.061440,6.951456,546.613377
23,10.450395,-1.000000,0.000019,2.610925,4054.916748,32324.214810,1.867136,2226.051468,83.429984,1600.323425,69.607933,3.595040,4.908000,7.543808,1323.661669,301.675105,6.024864,570.646206
24,10.425647,-1.000000,0.000020,2.610109,3935.190674,33307.661779,0.681760,2163.532700,82.896832,1545.325310,69.949661,3.592512,4.609984,5.959360,1294.893435,291.845889,6.722496,548.420803
25,10.362514,-1.000000,0.000020,2.700869,3877.335449,33804.658306,0.262112,2129.528061,84.121312,1519.541756,71.514145,3.595296,5.435520,5.989856,1271.131458,292.893311,5.865536,537.943165
26,10.356217,-1.000000,0.000021,2.618096,3875.065674,33824.458998,0.277056,2125.278793,82.181184,1526.069183,69.817474,3.616512,4.627776,5.969728,1272.215809,289.692768,5.999520,537.632862
27,10.329116,-1.000000,0.000022,2.621999,3875.606201,33819.741531,0.398784,2130.863129,80.005728,1523.475533,69.962845,3.601696,4.622272,5.971520,1275.864225,291.314879,5.874944,537.619396
28,10.308803,-1.000000,0.000023,2.617598,3880.535645,33776.780323,0.261792,2130.623932,83.139966,1524.331093,71.490944,3.599040,5.025536,5.955616,1275.175259,291.859776,5.864256,537.682529
29,10.283689,-1.000000,0.000024,2.605814,3878.576172,33793.844491,0.265056,2129.079376,80.740576,1526.301163,71.857475,3.603968,4.626144,5.968352,1274.476387,289.787169,6.068480,538.658104
30,10.244189,-1.000000,0.000024,2.640961,3884.166748,33745.204185,0.267040,2129.596588,80.150112,1532.159065,70.661758,3.603008,4.650592,5.973216,1273.411901,289.067999,5.883008,541.094311
31,10.234417,-1.000000,0.000025,2.597822,3885.918457,33729.992394,0.750656,2131.276886,83.481185,1528.174553,70.355774,3.598592,4.654080,6.282560,1273.234917,292.240863,5.878944,539.604740
32,10.205682,-1.000000,0.000026,2.620979,3884.128906,33745.532953,0.268992,2129.425598,80.347136,1533.131851,70.870461,3.598432,4.628192,5.982304,1274.282700,289.374143,5.889760,540.173790
33,10.165241,-1.000000,0.000027,2.671908,3882.944092,33755.829829,0.777184,2131.393112,82.511039,1525.456886,70.857155,3.614912,4.628512,6.113184,1274.605896,291.893408,6.031328,538.975418
34,10.155125,-1.000000,0.000028,2.633057,3884.384521,33743.312300,0.265888,2133.417343,82.638112,1526.636742,71.039421,3.600384,4.634560,5.983584,1274.643295,291.077120,5.890112,542.090405
35,10.149171,-1.000000,0.000028,2.633745,3885.122070,33736.906493,0.269152,2131.524414,81.443424,1530.277985,71.047745,3.599776,4.615968,5.978560,1276.966980,289.481951,5.890496,539.253342
36,10.117926,-1.000000,0.000029,2.626034,3884.745361,33740.178006,0.268288,2132.563965,83.059200,1526.854012,70.848701,3.589152,4.636416,5.981440,1272.374300,291.212416,5.889472,542.474049
37,10.102073,-1.000000,0.000030,2.623500,3883.534912,33750.694397,0.706944,2131.235260,80.830784,1529.864670,69.900963,3.609440,5.396352,5.980448,1273.232956,290.246242,6.023392,541.003773
38,10.087062,-1.000000,0.000031,2.650332,3887.522217,33716.077411,0.270368,2132.778214,82.428799,1529.948280,71.004829,3.606912,4.952416,6.205120,1273.532639,291.730176,5.893152,540.500732
39,10.070190,-1.000000,0.000031,2.610397,3889.465332,33699.233393,0.785856,2134.310684,81.677856,1530.944153,71.075264,3.595744,4.635584,6.738688,1274.580227,290.339710,5.883232,542.853767
40,10.039256,-1.000000,0.000032,2.662135,3883.460449,33751.341545,0.266880,2128.750702,83.459007,1528.880089,70.753059,4.066496,4.772928,6.500160,1272.212860,291.114657,6.786880,538.098145
41,10.020600,-1.000000,0.000033,2.660374,3884.432129,33742.898743,0.274752,2132.727570,80.249985,1529.000137,71.044029,3.597536,4.644480,5.988928,1273.405695,291.009470,6.323360,540.799458
42,10.008224,-1.000000,0.000034,2.647809,3886.180176,33727.720814,0.266240,2129.308060,83.339200,1529.864433,71.814980,3.589344,4.907968,6.339296,1272.783672,290.673855,5.889728,539.277500
43,9.998488,-1.000000,0.000035,2.626954,3883.936035,33747.208711,0.268640,2129.422562,82.229216,1529.352211,70.068161,3.608480,4.769152,6.135968,1271.952932,290.496833,6.641504,540.228672
44,9.993802,-1.000000,0.000035,2.601177,3881.090088,33771.955052,0.274848,2128.296097,83.248320,1528.534187,70.078461,3.635456,4.628480,6.329184,1271.173887,292.241920,5.881152,539.140709
45,9.958453,-1.000000,0.000036,2.632452,3889.440918,33699.444924,0.278944,2133.804459,81.458912,1531.762810,71.053505,3.596480,4.766816,6.501216,1272.782940,292.108223,5.896704,542.194229
46,9.938713,-1.000000,0.000037,2.651235,3887.674805,33714.754084,0.270944,2131.274368,81.086432,1533.369484,71.214622,3.609824,4.631936,5.980448,1275.076981,290.270016,5.885568,540.435467
47,9.912430,-1.000000,0.000038,2.664984,3884.365967,33743.473483,0.276512,2129.187439,82.026560,1529.952469,71.024574,3.607392,4.673664,6.011904,1269.703743,293.563360,5.892576,540.087879
48,9.896043,-1.000000,0.000039,2.652012,3884.554199,33741.838388,0.267200,2131.771606,81.175136,1529.059128,71.214462,4.059680,4.630912,5.993824,1272.749310,292.180352,6.041312,540.912861
49,9.889085,-1.000000,0.000039,2.632781,3887.663818,33714.849360,0.273280,2132.704941,82.137568,1530.034111,71.311455,3.599840,5.558368,6.916064,1272.718052,290.635744,5.892704,541.780380
50,9.861672,-1.000000,0.000040,2.659692,3887.595703,33715.440084,0.262016,2135.256927,82.022080,1527.952164,70.236931,3.844224,4.784896,5.985504,1275.465853,291.208222,6.032640,541.164780
51,9.867700,-1.000000,0.000041,2.601577,3884.898926,33738.844306,0.419488,2132.436340,80.218656,1529.389977,70.607552,4.131456,4.627776,5.996864,1271.250940,294.285568,5.896864,540.651039
52,9.818562,-1.000000,0.000042,2.674423,3888.630371,33706.469243,0.271040,2134.381668,81.364512,1530.387680,70.877342,4.039456,4.633536,5.978496,1276.529570,291.271071,6.023968,540.597481
53,9.811265,-1.000000,0.000043,2.627306,3885.758545,33731.380497,0.779360,2133.106720,80.558175,1528.474724,70.827072,4.027008,4.652224,5.988800,1275.275778,290.566304,5.898240,541.411903
54,9.796995,-1.000000,0.000043,2.641052,3883.256348,33753.115495,0.267968,2130.396484,81.242144,1530.297569,70.427040,3.599648,4.632640,5.989376,1273.674524,290.753088,6.033888,540.292854
55,9.796852,-1.000000,0.000044,2.578965,3884.936768,33738.515667,0.269568,2129.629532,83.574016,1529.679893,70.667587,3.857568,4.628608,5.977536,1273.184374,291.399167,6.031168,539.434601
56,9.735459,-1.000000,0.000045,2.654837,3882.856689,33756.589667,0.276384,2130.829895,80.794465,1529.374557,70.083328,3.607104,4.629376,5.976416,1273.093546,290.667806,5.904032,540.537663
57,9.695341,-1.000000,0.000046,2.687721,3888.710449,33705.775144,0.283424,2133.393509,81.447071,1531.601219,70.861183,3.845504,4.910720,6.757280,1270.778938,294.102336,6.225280,539.823997
58,9.708918,-1.000000,0.000046,2.619496,3883.533447,33750.707128,0.264480,2132.687912,79.671551,1529.509140,70.862045,3.601536,4.631808,5.990208,1275.148195,290.947872,5.901856,540.356709
59,9.633041,-1.000000,0.000047,2.704131,3882.154541,33762.695074,0.285696,2130.176773,82.424736,1526.773979,71.461411,3.606880,4.605120,6.738912,1271.161537,292.743072,5.892704,539.690113
60,9.643262,-1.000000,0.000048,2.665268,3886.144287,33728.032290,0.267968,2135.850113,82.008640,1526.584496,70.247360,3.605984,5.407040,5.999168,1269.486946,296.161281,6.023040,543.094341
61,9.624091,-1.000000,0.000049,2.644436,3884.625000,33741.223413,0.271296,2131.894379,82.096448,1529.128708,70.006302,3.603904,4.631360,5.979520,1272.298180,292.163328,6.023232,541.337982
62,9.607565,-1.000000,0.000050,2.727313,3883.993408,33746.710209,0.276800,2130.161163,82.643263,1529.448929,70.148865,3.897824,4.596832,5.986240,1269.177437,294.425599,6.050752,540.027328
63,9.577612,-1.000000,0.000050,2.609224,3887.257324,33718.374954,0.281728,2131.023590,80.898624,1532.991905,71.031746,3.614304,4.637952,6.125472,1271.868021,292.645919,5.889568,539.937817
64,9.557279,-1.000000,0.000051,2.621617,3885.335693,33735.051575,0.271488,2131.021988,80.725664,1531.278206,71.287453,3.595616,4.639296,6.114912,1273.532446,292.288545,5.891520,539.513119
65,9.548844,-1.000000,0.000052,2.607884,3883.299805,33752.737773,0.269472,2130.630386,81.846913,1528.898422,70.089661,3.615616,4.630016,5.991552,1271.740641,292.706336,5.888384,540.469475
66,9.528749,-1.000000,0.000053,2.624888,3881.737549,33766.322002,0.264448,2131.078766,81.265057,1527.660751,70.415581,4.106880,4.786784,5.988960,1272.679518,292.227425,5.885088,540.547039
67,9.461065,-1.000000,0.000054,2.696266,3882.649414,33758.391763,0.277760,2130.082275,81.346495,1529.257332,70.242912,3.598592,4.626848,5.980672,1272.866749,290.084256,6.016832,539.637020
68,9.467552,-1.000000,0.000054,2.606218,3890.334961,33691.700410,0.273472,2131.880814,82.845985,1531.321640,72.623070,3.613248,4.635648,5.988896,1274.274946,291.508321,5.885056,540.239975
69,9.418332,-1.000000,0.000055,2.633142,3880.445557,33777.564480,0.807936,2126.755096,80.241632,1531.157570,70.863327,3.598688,4.626944,5.988128,1271.072187,290.408352,6.082560,538.541687
70,9.399885,-1.000000,0.000056,2.623864,3886.031006,33729.015492,0.268032,2133.461578,80.770560,1529.536575,70.643906,3.642176,4.639264,5.979904,1274.334944,291.010785,5.909440,542.023045
71,9.372767,-1.000000,0.000057,2.620208,3884.060303,33746.128995,0.278304,2132.035294,82.550912,1527.302940,70.078621,3.600032,4.766528,5.993024,1271.939968,292.779074,5.897888,541.480827
72,9.355806,-1.000000,0.000057,2.619736,3886.887207,33721.585685,0.268672,2134.034271,80.882976,1529.470459,70.603844,3.915648,4.655168,5.986880,1274.875072,291.213953,6.339264,541.851143
73,9.348351,-1.000000,0.000058,2.621697,3887.513672,33716.151521,4.721536,2129.842392,81.328384,1529.509995,71.097603,3.895776,4.602784,5.982208,1270.638144,292.609663,5.890656,539.990494
74,9.316606,-1.000000,0.000059,2.582743,3886.825928,33722.117336,0.269344,2135.877380,81.248512,1527.245041,71.227715,4.088288,4.816512,5.975456,1275.443363,292.201793,6.019136,541.207870
75,9.505682,-1.000000,0.000060,2.438250,3886.255371,33727.068215,0.279712,2134.565430,81.268512,1528.334244,71.050941,3.597152,4.642624,6.118784,1274.502460,290.688897,5.884192,543.414433
76,9.261964,-1.000000,0.000061,2.550315,3879.331299,33787.266388,0.275360,2130.134995,80.690817,1527.456253,70.238365,3.594944,4.628896,6.120128,1275.338627,286.849119,5.905664,540.771446
77,9.512615,-1.000000,0.000061,2.484504,3882.103760,33763.136719,0.273184,2133.738403,80.135808,1526.307999,70.377022,3.604256,4.727904,5.977568,1275.534338,292.403711,5.901216,540.235081
78,9.336308,-1.000000,0.000062,2.568026,3894.240234,33657.913254,0.273952,2128.835724,81.361505,1533.518547,76.768509,3.929152,4.613952,6.003584,1269.204645,292.657890,5.897696,540.728958
79,9.160581,-1.000000,0.000063,2.560612,4120.775391,31807.605990,1.765568,2240.519516,86.375489,1641.572601,79.056892,3.611008,4.654720,6.339104,1340.737028,297.635360,5.897248,572.587105
80,9.152555,-1.000000,0.000064,2.560715,3966.747559,33042.687508,0.776192,2172.210251,84.225887,1567.777008,70.634781,3.606880,4.785248,5.988160,1297.283648,293.677632,6.168128,553.970592
81,9.133188,-1.000000,0.000065,2.559100,3940.674561,33261.310465,0.760800,2158.917877,80.574720,1549.384964,77.444672,4.578976,5.133824,6.937344,1284.583813,295.910048,5.901280,549.470791
82,9.080751,-1.000000,0.000065,2.618043,3909.582764,33525.828182,0.289152,2148.847290,82.373792,1534.854324,70.812225,4.085536,4.641856,5.986624,1283.508604,292.321985,6.304288,546.322880
83,9.061093,-1.000000,0.000066,2.567164,3942.177979,33248.625687,0.895776,2158.978867,82.541472,1550.564209,74.682915,3.594464,4.637920,5.981728,1290.946787,296.242818,6.367360,545.243359
84,9.054159,-1.000000,0.000067,2.565973,4023.718994,32574.839394,0.699104,2197.848434,86.743296,1592.678757,70.701630,3.602784,5.496832,6.645152,1315.898428,292.838400,6.432608,558.311523
85,9.003317,-1.000000,0.000068,2.591638,3985.739990,32885.235946,1.769120,2175.618958,84.748000,1574.188988,74.678307,3.597280,4.940928,6.254240,1298.392319,295.712927,6.221344,552.816284
86,8.955084,-1.000000,0.000069,2.604861,4003.849121,32736.498313,0.931968,2188.970078,85.727968,1583.810280,70.252380,3.603328,5.835712,5.989632,1302.470337,295.333888,5.905536,561.352737
87,8.959835,-1.000000,0.000069,2.606707,3985.844971,32884.369804,0.400704,2185.138657,82.340991,1576.515747,70.505150,3.602272,4.633792,5.985600,1295.791750,293.978719,7.022400,566.484673
88,8.923852,-1.000000,0.000070,2.532113,3980.968262,32924.653346,0.790880,2178.574249,83.461407,1573.785286,72.262817,3.606912,4.847200,6.140672,1299.560223,290.737887,6.060416,559.645531
89,8.875603,-1.000000,0.000071,2.572170,3953.118652,33156.606600,0.469120,2167.346710,82.747936,1560.359421,70.691010,3.760544,5.086240,6.121024,1293.072887,295.172896,6.032704,549.320168
90,8.876427,-1.000000,0.000072,2.599797,4044.083984,32410.800692,0.707872,2203.904251,86.973952,1605.126404,73.706718,4.021216,4.625856,6.124928,1312.775743,294.219296,6.217504,563.734501
91,8.848837,-1.000000,0.000072,2.520424,3995.157471,32807.718084,0.285888,2190.926865,83.695968,1572.080101,73.819710,4.754976,4.637440,6.593760,1308.244102,295.799104,6.304448,557.834599
92,8.795079,-1.000000,0.000073,2.587075,3940.292969,33264.531607,0.277792,2166.993347,81.869632,1547.923668,71.774780,3.604928,4.836576,5.990464,1297.575169,289.502369,6.019136,552.988415
93,8.777625,-1.000000,0.000074,2.532982,3934.784912,33311.096522,0.491648,2160.038895,84.006815,1547.164070,70.696991,3.988224,4.619904,6.895392,1289.946304,292.393120,5.891392,550.686531
94,8.874799,-1.000000,0.000075,2.549138,4022.447021,32585.140165,0.286880,2190.777313,82.778271,1603.392868,70.426270,3.614080,4.624672,6.121312,1307.809729,297.298177,6.028064,558.022083
95,8.728464,-1.000000,0.000076,2.514810,3945.968506,33216.686805,0.526016,2159.469971,83.752129,1560.145912,71.253441,3.601152,4.636960,5.986848,1288.690149,292.480033,6.019424,551.891998
96,8.647764,-1.000000,0.000076,2.575207,3925.953613,33386.028698,0.279040,2158.786942,83.001504,1537.579742,70.876579,3.599968,4.643744,5.978976,1285.613375,295.548703,6.242848,549.184288
97,8.645303,-1.000000,0.000077,2.528091,4032.076416,32507.320417,1.220928,2199.915344,85.454560,1596.105507,75.285027,3.587712,4.928768,5.979904,1315.239553,291.579103,6.106272,566.165951
98,8.633810,-1.000000,0.000078,2.593666,4073.341553,32178.003809,2.073984,2230.702621,86.092288,1604.782425,73.589790,3.598752,7.684448,6.338528,1328.439236,302.097345,7.216448,564.371555
99,8.595552,-1.000000,0.000079,2.519216,3994.977783,32809.193721,0.296544,2187.286377,83.823904,1581.744698,70.243042,3.607648,4.639680,6.176096,1310.868446,293.898046,6.095200,555.125725
100,8.556756,8.585210,0.000080,2.556090,6750.411621,19416.890015,0.728864,2160.182724,82.664544,1560.584770,75.380798,4.073536,4.623808,6.000224,1291.584227,292.758017,6.579488,548.828701
101,8.478400,-1.000000,0.000080,2.570302,3996.033936,32800.522246,0.540800,2182.123322,86.139969,1577.383888,75.612671,3.931360,4.625280,6.335712,1300.356413,298.005408,5.891008,557.283005
102,8.493082,-1.000000,0.000081,2.513073,3971.442139,33003.628260,0.917472,2174.827957,83.417408,1569.895172,70.532547,3.593664,5.184352,6.389312,1299.166595,290.494336,5.894016,556.411907
103,8.485089,-1.000000,0.000082,2.472395,3962.004639,33082.242944,0.274080,2163.364807,84.022432,1566.063477,74.953316,4.330432,4.626208,5.984544,1293.447620,289.712352,6.022400,553.206085
104,8.491326,-1.000000,0.000083,2.498064,4032.031738,32507.680621,0.278272,2206.146103,84.383937,1591.820007,75.217949,3.922080,4.623744,6.196800,1318.286142,291.590847,7.459264,565.219749
105,8.454922,-1.000000,0.000083,2.537053,3993.253662,32823.359368,0.615744,2186.040527,85.818432,1578.726723,70.660385,3.591296,4.779168,7.432096,1303.856386,292.674016,6.909504,559.224323
106,8.403228,-1.000000,0.000084,2.473382,3955.870117,33133.544863,0.281728,2166.222412,83.419168,1562.333908,71.109123,3.595744,5.433504,6.176992,1292.136417,292.246527,6.327712,553.100197
107,8.357684,-1.000000,0.000085,2.481731,4027.898438,32541.038965,1.103840,2195.904221,82.464929,1601.570816,73.151649,3.604096,4.641952,6.127776,1307.399622,295.204735,7.469088,562.825436
108,8.345153,-1.000000,0.000086,2.498152,4072.773438,32182.492351,0.797888,2223.803802,87.354080,1612.965401,73.582748,4.159552,4.958784,6.530464,1328.938744,296.927711,5.903680,568.945637
109,8.278531,-1.000000,0.000087,2.571740,4063.462402,32256.235452,1.715360,2212.112503,88.061376,1610.984612,75.431519,4.102944,5.234816,6.762784,1318.232697,296.183457,5.899456,567.347557
110,8.300868,-1.000000,0.000087,2.471517,3984.320068,32896.955503,0.434400,2177.932098,84.306368,1571.581161,76.361954,4.053408,4.866144,6.004672,1297.935205,295.753088,6.318528,556.639935
111,8.261576,-1.000000,0.000088,2.455241,4015.338379,32642.827984,0.420672,2198.271225,82.640512,1591.939087,70.938370,3.597568,6.013472,6.880896,1309.630938,295.784318,5.893856,562.435192
112,8.246809,-1.000000,0.000089,2.434198,3973.301025,32988.187696,0.286432,2177.188904,82.737152,1570.705658,70.867683,3.599936,4.996864,5.988736,1298.197020,294.073215,6.101952,556.557026
113,8.203472,-1.000000,0.000090,2.479349,3979.409424,32937.550787,0.294688,2176.618866,84.799264,1573.812111,71.269409,3.599456,5.231488,6.130560,1296.206417,293.142624,6.037440,559.197502
114,8.196389,-1.000000,0.000091,2.486000,3994.389160,32814.028565,0.319424,2186.205826,82.094529,1578.427956,74.313728,3.593920,5.076768,5.994560,1306.373217,295.711778,5.893824,556.022560
115,8.144829,-1.000000,0.000091,2.480258,3933.449219,33322.408073,0.774592,2157.033142,84.202688,1550.114075,70.408035,3.602176,4.629952,6.481120,1288.025568,292.391167,6.113600,548.669376
116,8.095526,-1.000000,0.000092,2.413767,3920.275879,33434.381673,3.335616,2153.217636,81.427872,1540.093735,71.056259,3.598144,4.627968,5.998112,1285.040033,296.128161,5.889248,545.173500
117,8.066915,-1.000000,0.000093,2.412618,3972.768066,32992.613163,0.289376,2171.617508,82.881056,1569.994858,73.236099,3.941728,4.629952,6.323104,1298.379101,292.201888,6.644864,552.784409
118,8.061963,-1.000000,0.000094,2.474988,4029.365234,32529.193155,0.785568,2201.994080,85.246401,1596.631943,72.516228,3.599392,5.084608,6.197088,1318.225368,293.823841,5.907104,560.829189
119,8.034637,-1.000000,0.000094,2.491875,4043.944092,32411.921882,0.878368,2206.403885,85.422336,1604.868515,74.071968,3.601568,5.154720,6.846240,1314.514307,294.578721,6.730848,566.627811
120,8.123919,-1.000000,0.000095,2.407495,4023.591553,32575.871154,0.836992,2196.551544,87.482688,1593.767044,71.122147,4.705568,4.886592,6.001792,1312.651142,293.201376,7.272416,558.922562
121,8.124551,-1.000000,0.000096,2.347008,3978.976318,32941.135989,1.069664,2184.715088,83.591329,1566.208168,71.510689,3.778176,4.772864,6.204960,1305.885637,293.677056,6.039264,557.677124
122,8.076021,-1.000000,0.000097,2.279459,3975.126709,32973.036986,0.321504,2181.597397,84.463169,1562.743935,71.726814,4.043808,4.648480,6.350848,1305.244894,291.109056,6.329088,556.035526
123,7.965395,-1.000000,0.000098,2.337559,3964.410156,33062.169360,0.782304,2173.798828,84.181121,1562.294319,70.920509,3.835968,4.768288,5.988384,1304.291553,291.045920,6.031424,550.622196
124,7.974740,-1.000000,0.000098,2.371093,4003.851318,32736.480348,1.967744,2182.195023,84.109184,1583.808411,77.793922,3.787328,4.636544,5.980416,1306.974205,292.368161,5.895392,554.998203
125,7.961606,-1.000000,0.000099,2.363755,4024.793213,32566.145158,1.344416,2203.093399,85.742111,1592.727257,70.612320,3.597824,4.660032,6.588800,1319.661606,295.793759,6.727712,557.920952
126,7.942009,-1.000000,0.000100,2.333091,4010.334473,32683.558165,0.598560,2200.800919,82.608799,1583.931572,71.082817,3.914944,4.624576,7.836608,1311.115068,292.488192,6.576000,567.038582
127,7.862688,-1.000000,0.000101,2.266557,3994.314697,32814.640291,1.689632,2178.282654,83.833568,1585.177414,72.642845,3.918784,4.922304,7.026560,1301.817760,290.236959,5.889728,556.342888
128,7.814614,-1.000000,0.000102,2.241722,3979.856689,32933.849188,0.690720,2176.412949,84.204833,1576.209534,70.766914,3.612000,5.113120,6.203168,1296.244608,295.449344,6.105376,554.821114
129,7.930878,-1.000000,0.000102,2.211402,3991.164307,32840.542240,0.288160,2184.831299,82.875808,1578.579338,71.339745,3.602112,4.623520,6.180160,1305.547707,295.292927,5.901152,556.411709
130,7.867001,-1.000000,0.000103,2.275080,3967.492188,33036.485973,0.290304,2173.417068,83.667457,1567.809311,71.005058,3.603616,4.635968,5.983264,1299.458658,293.052385,6.951328,551.904003
131,7.839189,-1.000000,0.000104,2.255753,3974.625244,32977.197081,1.008800,2163.140030,83.518240,1566.448471,81.175812,3.962464,4.638112,6.119392,1291.755800,293.494112,5.889280,551.418240
132,7.829454,-1.000000,0.000105,2.263180,3999.007324,32776.134019,1.276000,2201.635574,84.690464,1568.560791,71.695839,3.595648,6.085344,6.478336,1310.287683,297.973665,7.044384,561.704906
133,7.761834,-1.000000,0.000106,2.201879,3931.738525,33336.906601,0.278592,2153.502518,84.076223,1551.841545,70.634979,3.845280,4.639648,5.988480,1279.266058,296.671264,6.032544,550.733311
134,7.776516,-1.000000,0.000106,2.206743,4045.118896,32402.508642,0.499424,2201.655853,86.241888,1606.068230,75.784096,4.083776,5.263200,7.993024,1317.255362,289.820737,6.184640,563.312931
135,7.689556,-1.000000,0.000107,2.167233,4002.636963,32746.412232,0.491680,2192.681808,84.920224,1580.590446,71.793884,3.606080,4.769472,6.113952,1310.149538,293.419071,6.927936,560.774300
136,7.698805,-1.000000,0.000108,2.173101,3963.401123,33070.586582,0.759552,2174.251205,82.948224,1563.460762,70.867584,3.607264,5.144192,6.806432,1297.877020,292.075008,6.639360,556.331993
137,7.612663,-1.000000,0.000109,2.214515,3966.959229,33040.924408,0.640256,2175.374039,82.855040,1566.935028,70.089409,3.599168,4.623808,6.367680,1302.261158,291.250689,6.096992,554.858978
138,7.580213,-1.000000,0.000109,2.159248,3921.822754,33421.194232,0.269952,2149.217773,81.858336,1546.144577,71.694817,3.846304,5.031488,6.121920,1284.975868,291.178946,6.063168,545.901913
139,7.541994,-1.000000,0.000110,2.158302,3926.559082,33380.880629,5.990112,2153.658035,81.691905,1543.646271,70.236000,3.606176,4.618592,5.982464,1288.125727,294.075776,5.893344,545.811298
