step,type,value,lr,norm,dt,tok_sec
0,val,10.902542114257812,,,,
0,train,10.902499198913574,1.1834e-06,3.6719,2121.64,30889.36
1,train,10.900450706481934,2.3669e-06,3.7955,981.67,66759.53
2,train,10.88201904296875,3.5503e-06,3.9894,982.42,66708.50
3,train,10.873795509338379,4.7337e-06,3.7537,982.18,66725.16
4,train,10.856078147888184,5.9172e-06,3.6814,985.54,66497.74
5,train,10.833100318908691,7.1006e-06,3.7776,981.53,66769.54
6,train,10.800326347351074,8.2840e-06,3.6522,980.34,66850.06
7,train,10.77837085723877,9.4675e-06,3.5781,979.10,66934.91
8,train,10.741191864013672,1.0651e-05,3.3635,977.85,67020.43
9,train,10.69942855834961,1.1834e-05,3.3810,978.72,66960.83
10,train,10.669629096984863,1.3018e-05,3.1762,981.49,66771.76
11,train,10.6439208984375,1.4201e-05,2.8465,980.08,66868.07
12,train,10.581899642944336,1.5385e-05,2.9713,983.54,66633.01
13,train,10.525447845458984,1.6568e-05,2.8713,984.19,66588.85
14,train,10.481006622314453,1.7751e-05,2.7230,987.09,66393.40
15,train,10.47113037109375,1.8935e-05,2.4186,980.41,66845.66
16,train,10.424371719360352,2.0118e-05,2.3104,982.39,66710.78
17,train,10.373188018798828,2.1302e-05,2.3075,984.63,66558.71
18,train,10.326448440551758,2.2485e-05,2.2260,982.73,66687.69
19,train,10.31454849243164,2.3669e-05,2.1025,984.36,66577.14
20,train,10.2753267288208,2.4852e-05,2.0145,983.06,66665.63
21,train,10.233428955078125,2.6036e-05,1.9732,993.92,65937.14
22,train,10.222807884216309,2.7219e-05,1.8931,1001.74,65422.46
23,train,10.219252586364746,2.8402e-05,1.7773,1007.74,65032.49
24,train,10.177704811096191,2.9586e-05,1.7858,1000.21,65522.57
25,train,10.118484497070312,3.0769e-05,1.9599,1005.42,65183.02
26,train,10.13556957244873,3.1953e-05,1.7596,1000.62,65495.43
27,train,10.079713821411133,3.3136e-05,1.8605,992.65,66021.02
28,train,10.063346862792969,3.4320e-05,1.8214,999.91,65541.95
29,train,10.058205604553223,3.5503e-05,1.7344,1000.76,65486.35
30,train,10.008398056030273,3.6686e-05,1.8652,989.93,66202.84
31,train,10.043313026428223,3.7870e-05,1.6725,1002.19,65393.08
32,train,10.007750511169434,3.9053e-05,1.7148,1003.14,65331.10
33,train,9.976663589477539,4.0237e-05,1.7330,991.53,66095.74
34,train,9.961935043334961,4.1420e-05,1.7450,1012.27,64741.74
35,train,9.950942039489746,4.2604e-05,1.7147,999.50,65569.11
36,train,9.937467575073242,4.3787e-05,1.6926,1016.48,64473.31
37,train,9.90254020690918,4.4970e-05,1.7099,1018.04,64374.76
38,train,9.875724792480469,4.6154e-05,1.7423,1023.70,64018.86
39,train,9.83743667602539,4.7337e-05,1.7749,1029.08,63684.19
40,train,9.824955940246582,4.8521e-05,1.7555,1004.90,65216.16
41,train,9.814830780029297,4.9704e-05,1.7435,991.20,66117.79
42,train,9.771677017211914,5.0888e-05,1.7963,994.46,65901.23
43,train,9.752725601196289,5.2071e-05,1.7744,1036.48,63229.53
44,train,9.758218765258789,5.3254e-05,1.6997,1010.27,64869.63
45,train,9.69915771484375,5.4438e-05,1.7559,998.97,65603.55
46,train,9.734601974487305,5.5621e-05,1.7249,1013.18,64683.65
47,train,9.69780158996582,5.6805e-05,1.6956,996.27,65781.23
48,train,9.644986152648926,5.7988e-05,1.7486,988.48,66299.50
49,train,9.681855201721191,5.9172e-05,1.7293,1022.31,64105.99
50,train,9.558856964111328,6.0355e-05,1.7580,1004.03,65272.80
51,train,9.504430770874023,6.1538e-05,1.8143,1004.12,65267.01
52,train,9.540788650512695,6.2722e-05,1.6635,1005.52,65176.34
53,train,9.49789047241211,6.3905e-05,1.7139,1005.59,65171.80
54,train,9.465231895446777,6.5089e-05,1.6838,994.47,65900.23
55,train,9.455310821533203,6.6272e-05,1.6427,990.79,66145.19
56,train,9.419100761413574,6.7456e-05,1.6389,1001.66,65427.60
57,train,9.389618873596191,6.8639e-05,1.6581,987.48,66367.14
58,train,9.345518112182617,6.9822e-05,1.6808,992.39,66038.51
59,train,9.37435531616211,7.1006e-05,1.5765,996.84,65743.59
60,train,9.27184009552002,7.2189e-05,1.6317,998.80,65614.74
61,train,9.246274948120117,7.3373e-05,1.6503,998.26,65650.01
62,train,9.22887134552002,7.4556e-05,1.6312,992.66,66020.49
63,train,9.243145942687988,7.5740e-05,1.5542,1004.76,65225.29
64,train,9.164480209350586,7.6923e-05,1.6464,992.61,66023.97
65,train,9.16767692565918,7.8107e-05,1.5985,1008.88,64959.45
66,train,9.085193634033203,7.9290e-05,1.6341,991.25,66114.52
67,train,9.044054985046387,8.0473e-05,1.6968,1001.58,65432.66
68,train,9.050496101379395,8.1657e-05,1.6000,999.70,65555.65
69,train,8.99692153930664,8.2840e-05,1.6167,1025.20,63925.32
70,train,8.994997024536133,8.4024e-05,1.5968,985.92,66472.25
71,train,8.917096138000488,8.5207e-05,1.6352,985.71,66486.33
72,train,8.886152267456055,8.6391e-05,1.6148,986.87,66408.01
73,train,8.867145538330078,8.7574e-05,1.6013,998.48,65635.75
74,train,8.858074188232422,8.8757e-05,1.5669,993.62,65956.92
75,train,8.801761627197266,8.9941e-05,1.5920,988.40,66305.00
76,train,8.755813598632812,9.1124e-05,1.6389,990.08,66192.46
77,train,8.747576713562012,9.2308e-05,1.5507,998.41,65640.17
78,train,8.71438980102539,9.3491e-05,1.5726,999.45,65571.97
79,train,8.698326110839844,9.4675e-05,1.5228,1005.83,65155.90
80,train,8.676837921142578,9.5858e-05,1.5293,996.20,65785.78
81,train,8.603954315185547,9.7041e-05,1.6132,1032.68,63462.15
82,train,8.58230209350586,9.8225e-05,1.5513,1043.03,62832.48
83,train,8.536867141723633,9.9408e-05,1.5370,1041.71,62912.06
84,train,8.540821075439453,1.0059e-04,1.5309,1004.84,65220.25
85,train,8.461565017700195,1.0178e-04,1.5070,990.94,66135.39
86,train,8.513324737548828,1.0296e-04,1.4374,984.01,66600.76
87,train,8.380599975585938,1.0414e-04,1.5419,999.15,65591.55
88,train,8.370827674865723,1.0533e-04,1.4604,987.03,66396.91
89,train,8.427868843078613,1.0651e-04,1.4424,988.98,66266.51
90,train,8.2806978225708,1.0769e-04,1.4580,1001.65,65427.96
91,train,8.314729690551758,1.0888e-04,1.4763,998.69,65621.80
92,train,8.284173965454102,1.1006e-04,1.4436,988.07,66327.17
93,train,8.215237617492676,1.1124e-04,1.4332,993.43,65969.12
94,train,8.137906074523926,1.1243e-04,1.4627,997.97,65669.02
95,train,8.191431999206543,1.1361e-04,1.3841,1005.53,65175.32
96,train,8.143571853637695,1.1479e-04,1.3803,1006.88,65088.17
97,train,8.077104568481445,1.1598e-04,1.3974,1000.85,65480.44
98,train,8.055924415588379,1.1716e-04,1.3682,996.29,65779.83
99,train,8.079544067382812,1.1834e-04,1.3565,1024.20,63987.42
100,train,8.094549179077148,1.1953e-04,1.3225,1022.63,64085.79
101,train,8.035451889038086,1.2071e-04,1.3650,987.93,66336.73
102,train,8.075664520263672,1.2189e-04,1.2349,1012.04,64756.60
103,train,8.043852806091309,1.2308e-04,1.2131,1019.55,64279.45
104,train,7.90055513381958,1.2426e-04,1.2830,999.14,65592.72
105,train,7.899517059326172,1.2544e-04,1.3576,1034.52,63349.37
106,train,7.851771354675293,1.2663e-04,1.2000,1013.68,64651.61
107,train,7.827282428741455,1.2781e-04,1.1927,1027.18,63801.97
108,train,7.887871742248535,1.2899e-04,1.1526,1021.15,64178.50
109,train,7.838551044464111,1.3018e-04,1.1194,995.23,65849.89
110,train,7.9120683670043945,1.3136e-04,1.0445,1027.35,63791.49
111,train,7.80634069442749,1.3254e-04,1.0513,1009.42,64924.65
112,train,7.7709808349609375,1.3373e-04,1.0511,1030.82,63576.69
113,train,7.605738162994385,1.3491e-04,1.1098,1033.19,63430.66
114,train,7.556703090667725,1.3609e-04,1.1299,1018.71,64332.29
115,train,7.621838569641113,1.3728e-04,1.0003,1016.79,64453.83
116,train,7.570206165313721,1.3846e-04,0.9558,1007.60,65041.82
117,train,7.644590854644775,1.3964e-04,0.9250,1005.95,65148.29
118,train,7.40831184387207,1.4083e-04,1.0230,1026.37,63852.47
119,train,7.410117149353027,1.4201e-04,0.9177,990.48,66166.08
120,train,7.525260925292969,1.4320e-04,0.8902,1004.74,65226.58
121,train,7.521030426025391,1.4438e-04,0.8535,1019.87,64259.41
122,train,7.4425177574157715,1.4556e-04,0.8101,1009.81,64899.02
123,train,7.45921516418457,1.4675e-04,0.7219,996.51,65765.36
124,train,7.436748027801514,1.4793e-04,0.7783,1004.39,65249.63
125,train,7.424661636352539,1.4911e-04,1.3795,1006.75,65096.65
126,train,7.4796037673950195,1.5030e-04,0.8133,1011.22,64809.03
127,train,7.337030410766602,1.5148e-04,0.8384,1004.01,65274.53
128,train,7.372673988342285,1.5266e-04,0.6162,995.15,65855.38
129,train,7.367729663848877,1.5385e-04,0.7477,1027.74,63766.97
130,train,7.410709381103516,1.5503e-04,0.6045,1010.01,64886.33
131,train,7.436428070068359,1.5621e-04,0.5802,1034.40,63356.45
132,train,7.422527313232422,1.5740e-04,0.5090,990.52,66163.00
133,train,7.4363484382629395,1.5858e-04,0.5525,997.12,65725.25
134,train,7.2868218421936035,1.5976e-04,0.7042,990.91,66137.14
135,train,7.3337626457214355,1.6095e-04,0.6555,992.50,66031.10
136,train,7.308356285095215,1.6213e-04,0.5633,1037.35,63176.11
137,train,7.377645015716553,1.6331e-04,0.4447,1004.17,65264.15
138,train,7.217864513397217,1.6450e-04,0.5263,1001.87,65413.99
139,train,7.2430219650268555,1.6568e-04,0.4716,989.80,66211.02
140,train,7.242719650268555,1.6686e-04,0.4146,993.19,65985.06
141,train,7.21678352355957,1.6805e-04,0.4618,988.13,66323.38
142,train,7.186661243438721,1.6923e-04,0.5680,986.53,66430.80
143,train,7.179013252258301,1.7041e-04,0.4123,985.80,66480.22
144,train,7.294724464416504,1.7160e-04,0.4051,987.13,66390.26
145,train,7.143523693084717,1.7278e-04,0.4490,989.11,66257.83
146,train,7.399478912353516,1.7396e-04,0.6495,992.10,66058.13
147,train,7.208036422729492,1.7515e-04,0.3902,1030.11,63620.52
148,train,7.133655548095703,1.7633e-04,0.4771,1004.21,65261.11
149,train,7.3219099044799805,1.7751e-04,0.3740,987.01,66398.74
150,train,7.826408863067627,1.7870e-04,0.8075,1004.58,65237.52
151,train,7.909037113189697,1.7988e-04,0.8833,1022.28,64107.86
152,train,7.240457057952881,1.8107e-04,0.5532,1014.21,64617.69
153,train,7.0835795402526855,1.8225e-04,0.5668,988.76,66280.78
154,train,7.152181625366211,1.8343e-04,0.5840,995.40,65839.04
155,train,8.76856803894043,1.8462e-04,4.9501,997.02,65732.05
156,train,7.863712787628174,1.8580e-04,2.5707,991.50,66098.01
157,train,7.1299872398376465,1.8698e-04,4.1331,993.72,65950.40
158,train,7.125218391418457,1.8817e-04,3.8788,994.81,65877.87
159,train,7.054651737213135,1.8935e-04,1.0027,996.80,65746.55
160,train,7.088597297668457,1.9053e-04,1.9396,995.80,65812.36
161,train,7.157797813415527,1.9172e-04,1.6309,992.39,66038.65
162,train,7.137182235717773,1.9290e-04,1.1210,995.61,65824.91
163,train,7.138360023498535,1.9408e-04,1.0544,993.65,65954.72
164,train,7.078503131866455,1.9527e-04,1.2233,1011.78,64772.76
165,train,7.102806091308594,1.9645e-04,0.7353,1019.34,64292.62
166,train,7.032567501068115,1.9763e-04,0.6443,999.24,65585.77
167,train,7.088628768920898,1.9882e-04,0.6941,1006.30,65125.69
168,train,7.0300068855285645,2.0000e-04,0.6383,1010.16,64876.84
169,train,7.157992362976074,2.0118e-04,0.6028,992.97,66000.17
170,train,6.956806659698486,2.0237e-04,0.6871,991.99,66065.18
171,train,7.070380687713623,2.0355e-04,0.5070,989.81,66210.62
172,train,6.931371688842773,2.0473e-04,0.6395,989.14,66255.53
173,train,7.018216133117676,2.0592e-04,0.7614,987.38,66373.49
174,train,6.962596893310547,2.0710e-04,0.5299,989.11,66257.35
175,train,7.119472026824951,2.0828e-04,0.7580,992.58,66026.04
176,train,7.000046730041504,2.0947e-04,0.6188,989.95,66201.20
177,train,6.955165386199951,2.1065e-04,0.5065,987.68,66353.80
178,train,6.946659088134766,2.1183e-04,0.4879,989.03,66263.06
179,train,6.878108978271484,2.1302e-04,0.5060,991.19,66118.41
180,train,6.7650651931762695,2.1420e-04,0.5797,990.80,66144.39
181,train,7.145987510681152,2.1538e-04,0.6304,986.59,66426.84
182,train,6.909659385681152,2.1657e-04,0.7714,987.18,66386.89
183,train,6.8796186447143555,2.1775e-04,0.7736,990.93,66135.85
184,train,6.878642559051514,2.1893e-04,0.5373,987.70,66352.24
185,train,6.861715793609619,2.2012e-04,0.5835,984.55,66564.74
186,train,6.766599655151367,2.2130e-04,0.4887,989.03,66262.67
187,train,6.940299034118652,2.2249e-04,0.4931,987.01,66398.21
188,train,7.023732662200928,2.2367e-04,0.4939,987.64,66355.94
189,train,7.239870071411133,2.2485e-04,1.1426,987.54,66363.14
190,train,6.8677802085876465,2.2604e-04,0.4076,987.00,66399.40
191,train,6.791284561157227,2.2722e-04,0.5543,989.70,66217.94
192,train,6.699745178222656,2.2840e-04,0.4754,987.99,66332.79
193,train,6.7246294021606445,2.2959e-04,0.6812,987.62,66357.18
194,train,6.715275764465332,2.3077e-04,0.3386,986.28,66447.49
195,train,6.8073883056640625,2.3195e-04,0.6308,986.12,66458.27
196,train,6.840329170227051,2.3314e-04,0.7337,988.57,66293.72
197,train,6.829285621643066,2.3432e-04,0.6340,988.43,66303.14
198,train,6.725341320037842,2.3550e-04,0.7514,988.07,66327.09
199,train,6.730738639831543,2.3669e-04,0.5870,986.90,66405.69
200,train,6.755390167236328,2.3787e-04,0.6031,988.81,66277.58
201,train,6.727624893188477,2.3905e-04,0.5166,989.74,66215.62
202,train,6.525623798370361,2.4024e-04,0.4250,988.96,66267.48
203,train,6.6500773429870605,2.4142e-04,0.5953,987.96,66335.00
204,train,6.631665229797363,2.4260e-04,0.4328,986.71,66418.65
205,train,6.6892499923706055,2.4379e-04,0.7052,989.55,66228.27
206,train,6.715132236480713,2.4497e-04,0.4903,987.94,66336.30
207,train,6.603203773498535,2.4615e-04,0.5892,984.66,66556.83
208,train,6.861476898193359,2.4734e-04,0.4797,990.05,66194.73
209,train,6.623417377471924,2.4852e-04,0.4555,989.35,66241.53
210,train,6.759355545043945,2.4970e-04,0.4624,987.22,66384.29
211,train,6.670398712158203,2.5089e-04,0.4666,985.25,66517.05
212,train,6.6286444664001465,2.5207e-04,0.5287,990.64,66155.50
213,train,6.5749192237854,2.5325e-04,0.4010,987.64,66356.26
214,train,6.6603827476501465,2.5444e-04,0.3786,987.54,66362.98
215,train,6.570002555847168,2.5562e-04,0.4941,985.15,66523.92
216,train,6.645503044128418,2.5680e-04,0.4859,989.01,66264.11
217,train,6.5327372550964355,2.5799e-04,0.4598,988.08,66326.55
218,train,6.53242826461792,2.5917e-04,0.5470,991.49,66098.46
219,train,6.602540493011475,2.6036e-04,0.5392,987.87,66340.94
220,train,6.638898849487305,2.6154e-04,0.4820,989.06,66260.88
221,train,6.520815372467041,2.6272e-04,0.5319,987.40,66372.37
222,train,6.498711585998535,2.6391e-04,0.5388,987.97,66334.21
223,train,6.671730995178223,2.6509e-04,0.4660,988.54,66295.98
224,train,6.56494140625,2.6627e-04,0.5685,988.58,66293.15
225,train,6.633082389831543,2.6746e-04,0.4909,988.91,66271.24
226,train,6.4730730056762695,2.6864e-04,0.6805,987.77,66347.10
227,train,6.624616622924805,2.6982e-04,0.6848,987.55,66362.16
228,train,6.553014278411865,2.7101e-04,0.6010,986.56,66428.83
229,train,6.547910213470459,2.7219e-04,0.7333,987.83,66343.69
230,train,6.456556797027588,2.7337e-04,0.5131,986.30,66446.57
231,train,6.5094313621521,2.7456e-04,0.5719,988.39,66305.52
232,train,6.493151664733887,2.7574e-04,0.4736,986.94,66403.28
233,train,6.424480438232422,2.7692e-04,0.4856,987.79,66346.40
234,train,6.462553024291992,2.7811e-04,0.3824,987.22,66384.65
235,train,6.4918012619018555,2.7929e-04,0.6458,987.30,66378.94
236,train,6.540731430053711,2.8047e-04,0.5798,986.61,66425.59
237,train,6.420517921447754,2.8166e-04,0.7593,986.78,66414.13
238,train,6.3382720947265625,2.8284e-04,0.5056,985.95,66470.05
239,train,6.528746128082275,2.8402e-04,0.6262,987.58,66360.01
240,train,6.494113445281982,2.8521e-04,0.5412,989.03,66263.01
241,train,6.690340995788574,2.8639e-04,0.7963,985.40,66507.13
242,train,6.577098846435547,2.8757e-04,0.5536,985.82,66478.84
243,train,6.728254318237305,2.8876e-04,1.0858,986.68,66420.83
244,train,6.582374572753906,2.8994e-04,0.4697,988.67,66287.18
245,train,6.631678581237793,2.9112e-04,0.5951,983.97,66603.34
246,train,6.441055774688721,2.9231e-04,0.4845,984.90,66540.62
247,train,6.514166831970215,2.9349e-04,0.5716,986.50,66432.65
248,train,6.490201473236084,2.9467e-04,0.3698,989.56,66227.50
249,train,6.507441520690918,2.9586e-04,0.5760,989.30,66244.74
250,train,6.475378036499023,2.9704e-04,0.4295,989.31,66244.36
251,train,6.5711188316345215,2.9822e-04,0.5716,990.33,66176.03
252,train,6.668955326080322,2.9941e-04,0.7464,986.13,66457.46
253,train,6.389064311981201,3.0059e-04,0.7255,1008.22,65001.43
254,train,6.388516902923584,3.0178e-04,0.6525,1007.32,65059.49
255,train,6.453063488006592,3.0296e-04,0.6483,1017.96,64379.58
256,train,6.4458417892456055,3.0414e-04,0.7146,992.56,66027.34
257,train,6.346739768981934,3.0533e-04,0.6085,1016.94,64444.17
258,train,6.855712890625,3.0651e-04,0.8145,1023.11,64055.71
259,train,6.351748943328857,3.0769e-04,0.6360,994.29,65912.24
260,train,6.475332736968994,3.0888e-04,0.6426,1047.09,62588.47
261,train,6.553150653839111,3.1006e-04,0.6179,1045.59,62678.68
262,train,6.464814186096191,3.1124e-04,0.6297,1050.51,62385.04
263,train,6.548764705657959,3.1243e-04,0.7850,1037.16,63187.80
264,train,6.493681907653809,3.1361e-04,0.4787,1000.40,65509.67
265,train,6.588400840759277,3.1479e-04,1.0301,1010.27,64870.02
266,train,6.4493608474731445,3.1598e-04,0.6567,1016.48,64473.51
267,train,6.441648483276367,3.1716e-04,0.9671,1020.31,64231.28
268,train,6.471221446990967,3.1834e-04,0.6207,992.14,66055.51
269,train,6.573150634765625,3.1953e-04,0.7542,1007.34,65058.58
270,train,6.409069061279297,3.2071e-04,0.6864,1018.32,64357.04
271,train,6.351288318634033,3.2189e-04,0.5867,1036.52,63226.75
272,train,6.348762035369873,3.2308e-04,0.6415,1016.90,64447.07
273,train,6.510807991027832,3.2426e-04,0.6231,1000.79,65484.59
274,train,6.380530834197998,3.2544e-04,0.5050,1012.74,64711.26
275,train,6.223453998565674,3.2663e-04,0.4946,1020.03,64249.33
276,train,6.310194969177246,3.2781e-04,0.6116,1021.36,64165.73
277,train,6.309782981872559,3.2899e-04,0.5868,1019.83,64261.53
278,train,6.16506290435791,3.3018e-04,0.6166,1004.48,65243.59
279,train,6.445415019989014,3.3136e-04,0.8993,1029.16,63679.19
280,train,6.360424518585205,3.3254e-04,0.7238,978.33,66987.86
281,train,6.237813949584961,3.3373e-04,0.7498,994.40,65905.11
282,train,6.304717063903809,3.3491e-04,0.6446,985.37,66509.03
283,train,6.262502193450928,3.3609e-04,0.8187,977.11,67070.94
284,train,6.406957626342773,3.3728e-04,0.5874,978.58,66970.49
285,train,6.365612983703613,3.3846e-04,0.5865,1043.47,62805.59
286,train,6.329799175262451,3.3964e-04,0.6088,1046.49,62624.49
287,train,6.330706596374512,3.4083e-04,0.5896,1015.21,64554.29
288,train,6.254751682281494,3.4201e-04,0.6040,972.05,67420.21
289,train,6.3524017333984375,3.4320e-04,0.6107,975.44,67185.99
290,train,6.283111095428467,3.4438e-04,0.5348,1013.17,64684.34
291,train,6.302596092224121,3.4556e-04,0.5533,1001.54,65435.02
292,train,6.531739234924316,3.4675e-04,0.5548,1001.20,65457.30
293,train,6.4012298583984375,3.4793e-04,0.5805,972.15,67413.23
294,train,6.333381652832031,3.4911e-04,0.7554,972.97,67356.42
295,train,6.275640487670898,3.5030e-04,0.6643,971.71,67444.08
296,train,6.262753009796143,3.5148e-04,0.5753,972.02,67422.62
297,train,6.261904716491699,3.5266e-04,0.5341,1000.65,65493.36
298,train,6.189345836639404,3.5385e-04,0.5275,1005.81,65157.71
299,train,6.091424465179443,3.5503e-04,0.5283,1018.98,64314.99
300,train,6.388320446014404,3.5621e-04,0.6885,1058.95,61887.46
301,train,6.3995747566223145,3.5740e-04,0.5758,1003.97,65276.92
302,train,6.093444347381592,3.5858e-04,0.5527,997.18,65721.29
303,train,6.2566704750061035,3.5976e-04,0.5540,998.25,65650.67
304,train,6.130678176879883,3.6095e-04,0.7038,1003.35,65317.12
305,train,6.2660231590271,3.6213e-04,0.7931,1000.84,65481.30
306,train,6.101280689239502,3.6331e-04,0.6190,998.25,65650.78
307,train,6.210575103759766,3.6450e-04,0.7238,997.24,65717.69
308,train,6.270813465118408,3.6568e-04,0.4659,1002.67,65361.20
309,train,6.244076251983643,3.6686e-04,0.6285,1015.64,64526.98
310,train,6.422590255737305,3.6805e-04,0.6723,1026.67,63833.26
311,train,6.417057991027832,3.6923e-04,0.6033,1037.01,63196.98
312,train,6.13640832901001,3.7041e-04,0.5806,1020.82,64199.09
313,train,6.310435771942139,3.7160e-04,0.7249,986.99,66399.70
314,train,6.293940544128418,3.7278e-04,0.4882,988.18,66319.73
315,train,6.381277084350586,3.7396e-04,0.4838,983.58,66630.25
316,train,6.28872537612915,3.7515e-04,0.4323,987.23,66383.43
317,train,6.2920331954956055,3.7633e-04,0.4728,986.41,66438.98
318,train,6.179136753082275,3.7751e-04,0.3781,986.80,66412.63
319,train,6.488113880157471,3.7870e-04,0.5200,988.79,66279.29
320,train,6.285988807678223,3.7988e-04,0.4657,987.63,66357.08
321,train,6.153143882751465,3.8107e-04,0.5265,986.43,66437.29
322,train,6.147500514984131,3.8225e-04,0.4341,986.46,66435.39
323,train,6.260410308837891,3.8343e-04,0.5566,986.03,66464.58
324,train,6.380220413208008,3.8462e-04,0.5010,988.36,66308.08
325,train,6.312588691711426,3.8580e-04,0.5508,988.42,66303.62
326,train,6.270773410797119,3.8698e-04,0.5789,987.50,66365.41
327,train,6.206532955169678,3.8817e-04,0.4090,986.93,66403.95
328,train,6.156274795532227,3.8935e-04,0.5497,987.91,66337.82
329,train,6.143049240112305,3.9053e-04,0.4589,988.12,66323.86
330,train,6.373540878295898,3.9172e-04,0.5420,987.17,66387.71
331,train,6.166705131530762,3.9290e-04,0.5501,987.87,66340.57
332,train,6.326059341430664,3.9408e-04,0.9615,986.45,66436.47
333,train,6.14091157913208,3.9527e-04,0.7645,987.07,66394.60
334,train,6.216588973999023,3.9645e-04,0.7798,988.47,66300.20
335,train,6.356229782104492,3.9763e-04,1.0799,988.27,66313.89
336,train,6.128445625305176,3.9882e-04,0.7082,987.27,66380.91
337,train,6.175838470458984,4.0000e-04,0.8310,987.20,66385.74
338,train,6.179897308349609,4.0000e-04,0.6325,987.54,66362.70
339,train,6.1993913650512695,4.0000e-04,0.5256,987.74,66349.30
340,train,6.192096710205078,4.0000e-04,0.6861,984.52,66566.52
341,train,6.144981384277344,4.0000e-04,0.4268,987.98,66333.19
342,train,6.143762111663818,4.0000e-04,0.5367,988.16,66320.98
343,train,6.1842498779296875,4.0000e-04,0.5943,986.29,66446.68
344,train,6.254894256591797,4.0000e-04,0.4201,987.50,66365.81
345,train,6.131246089935303,4.0000e-04,0.4760,988.87,66273.73
346,train,6.175624847412109,3.9999e-04,0.7111,988.76,66281.17
347,train,6.174526691436768,3.9999e-04,0.5870,986.89,66406.36
348,train,6.242735385894775,3.9999e-04,0.6103,986.18,66454.70
349,train,6.414219856262207,3.9999e-04,0.6574,986.91,66405.33
350,train,6.0759382247924805,3.9999e-04,2.1010,986.35,66442.83
351,train,6.224323749542236,3.9998e-04,1.2838,986.95,66402.65
352,train,6.133077621459961,3.9998e-04,0.7189,987.35,66375.93
353,train,6.360134601593018,3.9998e-04,0.8860,988.77,66280.36
354,train,6.194560527801514,3.9998e-04,0.6924,990.77,66146.22
355,train,6.198288917541504,3.9997e-04,0.7232,988.05,66328.85
356,train,6.169867992401123,3.9997e-04,0.5649,986.28,66447.78
357,train,6.289468765258789,3.9997e-04,0.7130,987.23,66383.51
358,train,6.0664496421813965,3.9996e-04,0.6202,985.85,66476.33
359,train,6.121265888214111,3.9996e-04,0.6745,987.47,66367.35
360,train,6.142911434173584,3.9995e-04,0.6816,987.49,66366.37
361,train,6.289372444152832,3.9995e-04,0.7626,989.22,66250.14
362,train,6.131345748901367,3.9994e-04,0.6998,986.92,66404.90
363,train,6.210599899291992,3.9994e-04,1.0968,985.38,66508.31
364,train,6.209662437438965,3.9994e-04,0.6018,989.27,66247.04
365,train,6.237646102905273,3.9993e-04,0.5840,988.37,66307.46
366,train,6.124441146850586,3.9992e-04,0.6934,987.75,66348.72
367,train,6.211531162261963,3.9992e-04,0.5419,986.88,66407.39
368,train,6.062993049621582,3.9991e-04,0.5591,986.62,66424.75
369,train,6.047666549682617,3.9991e-04,0.6717,986.99,66399.78
370,train,6.100549697875977,3.9990e-04,0.4845,988.08,66326.72
371,train,6.061196327209473,3.9990e-04,0.6726,987.76,66348.26
372,train,6.111356735229492,3.9989e-04,0.5391,986.63,66424.17
373,train,6.388818264007568,3.9988e-04,0.6238,986.76,66415.35
374,train,6.249553203582764,3.9988e-04,0.7218,987.26,66381.71
375,train,6.506069183349609,3.9987e-04,0.7090,985.78,66481.48
376,train,6.205063819885254,3.9986e-04,0.4810,988.14,66322.34
377,train,6.2270894050598145,3.9985e-04,0.4768,987.23,66383.70
378,train,6.357258319854736,3.9985e-04,0.5597,988.13,66323.43
379,train,6.322287082672119,3.9984e-04,0.5539,984.88,66541.91
380,train,6.319643020629883,3.9983e-04,0.6246,988.82,66276.94
381,train,6.280552387237549,3.9982e-04,0.6471,986.86,66408.94
382,train,6.286827087402344,3.9981e-04,0.5978,988.28,66313.12
383,train,6.233922481536865,3.9981e-04,0.4268,985.00,66533.87
384,train,6.369258403778076,3.9980e-04,0.4666,985.03,66532.15
385,train,6.295156002044678,3.9979e-04,0.5658,987.05,66395.66
386,train,6.213128566741943,3.9978e-04,0.4470,990.04,66195.54
387,train,6.181341171264648,3.9977e-04,0.6002,986.08,66460.82
388,train,6.319677352905273,3.9976e-04,0.5640,986.33,66444.15
389,train,6.339537620544434,3.9975e-04,0.4721,988.68,66286.18
390,train,6.316901683807373,3.9974e-04,0.4775,987.36,66374.96
391,train,6.290820121765137,3.9973e-04,0.5347,986.51,66432.36
392,train,6.1662917137146,3.9972e-04,0.6542,986.97,66400.94
393,train,6.195933818817139,3.9971e-04,0.4529,984.89,66541.49
394,train,6.199639320373535,3.9970e-04,0.5218,988.29,66312.50
395,train,6.190851211547852,3.9969e-04,0.4851,989.94,66202.04
396,train,6.182806491851807,3.9968e-04,0.5418,986.79,66413.60
397,train,6.179670333862305,3.9967e-04,0.5016,988.28,66313.43
398,train,6.346534252166748,3.9966e-04,0.5592,987.40,66372.08
399,train,6.215433120727539,3.9964e-04,0.5656,985.96,66469.00
400,train,6.207254409790039,3.9963e-04,0.4611,986.81,66411.80
401,train,6.36611270904541,3.9962e-04,0.4593,986.41,66438.62
402,train,6.276867866516113,3.9961e-04,0.5901,987.68,66353.21
403,train,6.122066974639893,3.9960e-04,0.5030,986.98,66400.67
404,train,6.345045566558838,3.9958e-04,0.5048,983.36,66644.92
405,train,6.263595104217529,3.9957e-04,0.5187,989.33,66242.86
