step,type,value,lr,norm,dt,tok_sec
739,train,5.598513603210449,3.8482e-04,0.5974,971.79,67438.35
740,train,5.699795722961426,3.8475e-04,0.5615,971.96,67426.49
741,train,5.74151611328125,3.8467e-04,0.8866,972.62,67380.59
742,train,5.679515838623047,3.8460e-04,0.6559,973.37,67329.16
743,train,5.683963775634766,3.8452e-04,0.7579,970.99,67493.96
744,train,5.695944309234619,3.8445e-04,0.6614,971.41,67464.83
745,train,5.762053489685059,3.8437e-04,0.6274,972.52,67387.93
746,train,5.635228633880615,3.8430e-04,0.7943,972.20,67410.12
747,train,5.678344249725342,3.8422e-04,0.7022,971.60,67451.34
748,train,5.74717903137207,3.8414e-04,0.5941,972.45,67392.80
749,train,5.657764434814453,3.8407e-04,0.6812,973.86,67294.93
750,train,5.779013156890869,3.8399e-04,0.7129,971.32,67471.34
751,train,5.8148112297058105,3.8392e-04,0.6203,972.44,67393.63
752,train,5.722062587738037,3.8384e-04,0.8601,971.96,67426.51
753,train,5.95796537399292,3.8376e-04,0.7181,973.05,67351.38
754,train,5.749441623687744,3.8368e-04,0.7751,973.03,67352.57
755,train,5.688953876495361,3.8361e-04,0.7539,972.40,67396.30
756,train,5.7102837562561035,3.8353e-04,0.6823,972.59,67383.07
757,train,5.648058891296387,3.8345e-04,0.8472,972.77,67370.55
758,train,5.71809196472168,3.8337e-04,0.7840,972.48,67390.68
759,train,5.877946853637695,3.8330e-04,0.7814,971.85,67434.53
760,train,5.9595723152160645,3.8322e-04,0.8034,971.36,67468.01
761,train,5.676915168762207,3.8314e-04,0.9818,972.68,67376.76
762,train,5.712977409362793,3.8306e-04,0.6879,972.75,67372.18
763,train,5.767330169677734,3.8298e-04,0.8385,972.58,67383.93
764,train,5.6754536628723145,3.8290e-04,0.8225,973.59,67313.98
765,train,5.73730993270874,3.8282e-04,0.7072,973.08,67349.27
766,train,5.734183311462402,3.8275e-04,0.8480,971.55,67455.11
767,train,5.70668363571167,3.8267e-04,0.7158,972.64,67379.52
768,train,5.707945823669434,3.8259e-04,0.6933,973.87,67294.22
769,train,5.63698148727417,3.8251e-04,0.8116,970.64,67518.36
770,train,5.687846660614014,3.8243e-04,0.6391,972.29,67403.44
771,train,5.641988277435303,3.8235e-04,0.6297,971.70,67444.65
772,train,5.651482105255127,3.8227e-04,0.6954,971.73,67442.92
773,train,5.8791937828063965,3.8219e-04,1.3237,971.92,67429.10
774,train,5.696930885314941,3.8211e-04,0.9725,971.59,67452.09
775,train,5.724881649017334,3.8202e-04,1.3314,972.83,67366.31
776,train,5.545973300933838,3.8194e-04,0.8177,971.21,67478.43
777,train,5.617565155029297,3.8186e-04,0.7017,972.30,67402.98
778,train,5.670926094055176,3.8178e-04,0.7310,971.56,67454.39
779,train,5.648230075836182,3.8170e-04,0.8468,973.35,67330.32
780,train,5.67709493637085,3.8162e-04,0.7070,971.56,67454.14
781,train,5.735103607177734,3.8154e-04,0.7893,972.91,67360.69
782,train,5.632622241973877,3.8145e-04,0.7368,972.83,67366.59
783,train,5.64105224609375,3.8137e-04,0.8021,971.96,67426.36
784,train,5.7668867111206055,3.8129e-04,1.2588,972.36,67398.96
785,train,5.7703022956848145,3.8121e-04,1.1399,972.12,67415.34
786,train,5.783407211303711,3.8112e-04,1.1456,973.33,67331.60
787,train,5.5855913162231445,3.8104e-04,0.7929,973.07,67350.06
788,train,5.699167251586914,3.8096e-04,0.7220,971.35,67469.27
789,train,5.596270561218262,3.8088e-04,0.8752,972.06,67419.49
790,train,5.68372917175293,3.8079e-04,0.8913,973.44,67324.05
791,train,5.708508491516113,3.8071e-04,1.2926,972.47,67391.13
792,train,5.551123142242432,3.8062e-04,1.2872,973.74,67303.08
793,train,5.694792747497559,3.8054e-04,0.8861,972.01,67423.40
794,train,5.657800674438477,3.8046e-04,0.8700,972.15,67413.38
795,train,5.835052967071533,3.8037e-04,0.9470,972.82,67367.18
796,train,5.691391944885254,3.8029e-04,0.8782,972.47,67391.39
797,train,5.722859859466553,3.8020e-04,0.8088,971.86,67433.80
798,train,5.683126449584961,3.8012e-04,0.8155,973.33,67331.59
799,train,5.7368550300598145,3.8003e-04,0.7977,972.88,67362.67
800,train,5.831198692321777,3.7995e-04,1.0752,971.53,67456.70
801,train,5.657824993133545,3.7986e-04,0.9402,973.03,67352.41
802,train,5.691632270812988,3.7978e-04,0.8613,971.90,67430.49
803,train,5.638833045959473,3.7969e-04,1.0459,973.35,67330.63
804,train,5.709644317626953,3.7961e-04,0.7825,972.82,67367.38
805,train,5.623362064361572,3.7952e-04,0.8538,972.40,67396.17
806,train,5.674902439117432,3.7944e-04,0.7542,972.29,67403.76
807,train,5.796740531921387,3.7935e-04,0.7691,973.11,67346.86
808,train,5.66681432723999,3.7926e-04,0.7414,974.12,67276.94
809,train,5.566715717315674,3.7918e-04,0.8268,971.91,67430.31
810,train,5.615934371948242,3.7909e-04,0.6599,972.04,67420.85
811,train,5.702012062072754,3.7900e-04,0.6778,971.54,67455.45
812,train,5.706042289733887,3.7892e-04,0.6590,973.05,67351.19
813,train,5.595724582672119,3.7883e-04,0.6887,973.17,67342.77
814,train,5.665127277374268,3.7874e-04,0.6614,971.70,67444.37
815,train,5.619673728942871,3.7865e-04,0.6485,973.74,67303.22
816,train,5.584619522094727,3.7856e-04,0.6224,972.95,67358.37
817,train,5.6664299964904785,3.7848e-04,0.6636,971.76,67440.77
818,train,5.543210983276367,3.7839e-04,0.5374,972.48,67390.40
819,train,5.591673851013184,3.7830e-04,0.6138,972.96,67357.24
820,train,5.598773002624512,3.7821e-04,0.6595,972.12,67415.82
821,train,5.6920013427734375,3.7812e-04,0.6871,971.89,67431.57
822,train,5.698889255523682,3.7803e-04,0.6060,973.11,67346.85
823,train,5.670053482055664,3.7795e-04,0.6194,972.98,67355.64
824,train,5.708627223968506,3.7786e-04,0.8973,973.12,67345.99
825,train,5.638895034790039,3.7777e-04,0.5793,973.09,67348.33
826,train,5.129361152648926,3.7768e-04,1.6990,972.91,67360.78
827,train,5.543637275695801,3.7759e-04,0.8612,971.80,67437.72
828,train,5.658828258514404,3.7750e-04,0.7507,971.93,67429.05
829,train,5.559972286224365,3.7741e-04,0.7850,972.38,67397.74
830,train,5.529962062835693,3.7732e-04,0.8587,973.10,67347.92
831,train,5.608111381530762,3.7723e-04,0.6812,971.04,67490.62
832,train,5.658089637756348,3.7714e-04,0.9851,970.52,67526.59
833,train,5.719709396362305,3.7705e-04,0.8524,971.67,67446.64
834,train,5.576237678527832,3.7696e-04,0.8374,972.65,67378.72
835,train,5.600460052490234,3.7687e-04,0.7689,971.92,67429.25
836,train,5.712765693664551,3.7677e-04,0.7182,972.51,67388.85
837,train,5.621607780456543,3.7668e-04,0.7757,973.31,67333.43
838,train,5.521014213562012,3.7659e-04,0.6518,974.11,67278.00
839,train,5.655227184295654,3.7650e-04,0.7271,972.39,67397.16
840,train,5.604159355163574,3.7641e-04,0.7024,972.17,67412.20
841,train,5.522391319274902,3.7632e-04,0.6135,973.36,67329.49
842,train,5.609638214111328,3.7622e-04,0.8757,973.19,67341.62
843,train,5.687003135681152,3.7613e-04,0.6751,972.47,67391.21
844,train,5.620000839233398,3.7604e-04,0.7971,972.68,67376.96
845,train,5.55721378326416,3.7595e-04,0.7177,972.51,67388.52
846,train,5.512045383453369,3.7585e-04,0.7019,972.31,67402.35
847,train,5.542607307434082,3.7576e-04,0.6405,972.79,67369.26
848,train,5.5427961349487305,3.7567e-04,0.6586,972.38,67397.46
849,train,5.692408561706543,3.7557e-04,0.6404,973.28,67335.28
850,train,5.653132438659668,3.7548e-04,0.6412,972.57,67384.54
851,train,5.598051071166992,3.7539e-04,0.6709,974.26,67267.41
852,train,5.481743335723877,3.7529e-04,0.5948,972.50,67388.92
853,train,5.494093418121338,3.7520e-04,0.5740,974.65,67240.44
854,train,5.501473903656006,3.7511e-04,0.7750,972.45,67392.40
855,train,5.629271984100342,3.7501e-04,0.7601,971.69,67445.35
856,train,5.545243263244629,3.7492e-04,0.8435,972.93,67359.72
857,train,5.500372886657715,3.7482e-04,0.7877,972.47,67391.48
858,train,5.421466827392578,3.7473e-04,0.7243,972.22,67408.55
859,train,5.588210582733154,3.7463e-04,0.7873,971.28,67474.02
860,train,5.601583957672119,3.7454e-04,0.7914,973.02,67353.48
861,train,5.534056186676025,3.7444e-04,0.6198,972.48,67390.54
862,train,5.662378787994385,3.7435e-04,0.6331,972.99,67354.93
863,train,5.453124046325684,3.7425e-04,0.7376,973.85,67296.00
864,train,5.5394287109375,3.7416e-04,0.6366,971.57,67453.56
865,train,5.742918968200684,3.7406e-04,0.5832,973.16,67343.78
866,train,5.564960956573486,3.7396e-04,0.5927,972.31,67402.65
867,train,5.563748836517334,3.7387e-04,0.6074,972.17,67412.22
868,train,5.636924743652344,3.7377e-04,0.6381,972.99,67355.44
869,train,5.560217380523682,3.7367e-04,0.6248,972.08,67418.11
870,train,5.456020355224609,3.7358e-04,0.6277,972.26,67405.54
871,train,5.479584693908691,3.7348e-04,0.6995,972.80,67368.11
872,train,5.6346211433410645,3.7338e-04,0.6738,972.59,67383.17
873,train,5.692525386810303,3.7329e-04,0.7830,972.44,67393.25
874,train,5.454835414886475,3.7319e-04,0.6342,973.04,67351.67
875,train,5.550472736358643,3.7309e-04,0.7409,972.68,67376.43
876,train,5.661232948303223,3.7299e-04,1.0632,971.41,67464.52
877,train,5.436561584472656,3.7290e-04,0.8155,972.86,67364.36
878,train,5.630124568939209,3.7280e-04,0.7380,973.82,67297.58
879,train,5.344404220581055,3.7270e-04,0.7587,973.47,67322.19
880,train,5.42231559753418,3.7260e-04,0.6571,973.93,67290.41
881,train,5.525222301483154,3.7250e-04,1.0802,973.59,67313.45
882,train,5.54032039642334,3.7240e-04,0.7172,973.80,67299.26
883,train,5.597848415374756,3.7230e-04,0.7177,973.92,67290.84
884,train,5.61946964263916,3.7221e-04,0.7247,974.73,67234.88
885,train,5.564408779144287,3.7211e-04,0.9145,972.91,67360.69
886,train,5.649841785430908,3.7201e-04,0.9190,974.11,67277.96
887,train,5.49953556060791,3.7191e-04,0.7387,974.72,67235.90
888,train,5.508973598480225,3.7181e-04,0.7027,974.59,67244.68
889,train,5.596778869628906,3.7171e-04,0.7461,973.38,67328.31
890,train,5.493801116943359,3.7161e-04,0.7277,973.86,67295.36
891,train,5.520367622375488,3.7151e-04,0.6734,972.47,67391.28
892,train,5.408605575561523,3.7141e-04,0.6560,974.77,67232.61
893,train,5.535106658935547,3.7131e-04,0.8173,972.47,67391.31
894,train,5.502647399902344,3.7121e-04,0.7778,973.82,67298.14
895,train,5.5612568855285645,3.7111e-04,0.7343,971.36,67468.19
896,train,5.500863075256348,3.7100e-04,0.6804,973.17,67342.90
897,train,5.4385552406311035,3.7090e-04,0.8370,972.89,67362.25
898,train,5.5085906982421875,3.7080e-04,0.7540,971.98,67424.98
899,train,5.50885534286499,3.7070e-04,0.7269,971.99,67424.57
900,train,5.592045307159424,3.7060e-04,0.6920,971.95,67427.60
901,train,5.420015811920166,3.7050e-04,0.7088,972.21,67409.29
902,train,5.523690700531006,3.7040e-04,0.6686,972.59,67382.87
903,train,5.446321487426758,3.7029e-04,0.6788,973.05,67351.35
904,train,5.380642414093018,3.7019e-04,0.7178,972.25,67406.48
905,train,5.525108337402344,3.7009e-04,0.7548,972.17,67412.25
906,train,5.38341760635376,3.6999e-04,0.6792,971.67,67446.77
907,train,5.569659233093262,3.6988e-04,0.7749,972.41,67395.19
908,train,5.499495983123779,3.6978e-04,0.8254,973.76,67301.75
909,train,5.552187919616699,3.6968e-04,0.6773,972.71,67374.94
910,train,5.446877956390381,3.6957e-04,0.8930,972.04,67421.13
911,train,5.5262556076049805,3.6947e-04,0.7103,973.15,67343.98
912,train,5.594535827636719,3.6937e-04,0.6904,973.72,67305.09
913,train,5.524322509765625,3.6926e-04,0.6615,972.28,67404.42
914,train,5.467357158660889,3.6916e-04,0.6218,972.61,67381.78
915,train,5.687220573425293,3.6906e-04,0.9600,974.61,67243.48
916,train,5.717955112457275,3.6895e-04,0.9773,972.94,67358.80
917,train,5.463558197021484,3.6885e-04,0.7419,974.13,67276.20
918,train,5.463232040405273,3.6874e-04,0.6883,973.20,67341.01
919,train,5.537142753601074,3.6864e-04,0.7331,974.08,67280.19
920,train,5.44295597076416,3.6853e-04,0.9236,973.37,67329.31
921,train,5.54410457611084,3.6843e-04,0.8904,972.35,67399.61
922,train,5.512141704559326,3.6832e-04,0.8324,971.96,67426.97
923,train,5.442892074584961,3.6822e-04,0.8295,973.87,67294.43
924,train,5.473060131072998,3.6811e-04,0.7199,972.59,67382.72
925,train,5.724614143371582,3.6801e-04,0.9671,974.05,67282.16
926,train,5.597561836242676,3.6790e-04,0.8287,971.33,67470.66
927,train,5.4782795906066895,3.6780e-04,0.7608,971.76,67440.72
928,train,5.5507097244262695,3.6769e-04,0.7638,972.84,67365.40
929,train,5.443178176879883,3.6758e-04,0.7639,972.47,67391.34
930,train,5.505715847015381,3.6748e-04,0.7493,973.22,67339.13
931,train,5.376018047332764,3.6737e-04,0.6573,973.83,67297.02
932,train,5.482574462890625,3.6726e-04,0.9080,974.00,67285.65
933,train,5.6506781578063965,3.6716e-04,1.0080,974.41,67257.35
934,train,5.436980724334717,3.6705e-04,0.8692,974.25,67268.30
935,train,5.432751178741455,3.6694e-04,0.7438,974.34,67261.78
936,train,5.459234237670898,3.6684e-04,0.7279,973.53,67317.97
937,train,5.384227752685547,3.6673e-04,0.8115,973.93,67290.43
938,train,5.474344253540039,3.6662e-04,0.7505,973.75,67302.70
939,train,5.338055610656738,3.6651e-04,0.7849,973.98,67287.05
940,train,5.516843318939209,3.6640e-04,0.8302,972.93,67359.11
941,train,5.46322774887085,3.6630e-04,0.8179,973.52,67318.56
942,train,5.413345813751221,3.6619e-04,0.7797,971.77,67440.15
943,train,5.414207935333252,3.6608e-04,0.9057,972.20,67409.89
944,train,5.544177532196045,3.6597e-04,0.8825,972.75,67371.95
945,train,5.440268516540527,3.6586e-04,0.7953,972.39,67397.00
946,train,5.444876670837402,3.6575e-04,0.8814,972.19,67410.96
947,train,5.434890270233154,3.6564e-04,0.7236,973.05,67350.97
948,train,5.406319618225098,3.6554e-04,0.6812,972.25,67406.23
949,train,5.331045150756836,3.6543e-04,0.7115,972.72,67373.85
950,train,5.332239151000977,3.6532e-04,0.6420,971.77,67439.51
951,train,5.4527459144592285,3.6521e-04,0.7842,971.74,67441.64
952,train,5.419833660125732,3.6510e-04,0.6858,973.42,67325.21
953,train,5.38956356048584,3.6499e-04,0.7289,972.31,67402.35
954,train,5.388836860656738,3.6488e-04,0.7496,972.51,67388.45
955,train,5.582061767578125,3.6477e-04,0.7093,973.14,67344.73
956,train,5.384592533111572,3.6466e-04,0.6707,972.14,67414.15
957,train,5.373474597930908,3.6455e-04,0.6039,973.65,67309.91
958,train,5.422596454620361,3.6444e-04,0.6557,972.03,67421.86
959,train,5.506545543670654,3.6432e-04,0.7437,972.09,67417.48
960,train,5.364253997802734,3.6421e-04,0.6712,972.50,67388.97
961,train,5.3127593994140625,3.6410e-04,0.6560,973.08,67348.83
962,train,5.468386650085449,3.6399e-04,0.7798,972.87,67363.43
963,train,5.3939104080200195,3.6388e-04,0.7495,972.38,67397.57
964,train,5.397422790527344,3.6377e-04,0.6782,973.90,67292.01
965,train,5.389149188995361,3.6366e-04,0.7028,972.53,67387.26
966,train,5.457548141479492,3.6354e-04,0.6698,973.34,67331.09
967,train,5.54982328414917,3.6343e-04,0.8273,972.28,67404.32
968,train,5.250999927520752,3.6332e-04,0.7727,973.22,67339.32
969,train,5.354185104370117,3.6321e-04,0.7571,972.20,67410.14
970,train,5.36405611038208,3.6310e-04,0.7921,971.94,67428.03
971,train,5.2124247550964355,3.6298e-04,0.6878,971.03,67491.32
972,train,5.431109428405762,3.6287e-04,0.6633,971.94,67427.95
973,train,5.47871208190918,3.6276e-04,0.6951,972.91,67360.63
974,train,5.330801010131836,3.6264e-04,0.8030,973.96,67288.12
975,train,5.374568939208984,3.6253e-04,0.6948,973.64,67310.04
976,train,5.2753705978393555,3.6242e-04,0.7114,971.74,67442.07
977,train,5.3553948402404785,3.6230e-04,0.7915,984.75,66550.82
978,train,5.292140960693359,3.6219e-04,0.5863,972.72,67373.65
979,train,5.412672519683838,3.6208e-04,0.8053,973.54,67317.55
980,train,5.49233865737915,3.6196e-04,0.7201,972.30,67403.16
981,train,5.440937519073486,3.6185e-04,0.7698,972.74,67372.70
982,train,5.525242805480957,3.6173e-04,0.8541,972.65,67378.96
983,train,5.374797821044922,3.6162e-04,0.7139,972.86,67364.24
984,train,5.428215980529785,3.6150e-04,1.3068,972.68,67376.89
985,train,5.545638084411621,3.6139e-04,1.1071,973.05,67350.99
986,train,5.406734943389893,3.6127e-04,0.7592,972.70,67375.55
987,train,5.378868103027344,3.6116e-04,0.6830,972.40,67396.47
988,train,5.353298187255859,3.6104e-04,0.7218,972.28,67404.63
989,train,5.442608833312988,3.6093e-04,0.7669,972.73,67372.99
990,train,5.336302757263184,3.6081e-04,0.7662,971.98,67425.22
991,train,5.2288713455200195,3.6070e-04,0.6892,972.18,67411.66
992,train,5.397813320159912,3.6058e-04,0.7676,973.37,67329.08
993,train,5.359428882598877,3.6046e-04,0.6965,971.91,67429.91
994,train,5.298335075378418,3.6035e-04,0.6078,972.14,67414.38
995,train,5.3369550704956055,3.6023e-04,0.6119,973.54,67317.51
996,train,5.362425804138184,3.6012e-04,0.7274,973.17,67342.47
997,train,5.5459303855896,3.6000e-04,0.7190,971.71,67444.19
998,train,5.389934539794922,3.5988e-04,0.7423,972.77,67370.32
999,train,5.437592506408691,3.5977e-04,0.6224,971.83,67435.64
1000,val,5.425218105316162,,,,
1000,train,5.347552299499512,3.5965e-04,0.6240,2091.87,31328.87
1001,train,5.272234916687012,3.5953e-04,0.8364,972.68,67376.45
1002,train,5.394087791442871,3.5941e-04,0.6246,972.93,67359.31
1003,train,5.471817970275879,3.5930e-04,0.7269,972.13,67414.58
1004,train,5.558790683746338,3.5918e-04,0.7499,971.96,67426.82
1005,train,5.275564193725586,3.5906e-04,0.7707,973.24,67338.20
1006,train,5.412701606750488,3.5894e-04,0.6997,972.57,67384.47
1007,train,5.341493129730225,3.5882e-04,0.7698,972.85,67365.30
1008,train,5.360489845275879,3.5871e-04,0.7518,973.30,67333.48
1009,train,5.437005043029785,3.5859e-04,0.7685,972.40,67396.12
1010,train,5.270669937133789,3.5847e-04,0.7769,971.98,67425.53
1011,train,5.388903617858887,3.5835e-04,0.8518,972.29,67403.51
1012,train,5.400936126708984,3.5823e-04,0.8108,972.29,67404.09
1013,train,5.406267166137695,3.5811e-04,0.7150,972.25,67406.53
1014,train,5.425629615783691,3.5799e-04,0.9076,973.01,67354.09
1015,train,5.2786078453063965,3.5787e-04,0.6804,972.07,67418.68
1016,train,5.24329948425293,3.5776e-04,1.0076,973.90,67292.54
1017,train,5.30679988861084,3.5764e-04,0.7245,972.47,67391.33
1018,train,5.463493824005127,3.5752e-04,0.8241,971.71,67444.27
1019,train,5.287609577178955,3.5740e-04,0.6449,973.22,67339.04
1020,train,5.310810089111328,3.5728e-04,0.7659,972.73,67373.52
1021,train,5.335665702819824,3.5716e-04,0.6771,973.04,67352.13
1022,train,5.290056228637695,3.5704e-04,0.7217,972.51,67388.31
1023,train,5.503940105438232,3.5692e-04,0.6891,973.00,67354.65
1024,train,5.28828763961792,3.5679e-04,0.6399,971.65,67448.46
1025,train,5.302613258361816,3.5667e-04,0.6123,973.05,67351.04
1026,train,5.26053524017334,3.5655e-04,0.6061,973.45,67323.69
1027,train,5.289920806884766,3.5643e-04,0.7121,971.85,67434.02
1028,train,5.281215667724609,3.5631e-04,0.6202,972.52,67387.84
1029,train,5.286285400390625,3.5619e-04,0.7225,972.46,67391.87
1030,train,5.208176612854004,3.5607e-04,0.7619,973.62,67312.00
1031,train,5.246820449829102,3.5595e-04,0.6773,973.67,67308.09
1032,train,5.350666522979736,3.5582e-04,0.6333,972.29,67403.92
1033,train,5.082033634185791,3.5570e-04,0.6543,971.79,67438.66
1034,train,5.305442810058594,3.5558e-04,0.6807,972.09,67417.59
1035,train,5.136314392089844,3.5546e-04,0.7175,973.65,67309.26
1036,train,5.210222244262695,3.5534e-04,0.6449,971.83,67435.70
1037,train,5.384021759033203,3.5521e-04,0.7296,972.88,67362.94
1038,train,5.153932571411133,3.5509e-04,0.7360,972.30,67402.85
1039,train,5.362281799316406,3.5497e-04,0.7109,972.10,67417.26
1040,train,5.3457441329956055,3.5485e-04,0.6109,972.59,67382.69
1041,train,5.2669291496276855,3.5472e-04,0.7506,972.74,67372.61
1042,train,5.372448921203613,3.5460e-04,0.6818,973.75,67302.72
1043,train,5.436289310455322,3.5448e-04,0.7001,973.28,67335.18
1044,train,5.288943767547607,3.5435e-04,0.6843,971.95,67427.04
1045,train,5.154103755950928,3.5423e-04,0.6656,972.60,67382.01
1046,train,5.3028435707092285,3.5411e-04,0.6296,973.03,67352.84
1047,train,5.295821666717529,3.5398e-04,0.7843,972.22,67408.52
1048,train,5.154499530792236,3.5386e-04,0.6745,972.91,67361.11
1049,train,5.2274980545043945,3.5373e-04,0.6847,973.36,67329.76
1050,train,5.3880486488342285,3.5361e-04,0.7222,973.11,67347.21
1051,train,5.1533966064453125,3.5348e-04,0.5998,971.89,67431.55
1052,train,5.295102596282959,3.5336e-04,0.7980,972.83,67366.21
1053,train,5.278414726257324,3.5323e-04,0.7049,972.46,67391.84
1054,train,5.229250907897949,3.5311e-04,0.6355,973.32,67332.40
1055,train,5.355138778686523,3.5298e-04,0.7718,972.71,67374.71
1056,train,5.202256679534912,3.5286e-04,0.6433,971.09,67487.09
1057,train,5.1827616691589355,3.5273e-04,0.6183,972.48,67390.60
1058,train,5.265963554382324,3.5261e-04,0.6628,972.31,67402.15
1059,train,5.247115135192871,3.5248e-04,0.6257,972.94,67358.88
1060,train,5.324973106384277,3.5236e-04,0.6401,972.53,67387.02
1061,train,5.2963666915893555,3.5223e-04,0.7358,972.70,67375.04
1062,train,5.489535331726074,3.5211e-04,0.7189,972.10,67417.00
1063,train,5.440639495849609,3.5198e-04,0.9417,973.18,67341.90
1064,train,5.191553592681885,3.5185e-04,1.0536,972.39,67397.14
1065,train,5.1326470375061035,3.5173e-04,1.0520,972.68,67376.74
1066,train,5.303903579711914,3.5160e-04,0.7994,971.90,67430.74
1067,train,5.194143295288086,3.5147e-04,0.8495,971.68,67446.01
1068,train,5.1641693115234375,3.5135e-04,0.7263,973.93,67290.48
1069,train,5.210777282714844,3.5122e-04,0.8176,973.28,67335.28
1070,train,5.27559232711792,3.5109e-04,0.9742,971.72,67443.51
1071,train,5.392849445343018,3.5096e-04,0.8316,972.39,67396.96
1072,train,5.270173072814941,3.5084e-04,0.7508,972.74,67372.43
1073,train,5.155744552612305,3.5071e-04,0.6914,972.28,67404.60
1074,train,5.097109794616699,3.5058e-04,0.6961,972.36,67398.76
1075,train,5.359691619873047,3.5045e-04,0.8731,972.69,67376.26
1076,train,5.23820161819458,3.5033e-04,0.8666,972.72,67373.74
1077,train,5.3964924812316895,3.5020e-04,0.7715,971.60,67451.92
1078,train,5.300022125244141,3.5007e-04,1.0147,972.56,67384.80
1079,train,5.222418308258057,3.4994e-04,1.0770,972.38,67397.38
1080,train,5.219311237335205,3.4981e-04,0.8552,971.94,67428.09
1081,train,5.344303607940674,3.4968e-04,0.8004,973.09,67348.63
1082,train,5.2653656005859375,3.4956e-04,0.8124,972.69,67375.98
1083,train,5.286835670471191,3.4943e-04,0.7829,972.21,67409.06
1084,train,5.32819938659668,3.4930e-04,0.7925,971.80,67438.07
1085,train,5.161825656890869,3.4917e-04,0.7398,972.97,67356.90
1086,train,5.183701992034912,3.4904e-04,0.9439,972.44,67393.69
1087,train,5.3919267654418945,3.4891e-04,0.8532,973.68,67307.57
1088,train,5.178496837615967,3.4878e-04,0.7579,972.69,67375.92
1089,train,5.254450798034668,3.4865e-04,0.7170,971.68,67446.39
1090,train,5.224155902862549,3.4852e-04,0.7032,973.67,67308.04
1091,train,5.280702114105225,3.4839e-04,0.8045,972.70,67375.07
1092,train,5.185537815093994,3.4826e-04,0.6445,971.91,67430.11
1093,train,5.084239482879639,3.4813e-04,0.8143,971.07,67488.47
1094,train,5.3571858406066895,3.4800e-04,0.9099,973.72,67305.04
1095,train,5.250190734863281,3.4787e-04,0.7252,973.21,67339.80
1096,train,5.275745868682861,3.4774e-04,0.7480,973.03,67352.72
1097,train,5.260593891143799,3.4761e-04,0.7540,973.03,67352.61
1098,train,5.159472942352295,3.4748e-04,0.6632,972.48,67390.68
1099,train,5.2351531982421875,3.4734e-04,0.7758,972.98,67355.71
1100,train,5.253239154815674,3.4721e-04,0.7199,972.12,67415.51
1101,train,5.204086780548096,3.4708e-04,0.7382,972.99,67355.48
1102,train,5.337715148925781,3.4695e-04,0.8452,972.91,67360.97
1103,train,5.307372093200684,3.4682e-04,0.7538,971.78,67439.09
1104,train,5.081413745880127,3.4669e-04,0.7391,972.24,67407.03
1105,train,5.225832939147949,3.4656e-04,0.7234,972.52,67387.99
1106,train,5.188297271728516,3.4642e-04,0.7129,971.78,67439.41
1107,train,5.449943542480469,3.4629e-04,0.7883,972.37,67398.47
1108,train,5.192920207977295,3.4616e-04,0.7240,972.61,67381.68
1109,train,5.154989242553711,3.4603e-04,0.7166,972.84,67365.33
1110,train,5.199779510498047,3.4589e-04,0.7139,972.38,67397.56
1111,train,5.283782958984375,3.4576e-04,0.7104,972.32,67401.81
1112,train,5.110682964324951,3.4563e-04,0.6946,972.23,67407.89
1113,train,5.199070930480957,3.4549e-04,0.6627,973.30,67334.14
1114,train,5.214934349060059,3.4536e-04,0.6536,971.98,67425.51
1115,train,5.267038822174072,3.4523e-04,0.7415,973.69,67307.14
1116,train,5.3914408683776855,3.4509e-04,0.6842,973.19,67341.24
1117,train,5.444509029388428,3.4496e-04,0.7514,972.00,67423.60
1118,train,5.5240936279296875,3.4483e-04,0.7914,972.57,67384.65
1119,train,5.4978861808776855,3.4469e-04,0.9181,972.52,67387.73
1120,train,5.440381050109863,3.4456e-04,0.8834,971.50,67458.43
1121,train,5.3821845054626465,3.4443e-04,0.7092,973.19,67341.29
1122,train,5.4550395011901855,3.4429e-04,0.8356,972.16,67412.65
1123,train,5.5708699226379395,3.4416e-04,0.9247,973.76,67302.19
1124,train,5.441685199737549,3.4402e-04,0.7942,972.02,67422.60
1125,train,5.380814552307129,3.4389e-04,0.7273,973.94,67289.77
1126,train,5.526209354400635,3.4375e-04,0.9754,972.29,67403.59
1127,train,5.459514141082764,3.4362e-04,0.8039,971.62,67450.56
1128,train,5.318276405334473,3.4348e-04,0.7815,972.54,67386.70
1129,train,5.30813455581665,3.4335e-04,0.7417,972.85,67364.74
1130,train,5.4073991775512695,3.4321e-04,0.8536,972.52,67387.78
1131,train,5.17680025100708,3.4308e-04,1.2355,971.40,67465.18
1132,train,5.329922676086426,3.4294e-04,0.8015,972.25,67406.38
1133,train,5.513763427734375,3.4281e-04,1.2305,973.31,67333.42
1134,train,5.418424606323242,3.4267e-04,0.7054,973.45,67323.61
1135,train,5.435689449310303,3.4253e-04,0.7296,972.95,67358.09
1136,train,5.600320816040039,3.4240e-04,0.7818,972.66,67378.38
1137,train,5.35927677154541,3.4226e-04,0.7784,971.92,67429.15
1138,train,5.365839004516602,3.4213e-04,0.7613,971.95,67427.61
1139,train,5.4428486824035645,3.4199e-04,0.7169,971.09,67487.21
1140,train,5.240567684173584,3.4185e-04,0.7369,971.37,67467.68
1141,train,5.466749668121338,3.4172e-04,0.7385,970.94,67497.63
1142,train,5.295856952667236,3.4158e-04,0.6701,971.34,67469.50
