step,type,loss,lr,norm,dt_ms,tok_per_sec
67,train,9.044046,8.047337e-05,1.6968,1073.49,61049.56
68,train,9.050520,8.165680e-05,1.6000,1072.43,61109.59
69,train,8.996924,8.284024e-05,1.6167,1073.32,61059.35
70,train,8.995016,8.402367e-05,1.5968,1076.20,60895.66
71,train,8.917120,8.520710e-05,1.6352,1074.66,60983.21
72,train,8.886128,8.639053e-05,1.6147,1073.06,61073.83
73,train,8.867127,8.757396e-05,1.6012,1077.09,60845.51
74,train,8.858077,8.875740e-05,1.5669,1074.63,60984.48
75,train,8.801773,8.994083e-05,1.5920,1074.48,60993.18
76,train,8.755814,9.112426e-05,1.6389,1072.46,61108.11
77,train,8.747574,9.230769e-05,1.5507,1077.50,60822.15
78,train,8.714409,9.349112e-05,1.5726,1088.66,60198.99
79,train,8.698355,9.467456e-05,1.5227,1098.90,59637.72
80,train,8.676888,9.585799e-05,1.5293,1106.65,59220.07
81,train,8.603992,9.704142e-05,1.6132,1105.43,59285.35
82,train,8.582319,9.822485e-05,1.5513,1098.69,59649.45
83,train,8.536766,9.940828e-05,1.5369,1094.10,59899.37
84,train,8.540918,1.005917e-04,1.5309,1107.06,59198.21
85,train,8.461632,1.017751e-04,1.5070,1074.51,60991.49
86,train,8.513273,1.029586e-04,1.4373,1074.38,60998.91
87,train,8.380644,1.041420e-04,1.5418,1074.09,61015.22
88,train,8.370781,1.053254e-04,1.4604,1108.57,59117.51
89,train,8.427892,1.065089e-04,1.4423,1105.05,59305.88
90,train,8.280735,1.076923e-04,1.4580,1089.49,60152.79
91,train,8.314728,1.088757e-04,1.4762,1088.51,60207.02
92,train,8.284163,1.100592e-04,1.4435,1093.70,59921.18
93,train,8.215236,1.112426e-04,1.4333,1113.50,58855.72
94,train,8.137916,1.124260e-04,1.4625,1087.30,60274.23
95,train,8.191450,1.136095e-04,1.3841,1074.83,60973.62
96,train,8.143550,1.147929e-04,1.3803,1074.21,61008.36
97,train,8.077127,1.159763e-04,1.3973,1077.29,60834.27
98,train,8.055922,1.171598e-04,1.3684,1079.48,60710.62
99,train,8.079481,1.183432e-04,1.3562,1076.35,60887.48
100,train,8.094570,1.195266e-04,1.3226,1109.94,59044.78
101,train,8.035480,1.207101e-04,1.3647,1081.79,60581.09
102,train,8.075643,1.218935e-04,1.2349,1088.54,60205.63
103,train,8.043817,1.230769e-04,1.2130,1082.16,60560.13
104,train,7.900555,1.242604e-04,1.2827,1074.60,60986.56
105,train,7.899530,1.254438e-04,1.3580,1089.45,60155.01
106,train,7.851729,1.266272e-04,1.1999,1099.55,59602.36
107,train,7.827276,1.278107e-04,1.1929,1097.20,59730.19
108,train,7.887825,1.289941e-04,1.1525,1103.72,59377.16
109,train,7.838547,1.301775e-04,1.1195,1087.00,60290.74
110,train,7.912014,1.313609e-04,1.0446,1102.29,59454.14
111,train,7.806335,1.325444e-04,1.0511,1085.30,60385.20
112,train,7.770904,1.337278e-04,1.0512,1105.98,59256.00
113,train,7.605714,1.349112e-04,1.1097,1082.74,60528.05
114,train,7.556737,1.360947e-04,1.1302,1081.46,60599.41
115,train,7.621854,1.372781e-04,1.0003,1108.07,59144.53
116,train,7.570224,1.384615e-04,0.9558,1086.62,60311.59
117,train,7.644570,1.396450e-04,0.9250,1081.91,60574.13
118,train,7.408339,1.408284e-04,1.0230,1091.40,60047.91
119,train,7.410148,1.420118e-04,0.9174,1099.19,59621.90
120,train,7.525262,1.431953e-04,0.8901,1075.53,60933.93
121,train,7.521042,1.443787e-04,0.8532,1091.19,60059.17
122,train,7.442524,1.455621e-04,0.8101,1099.78,59590.00
123,train,7.459224,1.467456e-04,0.7218,1097.18,59731.06
124,train,7.436728,1.479290e-04,0.7784,1101.16,59515.52
125,train,7.424607,1.491124e-04,1.3792,1103.67,59380.09
126,train,7.479621,1.502959e-04,0.8139,1081.81,60580.03
127,train,7.337032,1.514793e-04,0.8383,1077.98,60795.22
128,train,7.372650,1.526627e-04,0.6165,1078.69,60755.24
129,train,7.367740,1.538462e-04,0.7477,1079.73,60696.72
130,train,7.410704,1.550296e-04,0.6045,1110.86,58995.88
131,train,7.436393,1.562130e-04,0.5805,1120.86,58469.40
132,train,7.422490,1.573964e-04,0.5090,1143.13,57330.46
133,train,7.436323,1.585799e-04,0.5526,1102.65,59434.99
134,train,7.286850,1.597633e-04,0.7043,1106.82,59211.17
135,train,7.333788,1.609467e-04,0.6552,1103.43,59392.96
136,train,7.308382,1.621302e-04,0.5635,1109.13,59087.89
137,train,7.377641,1.633136e-04,0.4446,1102.12,59463.42
138,train,7.217809,1.644970e-04,0.5260,1102.57,59439.33
139,train,7.243090,1.656805e-04,0.4717,1111.03,58986.59
140,train,7.242700,1.668639e-04,0.4150,1101.93,59474.08
141,train,7.216773,1.680473e-04,0.4614,1114.94,58779.94
142,train,7.186699,1.692308e-04,0.5675,1109.18,59085.17
143,train,7.179052,1.704142e-04,0.4123,1092.53,59985.62
144,train,7.294742,1.715976e-04,0.4045,1098.65,59651.29
145,train,7.143527,1.727811e-04,0.4488,1112.06,58932.07
146,train,7.399446,1.739645e-04,0.6493,1142.10,57381.86
147,train,7.208078,1.751479e-04,0.3898,1112.71,58897.70
148,train,7.133687,1.763314e-04,0.4768,1092.66,59978.51
149,train,7.321874,1.775148e-04,0.3738,1090.20,60113.98
150,train,7.826329,1.786982e-04,0.8055,1091.10,60064.42
151,train,7.909002,1.798817e-04,0.8835,1088.66,60198.74
152,train,7.240477,1.810651e-04,0.5536,1090.15,60116.71
153,train,7.083574,1.822485e-04,0.5660,1090.05,60122.25
154,train,7.152184,1.834320e-04,0.5838,1087.43,60266.88
155,train,8.768409,1.846154e-04,4.9511,1084.88,60408.56
156,train,7.863558,1.857988e-04,2.5674,1087.08,60286.01
157,train,7.130028,1.869822e-04,4.1363,1093.04,59957.47
158,train,7.125163,1.881657e-04,3.8766,1090.43,60100.85
159,train,7.054571,1.893491e-04,0.9984,1096.32,59778.02
160,train,7.088501,1.905325e-04,1.9375,1111.95,58937.67
161,train,7.157729,1.917160e-04,1.6263,1105.22,59296.92
162,train,7.137136,1.928994e-04,1.1186,1126.70,58166.54
163,train,7.138291,1.940828e-04,1.0550,1131.11,57939.70
164,train,7.078339,1.952663e-04,1.2217,1131.15,57937.29
165,train,7.102677,1.964497e-04,0.7326,1112.24,58922.42
166,train,7.032528,1.976331e-04,0.6449,1125.10,58249.22
167,train,7.088588,1.988166e-04,0.6933,1104.58,59330.90
168,train,7.029924,2.000000e-04,0.6363,1117.32,58654.89
169,train,7.157968,2.011834e-04,0.6037,1086.88,60297.47
170,train,6.956747,2.023669e-04,0.6865,1092.16,60005.69
171,train,7.070312,2.035503e-04,0.5058,1091.84,60023.64
172,train,6.931354,2.047337e-04,0.6392,1089.77,60137.68
173,train,7.018096,2.059172e-04,0.7590,1108.18,59138.20
174,train,6.962548,2.071006e-04,0.5269,1110.01,59040.86
175,train,7.119469,2.082840e-04,0.7599,1098.13,59679.75
176,train,6.999976,2.094675e-04,0.6168,1090.26,60110.34
177,train,6.955173,2.106509e-04,0.5059,1093.67,59922.99
178,train,6.946558,2.118343e-04,0.4864,1089.77,60137.60
179,train,6.878059,2.130178e-04,0.5076,1093.37,59939.38
180,train,6.765027,2.142012e-04,0.5780,1088.38,60214.11
181,train,7.146006,2.153846e-04,0.6332,1089.20,60168.75
182,train,6.909599,2.165680e-04,0.7724,1091.02,60068.41
183,train,6.879558,2.177515e-04,0.7734,1085.16,60393.04
184,train,6.878654,2.189349e-04,0.5401,1092.59,59982.42
185,train,6.861681,2.201183e-04,0.5845,1087.56,60259.67
186,train,6.766646,2.213018e-04,0.4889,1089.49,60152.68
187,train,6.940259,2.224852e-04,0.4922,1091.97,60016.16
188,train,7.023686,2.236686e-04,0.4935,1090.95,60072.35
189,train,7.239825,2.248521e-04,1.1402,1096.78,59752.88
190,train,6.867698,2.260355e-04,0.4087,1094.54,59875.56
191,train,6.791332,2.272189e-04,0.5524,1090.28,60109.47
192,train,6.699721,2.284024e-04,0.4749,1092.50,59987.27
193,train,6.724524,2.295858e-04,0.6810,1091.80,60025.77
194,train,6.715251,2.307692e-04,0.3387,1093.79,59916.43
195,train,6.807371,2.319527e-04,0.6310,1090.09,60120.04
196,train,6.840310,2.331361e-04,0.7326,1094.11,59898.77
197,train,6.829336,2.343195e-04,0.6352,1091.38,60048.52
198,train,6.725306,2.355030e-04,0.7502,1094.43,59881.62
199,train,6.730798,2.366864e-04,0.5894,1090.46,60099.38
200,train,6.755344,2.378698e-04,0.6030,1093.23,59947.05
201,train,6.727585,2.390533e-04,0.5171,1088.06,60231.99
202,train,6.525657,2.402367e-04,0.4258,1093.64,59924.82
203,train,6.650113,2.414201e-04,0.5948,1091.48,60043.28
204,train,6.631639,2.426036e-04,0.4336,1089.36,60159.99
205,train,6.689281,2.437870e-04,0.7056,1091.75,60028.15
206,train,6.715120,2.449704e-04,0.4887,1090.16,60115.98
207,train,6.603236,2.461538e-04,0.5912,1094.33,59887.04
208,train,6.861487,2.473373e-04,0.4791,1089.54,60150.09
209,train,6.623351,2.485207e-04,0.4543,1091.78,60026.87
210,train,6.759314,2.497041e-04,0.4629,1089.05,60177.24
211,train,6.670400,2.508876e-04,0.4657,1088.18,60225.38
212,train,6.628652,2.520710e-04,0.5284,1092.96,59961.91
213,train,6.574892,2.532544e-04,0.4010,1090.68,60087.53
214,train,6.660311,2.544379e-04,0.3783,1092.41,59991.93
215,train,6.569999,2.556213e-04,0.4938,1085.74,60360.41
216,train,6.645421,2.568047e-04,0.4844,1091.15,60061.68
217,train,6.532770,2.579882e-04,0.4597,1089.78,60137.05
218,train,6.532376,2.591716e-04,0.5454,1092.56,59984.16
219,train,6.602564,2.603550e-04,0.5387,1092.44,59990.60
220,train,6.638850,2.615385e-04,0.4805,1095.33,59832.24
221,train,6.520822,2.627219e-04,0.5331,1092.74,59973.82
222,train,6.498653,2.639053e-04,0.5379,1089.72,60140.09
223,train,6.671690,2.650888e-04,0.4670,1088.25,60221.69
224,train,6.564927,2.662722e-04,0.5693,1088.47,60209.14
225,train,6.633006,2.674556e-04,0.4905,1092.09,60009.73
226,train,6.473097,2.686391e-04,0.6834,1091.39,60048.37
227,train,6.624638,2.698225e-04,0.6835,1093.60,59927.11
228,train,6.553072,2.710059e-04,0.6057,1133.24,57830.89
229,train,6.547827,2.721893e-04,0.7330,1112.46,58911.10
230,train,6.456579,2.733728e-04,0.5166,1111.09,58983.36
231,train,6.509388,2.745562e-04,0.5734,1129.74,58009.97
232,train,6.493110,2.757396e-04,0.4738,1096.08,59791.25
233,train,6.424541,2.769231e-04,0.4866,1110.22,59029.60
234,train,6.462605,2.781065e-04,0.3824,1120.73,58476.03
235,train,6.491784,2.792899e-04,0.6473,1084.21,60446.11
236,train,6.540742,2.804734e-04,0.5792,1084.20,60446.15
237,train,6.420559,2.816568e-04,0.7620,1110.22,59029.85
238,train,6.338266,2.828402e-04,0.5052,1090.97,60071.38
239,train,6.528737,2.840237e-04,0.6278,1088.56,60204.33
240,train,6.494091,2.852071e-04,0.5406,1102.92,59420.55
241,train,6.690316,2.863905e-04,0.7961,1106.84,59209.92
242,train,6.577151,2.875740e-04,0.5549,1082.86,60520.99
243,train,6.728205,2.887574e-04,1.0846,1085.28,60385.98
244,train,6.582392,2.899408e-04,0.4696,1087.44,60266.07
245,train,6.631629,2.911243e-04,0.5947,1085.65,60365.47
246,train,6.441039,2.923077e-04,0.4846,1085.75,60360.25
247,train,6.514169,2.934911e-04,0.5707,1085.10,60396.15
248,train,6.490188,2.946746e-04,0.3704,1084.29,60441.29
249,train,6.507512,2.958580e-04,0.5748,1085.00,60402.04
250,train,6.475369,2.970414e-04,0.4299,1122.22,58398.43
251,train,6.571130,2.982249e-04,0.5709,1109.47,59069.54
252,train,6.668973,2.994083e-04,0.7455,1105.32,59291.31
253,train,6.389118,3.005917e-04,0.7276,1114.75,58789.93
254,train,6.388514,3.017751e-04,0.6513,1119.96,58516.23
255,train,6.452959,3.029586e-04,0.6486,1118.38,58599.28
256,train,6.445786,3.041420e-04,0.7141,1120.35,58496.02
257,train,6.346797,3.053254e-04,0.6084,1117.79,58629.80
258,train,6.855666,3.065089e-04,0.8154,1124.61,58274.67
259,train,6.351625,3.076923e-04,0.6339,1113.96,58831.50
260,train,6.475309,3.088757e-04,0.6416,1115.96,58726.19
261,train,6.553142,3.100592e-04,0.6182,1099.43,59609.29
262,train,6.464763,3.112426e-04,0.6292,1081.61,60590.92
263,train,6.548724,3.124260e-04,0.7856,1081.81,60579.79
264,train,6.493793,3.136095e-04,0.4787,1082.48,60542.63
265,train,6.588417,3.147929e-04,1.0309,1082.95,60516.11
266,train,6.449467,3.159763e-04,0.6570,1101.84,59478.80
267,train,6.441657,3.171598e-04,0.9679,1123.19,58348.18
268,train,6.471215,3.183432e-04,0.6206,1099.19,59622.09
269,train,6.573150,3.195266e-04,0.7548,1086.59,60313.47
270,train,6.409016,3.207101e-04,0.6880,1083.90,60463.18
271,train,6.351316,3.218935e-04,0.5861,1099.96,59580.51
272,train,6.348757,3.230769e-04,0.6427,1093.90,59910.62
273,train,6.510793,3.242604e-04,0.6233,1094.04,59902.72
274,train,6.380480,3.254438e-04,0.5040,1099.22,59620.47
275,train,6.223472,3.266272e-04,0.4948,1107.25,59188.27
276,train,6.310198,3.278107e-04,0.6109,1096.93,59744.77
277,train,6.309799,3.289941e-04,0.5856,1079.22,60725.21
278,train,6.165092,3.301775e-04,0.6169,1079.46,60712.10
279,train,6.445363,3.313609e-04,0.8988,1083.77,60470.27
280,train,6.360360,3.325444e-04,0.7227,1104.67,59326.54
281,train,6.237816,3.337278e-04,0.7485,1107.63,59167.61
282,train,6.304812,3.349112e-04,0.6445,1100.56,59547.78
283,train,6.262483,3.360947e-04,0.8167,1088.47,60209.15
284,train,6.407027,3.372781e-04,0.5878,1080.88,60632.30
285,train,6.365570,3.384615e-04,0.5862,1094.81,59860.85
286,train,6.329786,3.396450e-04,0.6100,1108.21,59136.66
287,train,6.330711,3.408284e-04,0.5898,1082.71,60529.84
288,train,6.254693,3.420118e-04,0.6037,1078.63,60758.46
289,train,6.352441,3.431953e-04,0.6115,1079.54,60707.39
290,train,6.283147,3.443787e-04,0.5347,1087.37,60270.38
291,train,6.302606,3.455621e-04,0.5530,1088.76,60193.29
292,train,6.531686,3.467456e-04,0.5542,1079.90,60686.90
293,train,6.401278,3.479290e-04,0.5818,1100.48,59552.44
294,train,6.333361,3.491124e-04,0.7548,1092.90,59965.27
295,train,6.275618,3.502959e-04,0.6670,1123.55,58329.47
296,train,6.262785,3.514793e-04,0.5758,1090.38,60103.87
297,train,6.261878,3.526627e-04,0.5342,1085.09,60396.61
298,train,6.189297,3.538462e-04,0.5285,1079.05,60735.01
299,train,6.091352,3.550296e-04,0.5285,1076.42,60883.07
300,train,6.388295,3.562130e-04,0.6897,1083.67,60475.86
301,train,6.399535,3.573964e-04,0.5754,1082.47,60543.03
302,train,6.093460,3.585799e-04,0.5527,1083.54,60483.19
303,train,6.256681,3.597633e-04,0.5534,1091.39,60048.10
304,train,6.130644,3.609467e-04,0.7031,1081.76,60582.65
305,train,6.266003,3.621302e-04,0.7915,1076.63,60871.59
306,train,6.101323,3.633136e-04,0.6192,1080.46,60655.84
307,train,6.210531,3.644970e-04,0.7230,1077.60,60816.52
308,train,6.270790,3.656805e-04,0.4654,1120.64,58481.04
309,train,6.244078,3.668639e-04,0.6275,1088.17,60226.00
310,train,6.422636,3.680473e-04,0.6724,1121.53,58434.52
311,train,6.416993,3.692308e-04,0.6011,1096.72,59756.16
312,train,6.136399,3.704142e-04,0.5797,1099.00,59632.51
313,train,6.310490,3.715976e-04,0.7236,1092.89,59965.70
314,train,6.293856,3.727811e-04,0.4869,1089.66,60143.67
315,train,6.381276,3.739645e-04,0.4849,1078.38,60772.41
316,train,6.288704,3.751479e-04,0.4311,1084.92,60406.46
317,train,6.292019,3.763314e-04,0.4726,1076.82,60860.63
318,train,6.179148,3.775148e-04,0.3789,1080.57,60649.50
319,train,6.488121,3.786982e-04,0.5205,1075.92,60911.82
320,train,6.285960,3.798817e-04,0.4667,1078.52,60764.96
321,train,6.153141,3.810651e-04,0.5263,1105.86,59262.28
322,train,6.147503,3.822485e-04,0.4343,1114.55,58800.36
323,train,6.260352,3.834320e-04,0.5567,1115.90,58729.25
324,train,6.380197,3.846154e-04,0.4986,1099.46,59607.32
325,train,6.312538,3.857988e-04,0.5496,1110.42,59019.06
326,train,6.270711,3.869822e-04,0.5775,1110.84,58996.58
327,train,6.206483,3.881657e-04,0.4089,1100.69,59540.74
328,train,6.156266,3.893491e-04,0.5487,1097.51,59713.09
329,train,6.143049,3.905325e-04,0.4574,1113.00,58882.19
330,train,6.373572,3.917160e-04,0.5417,1126.45,58179.48
331,train,6.166707,3.928994e-04,0.5475,1112.73,58896.67
332,train,6.326098,3.940828e-04,0.9627,1102.56,59440.07
333,train,6.140903,3.952663e-04,0.7642,1108.81,59104.77
334,train,6.216666,3.964497e-04,0.7818,1112.88,58888.79
335,train,6.356262,3.976331e-04,1.0799,1104.95,59311.53
336,train,6.128535,3.988166e-04,0.7093,1088.15,60226.99
337,train,6.175828,4.000000e-04,0.8311,1085.61,60368.08
338,train,6.179845,4.000000e-04,0.6316,1088.65,60199.28
339,train,6.199423,3.999999e-04,0.5277,1087.30,60274.14
340,train,6.192118,3.999996e-04,0.6868,1106.84,59210.14
341,train,6.144946,3.999991e-04,0.4254,1090.22,60112.67
342,train,6.143830,3.999985e-04,0.5381,1104.51,59334.78
343,train,6.184188,3.999976e-04,0.5925,1103.18,59406.34
344,train,6.254942,3.999966e-04,0.4198,1092.15,60006.25
345,train,6.131235,3.999953e-04,0.4774,1152.53,56862.79
346,train,6.175559,3.999939e-04,0.7087,1115.50,58750.31
347,train,6.174604,3.999922e-04,0.5891,1131.33,57928.44
348,train,6.242733,3.999904e-04,0.6106,1107.60,59169.27
349,train,6.414243,3.999884e-04,0.6577,1092.26,60000.42
350,train,6.075916,3.999862e-04,2.1006,1079.03,60735.98
351,train,6.224243,3.999838e-04,1.2812,1086.42,60322.71
352,train,6.133053,3.999812e-04,0.7183,1087.60,60257.40
353,train,6.360236,3.999785e-04,0.8882,1082.88,60520.29
354,train,6.194484,3.999755e-04,0.6922,1104.74,59322.64
355,train,6.198317,3.999723e-04,0.7238,1097.17,59732.01
356,train,6.169903,3.999690e-04,0.5648,1094.42,59881.83
357,train,6.289498,3.999654e-04,0.7106,1079.21,60726.09
358,train,6.066493,3.999617e-04,0.6212,1081.99,60569.66
359,train,6.121174,3.999578e-04,0.6728,1091.10,60064.17
360,train,6.142787,3.999537e-04,0.6800,1088.42,60212.29
361,train,6.289466,3.999494e-04,0.7634,1077.69,60811.80
362,train,6.131269,3.999449e-04,0.6983,1083.77,60470.54
363,train,6.210722,3.999402e-04,1.0997,1082.17,60559.99
364,train,6.209746,3.999353e-04,0.6017,1081.14,60617.39
365,train,6.237588,3.999302e-04,0.5845,1084.51,60428.93
366,train,6.124428,3.999249e-04,0.6940,1086.36,60326.19
367,train,6.211439,3.999195e-04,0.5422,1080.86,60633.23
368,train,6.063011,3.999138e-04,0.5592,1082.19,60558.80
369,train,6.047623,3.999080e-04,0.6741,1078.65,60757.24
370,train,6.100554,3.999020e-04,0.4850,1078.97,60739.45
371,train,6.061191,3.998958e-04,0.6730,1084.80,60412.86
372,train,6.111299,3.998893e-04,0.5411,1083.38,60491.96
373,train,6.388784,3.998827e-04,0.6250,1080.45,60656.41
374,train,6.249659,3.998759e-04,0.7236,1082.87,60520.67
375,train,6.506062,3.998690e-04,0.7101,1082.06,60565.79
376,train,6.205045,3.998618e-04,0.4814,1080.23,60668.39
377,train,6.227072,3.998544e-04,0.4762,1083.24,60499.93
378,train,6.357232,3.998468e-04,0.5585,1079.53,60707.78
379,train,6.322338,3.998391e-04,0.5560,1084.84,60410.85
380,train,6.319729,3.998311e-04,0.6252,1083.87,60465.06
381,train,6.280561,3.998230e-04,0.6479,1084.47,60431.37
382,train,6.286861,3.998147e-04,0.5988,1084.59,60424.84
383,train,6.233887,3.998062e-04,0.4266,1084.95,60404.62
384,train,6.369182,3.997975e-04,0.4664,1083.59,60480.50
385,train,6.295269,3.997886e-04,0.5662,1080.97,60626.87
386,train,6.213108,3.997795e-04,0.4469,1082.03,60567.74
387,train,6.181327,3.997702e-04,0.5998,1081.12,60618.62
388,train,6.319559,3.997607e-04,0.5630,1086.98,60292.00
389,train,6.339542,3.997510e-04,0.4721,1080.69,60642.64
390,train,6.316793,3.997412e-04,0.4768,1083.37,60492.58
391,train,6.290809,3.997311e-04,0.5348,1086.46,60320.67
392,train,6.166083,3.997209e-04,0.6542,1086.48,60319.75
393,train,6.195940,3.997105e-04,0.4535,1086.58,60314.12
394,train,6.199641,3.996999e-04,0.5220,1083.50,60485.54
395,train,6.190882,3.996890e-04,0.4870,1086.47,60320.34
396,train,6.182812,3.996780e-04,0.5423,1086.13,60338.81
397,train,6.179595,3.996668e-04,0.5021,1085.26,60387.18
398,train,6.346447,3.996555e-04,0.5580,1087.56,60259.39
399,train,6.215218,3.996439e-04,0.5655,1087.36,60270.87
400,train,6.207132,3.996321e-04,0.4610,1088.71,60195.81
401,train,6.366079,3.996202e-04,0.4592,1085.55,60371.05
402,train,6.276610,3.996080e-04,0.5887,1083.46,60487.81
403,train,6.121992,3.995957e-04,0.5045,1085.55,60371.30
404,train,6.345084,3.995831e-04,0.5048,1089.90,60130.44
405,train,6.263576,3.995704e-04,0.5186,1084.21,60445.61
406,train,6.300535,3.995575e-04,0.4741,1102.83,59425.35
407,train,6.190805,3.995444e-04,0.6468,1088.55,60204.67
408,train,6.226803,3.995311e-04,0.5029,1098.11,59680.49
409,train,6.241686,3.995176e-04,0.4694,1104.84,59317.09
410,train,6.298963,3.995039e-04,0.4571,1109.19,59084.71
411,train,6.145477,3.994901e-04,0.4396,1111.72,58950.12
412,train,6.257923,3.994760e-04,0.5336,1099.81,59588.66
413,train,6.242899,3.994617e-04,0.4851,1092.55,59984.50
414,train,6.192411,3.994473e-04,0.8268,1095.79,59807.01
415,train,6.126943,3.994327e-04,0.7274,1108.47,59122.70
416,train,6.223130,3.994178e-04,0.6967,1108.14,59140.78
417,train,6.200014,3.994028e-04,0.6424,1089.31,60162.99
418,train,6.231079,3.993876e-04,0.6040,1078.76,60751.20
419,train,6.309798,3.993722e-04,0.4904,1076.83,60860.15
420,train,6.182833,3.993566e-04,0.5295,1084.36,60437.27
421,train,6.290408,3.993409e-04,0.6624,1081.05,60622.73
422,train,6.115294,3.993249e-04,0.6088,1076.29,60890.77
423,train,6.163333,3.993087e-04,0.5149,1076.84,60859.34
424,train,6.212437,3.992924e-04,0.6115,1074.11,61014.14
425,train,6.190149,3.992758e-04,0.4317,1077.50,60822.51
426,train,6.115092,3.992591e-04,0.4722,1077.72,60810.04
427,train,6.160613,3.992422e-04,0.3899,1074.86,60971.55
428,train,6.194129,3.992251e-04,0.4462,1077.22,60838.00
429,train,6.137474,3.992078e-04,0.4757,1086.64,60310.56
430,train,6.051122,3.991903e-04,0.5601,1079.50,60709.62
431,train,6.076972,3.991726e-04,0.3999,1077.64,60814.50
432,train,6.068609,3.991547e-04,0.4576,1078.46,60768.36
433,train,6.076861,3.991367e-04,0.5056,1076.02,60905.92
434,train,6.142157,3.991184e-04,0.5227,1078.24,60780.56
